Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,avg_response_to_tut,avg_correctness_score,avg_question_rt,avg_text_rt,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
5e89ce643ac81466c24cb5d8,1,443,98,135,168,0.2857142857142857,0.8,8.113640000028587,12.4251525,65,0.0360046153978205,0.0047088158901568,-7.165201530251451,0.2491289779944996
5e89ce643ac81466c24cb5d8,2,953,203,315,390,0.2857142857142857,0.8,8.113640000028587,12.4251525,146,0.0370664383427724,0.0037601774932678,-6.346996657072917,0.1327757458449153
5e89ce643ac81466c24cb5d8,3,667,184,279,370,0.2857142857142857,0.8,8.113640000028587,12.4251525,101,0.0372247524497521,0.0015515415565778,0.4872817401958683,0.3670461284444396
5e89ce643ac81466c24cb5d8,4,944,436,300,357,0.2857142857142857,0.8,8.113640000028587,12.4251525,158,0.0374424050418623,0.0035499043590363,-7.27327416401302,0.3130778627003845
5e89ce643ac81466c24cb5d8,6,595,241,44,65,0.2857142857142857,0.8,8.113640000028587,12.4251525,90,0.0363544444460327,0.0055885348265166,2.4565773669706736,0.3775705066728575
5e89ce643ac81466c24cb5d8,13,960,529,144,182,0.2857142857142857,0.8,8.113640000028587,12.4251525,158,0.0367898734189316,0.0058023736649963,5.231655808024059,0.3580293944634581
5e89ce643ac81466c24cb5d8,30,867,457,114,188,0.2857142857142857,0.8,8.113640000028587,12.4251525,139,0.0364676259075124,0.0033671950229976,-9.300950781257033,0.3603662116536444
5e89ce643ac81466c24cb5d8,34,609,340,15,22,0.2857142857142857,0.8,8.113640000028587,12.4251525,96,0.0365802083204165,0.0065068161779934,-2.293413979426157,0.3015823083805147
5e89ce643ac81466c24cb5d8,35,619,299,50,69,0.2857142857142857,0.8,8.113640000028587,12.4251525,95,0.0363715789483682,0.0053598916856774,-0.8439989186649429,0.3425682985333593
5e89ce643ac81466c24cb5d8,36,648,387,33,48,0.2857142857142857,0.8,8.113640000028587,12.4251525,101,0.0367594059188755,0.0017326960670505,-1.8679960339414807,0.2782227198846566
