Participant,Question,Correct,Paragraph,Question_RT,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
615d051e2366aeb051acb734,10,1,13,-0.8958396783784333,4.114009723063932,5.150036799148651,1.2061491114315182,1.1448106708690398,7.341384975906343,-0.10717597673260136,-0.12510543693690987,1.0490340878297713,-1.249688819952955
616567af93f2b71b50c3ff85,3,0,13,-0.7474247724432744,-0.19967123662303743,-0.694476031351102,1.2061491114315182,0.9770067094820879,-0.4877911048194149,-0.05804564125957971,-0.08929325995377345,0.7211062272245539,0.23927369813413632
616567af93f2b71b50c3ff85,10,1,13,0.14606888810368784,-0.19967123662303743,-0.694476031351102,1.2061491114315182,0.9770067094820879,-0.4877911048194149,-0.05804564125957971,-0.08929325995377345,0.7211062272245539,0.23927369813413632
6165a91cfe487d469c4242fd,3,0,13,-0.6991403737882065,-1.1661075824988518,-0.8734442030345955,-0.5231189557789686,-0.6317225725102115,-0.57408462875527,21.68158442309849,,,-2.5121803400440763
6165a91cfe487d469c4242fd,10,1,13,-0.5839887418449652,-1.1661075824988518,-0.8734442030345955,-0.5231189557789686,-0.6317225725102115,-0.57408462875527,21.68158442309849,,,-2.5121803400440763
61692abb0f3acf7a49d91533,3,1,13,0.2823430087458615,-0.40216266147320806,-0.09079234776200508,-0.34575812837276493,-0.2815230009200511,-0.21322080138714883,0.056790761332208964,0.04585082526560379,0.4673436348892276,-0.7090838017602897
61692abb0f3acf7a49d91533,10,1,13,-0.38240628126537096,-0.40216266147320806,-0.09079234776200508,-0.34575812837276493,-0.2815230009200511,-0.21322080138714883,0.056790761332208964,0.04585082526560379,0.4673436348892276,-0.7090838017602897
616f4e920ed4bf68c708dde3,3,1,13,-0.606835304644713,0.8511365362736815,0.726584675150666,-0.08777874305465035,-0.0918315663087142,-0.5113257022564662,-0.08444819196587186,-0.06594887297065846,-0.9592379836347218,-0.4516711215707347
616f4e920ed4bf68c708dde3,10,1,13,-0.6858846184160406,0.8511365362736815,0.726584675150666,-0.08777874305465035,-0.0918315663087142,-0.5113257022564662,-0.08444819196587186,-0.06594887297065846,-0.9592379836347218,-0.4516711215707347
627936b58e6416782149ddcb,3,0,13,-0.8423520860266035,0.4231432973858208,1.255475689976512,-0.5069952441965865,-0.4566227867151313,0.775232290969009,-0.07550853928052291,-0.05694185381523584,0.4461360016746386,-0.6916422954701176
627936b58e6416782149ddcb,10,1,13,-0.5740985443017018,0.4231432973858208,1.255475689976512,-0.5069952441965865,-0.4566227867151313,0.775232290969009,-0.07550853928052291,-0.05694185381523584,0.4461360016746386,-0.6916422954701176
62826a0d905d486567a481c4,3,1,13,-0.8704741091040423,-0.4451153879565776,-0.30181452034403455,-0.26110864256525856,-0.3946082792460404,-0.41718731250826074,-0.07385389115611314,-0.056431088508746424,-0.026945819642464928,-0.356989678357391
62826a0d905d486567a481c4,10,1,13,-0.6865246938314751,-0.4451153879565776,-0.30181452034403455,-0.26110864256525856,-0.3946082792460404,-0.41718731250826074,-0.07385389115611314,-0.056431088508746424,-0.026945819642464928,-0.356989678357391
628510a698e9e63b21ef9139,3,1,13,-0.590905685844188,-0.6936275911817871,-0.686462531126468,-0.45862410944944004,-0.49310190875577303,-0.47994623900706446,-0.05824724445444304,-0.07805614039548321,-0.9282886749175772,-0.4420050405361289
628510a698e9e63b21ef9139,10,0,13,-0.717991627146167,-0.6936275911817871,-0.686462531126468,-0.45862410944944004,-0.49310190875577303,-0.47994623900706446,-0.05824724445444304,-0.07805614039548321,-0.9282886749175772,-0.4420050405361289
6286575f2d911d52cff2db4e,3,0,13,-0.8012427262996377,2.7671349426211296,2.339969387043651,1.5850563336174988,2.1042115805379167,4.446629491149023,-0.10948430277274486,-0.12922436487907651,0.7068631691566553,-0.6752248466086612
6286575f2d911d52cff2db4e,10,1,13,-0.7745350634132515,2.7671349426211296,2.339969387043651,1.5850563336174988,2.1042115805379167,4.446629491149023,-0.10948430277274486,-0.12922436487907651,0.7068631691566553,-0.6752248466086612
62885c14d00376d11632a442,3,0,13,-0.5708465482412229,-0.33006344201898064,-0.061409513605013635,-0.4344385420758668,-0.39825619145010455,0.34376467128973376,-0.05314346206871877,-0.11105838651026963,1.0177326511776974,-0.5916031731642889
62885c14d00376d11632a442,10,1,13,-0.7451948322870443,-0.33006344201898064,-0.061409513605013635,-0.4344385420758668,-0.39825619145010455,0.34376467128973376,-0.05314346206871877,-0.11105838651026963,1.0177326511776974,-0.5916031731642889
628b8df25b434f5840a2b3b4,3,0,13,-0.5359417905209598,-1.181447841957198,-0.8734442030345955,-0.5634282347349241,-0.6682016945508532,-0.558394897130569,-0.11820019219330026,-0.08085124755054976,0.6318714186227606,1.0549230281129591
628b8df25b434f5840a2b3b4,10,0,13,-0.5899042775346282,-1.181447841957198,-0.8734442030345955,-0.5634282347349241,-0.6682016945508532,-0.558394897130569,-0.11820019219330026,-0.08085124755054976,0.6318714186227606,1.0549230281129591
628c2454c8c66010dd87391d,3,0,13,-0.77473121555653,2.457261701562535,3.3042605807412793,0.1782624980546553,0.19270558560829115,3.0267087791135907,-0.10151172663991485,-0.05755000002248079,0.7581295772643841,-0.8484830590883474
628c2454c8c66010dd87391d,10,1,13,-0.29987784790010996,2.457261701562535,3.3042605807412793,0.1782624980546553,0.19270558560829115,3.0267087791135907,-0.10151172663991485,-0.05755000002248079,0.7581295772643841,-0.8484830590883474
628d14b52b5bd1d83ed1f7d2,3,0,13,0.24571417692355674,0.5044466725150559,0.7319270086337554,-0.4384694699714623,-0.4310874012866821,-0.0641683509524901,-0.07180600423977218,-0.1136064249104978,-0.5901260655453866,-0.500400427042904
628d14b52b5bd1d83ed1f7d2,10,1,13,-0.6429066514289768,0.5044466725150559,0.7319270086337554,-0.4384694699714623,-0.4310874012866821,-0.0641683509524901,-0.07180600423977218,-0.1136064249104978,-0.5901260655453866,-0.500400427042904
628eb50c442d584fa8275bcc,3,0,13,-0.5546485107169797,0.12400823794806869,0.008040821675147964,0.26694291175775714,0.3678053714033714,-0.33873865438475614,-0.08557856682895248,-0.09880865153514168,0.7005801669949289,-1.0156610981147653
