Participant,Paragraph,Age,PP_Gazes,PP_AOI_Gazes,PP_OffscreenPix,PP_OffscreenProp,PP_2_Gazes,PP_2_AOI_Gazes,PP_2_OffscreenPix,PP_2_OffscreenProp,PP_3_Gazes,PP_3_AOI_Gazes,PP_3_OffscreenPix,PP_3_OffscreenProp,PP_cluster_num_clusters,PP_cluster_avg_duration,PP_cluster_sd_duration,PP_cluster_skew_duration,PP_dispersion,PP_2_cluster_num_clusters,PP_2_cluster_avg_duration,PP_2_cluster_sd_duration,PP_2_cluster_skew_duration,PP_2_dispersion,PP_3_cluster_num_clusters,PP_3_cluster_avg_duration,PP_3_cluster_sd_duration,PP_3_cluster_skew_duration,PP_3_dispersion,PP_CD,PP_NN,PP_JJ,PP_VBN,PP_VBP,PP_NNS,PP_VBD,PP_VBG,PP_DT,PP_IN,PP_JJS,PP_MD,PP_VB,PP_RB,PP_VBZ,PP_RBS,PP_JJR,PP_WRB,PP_RBR,PP_2_CD,PP_2_NN,PP_2_JJ,PP_2_VBN,PP_2_VBP,PP_2_NNS,PP_2_VBD,PP_2_VBG,PP_2_DT,PP_2_IN,PP_2_JJS,PP_2_MD,PP_2_VB,PP_2_RB,PP_2_VBZ,PP_2_RBS,PP_2_JJR,PP_2_WRB,PP_2_RBR,PP_3_CD,PP_3_NN,PP_3_JJ,PP_3_VBN,PP_3_VBP,PP_3_NNS,PP_3_VBD,PP_3_VBG,PP_3_DT,PP_3_IN,PP_3_JJS,PP_3_MD,PP_3_VB,PP_3_RB,PP_3_VBZ,PP_3_RBS,PP_3_JJR,PP_3_WRB,PP_3_RBR,wordCount_with_stopwords,syllableCount_with_stopwords,ease_of_reading,wordCount_without_stopwords,syllableCount_without_stopwords,sentiment,Probe,TUT
593890eac6aa16000101f037,4,25,0.1318189333072091,-0.3157639580099985,0.6709435410641078,1.0345023020996593,0.6025857449154963,0.08876140748861513,0.5311921769690028,0.9648910899227592,0.007440753256034974,-0.5396432785035635,0.4796496828008596,0.619845555026924,16,0.0515875000003731,0.0164072290996534,-1.547033111546394,0.5216293387093549,17.0,0.0465176470612809,0.0161345218144613,-1.918290560398734,0.420964075960464,9.0,0.0447888888902219,0.0207405065309217,-1.676086529800189,0.4150777048388649,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,1
596e1af7a09655000197d4bb,4,36,-0.2516918392002176,-0.4453396048819153,0.2753199480898976,0.25685117421632087,-0.3796342783085933,-0.7750508709259629,0.5680526524032835,0.5211660216976883,-0.2905857293407326,-0.7738731160698814,0.40561964350324947,0.4280654576549544,113,0.0506796460173809,0.0132295405321007,3.395912087693364,0.4777339221437421,71.0,0.0499352112681064,0.0125307176670304,-1.1030782912250736,0.5155348731773861,84.0,0.0490107142869893,0.0123480647494735,1.5491667230022312,0.3855904200913863,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,0
5af835d8e19f8c00019e6dc0,4,39,1.505514846900621,0.9569568401541616,-0.17090666259031623,0.521672909657674,0.6864337956785284,0.26465078544633464,0.004613956479278249,0.24624940334085096,1.2144480077729438,0.17161561849659684,0.3315896042056394,1.0460235491868564,391,0.0271005115084475,0.017384377004509,1.4746493044185112,0.3597944823671625,242.0,0.0272512396692239,0.0180857093383283,1.4147563456342889,0.3851706906616599,324.0,0.0320240740720711,0.0208272692932045,1.0127134650397656,0.2899829917907304,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,0
5b07b71c68eff50001d1c859,4,31,-0.7046312860408853,-0.8081514161232822,0.6341413463688325,0.42078843901334895,-0.974556162293916,-0.8766758448570897,0.09939803616742866,-0.06242890498963309,-0.526026650592179,-0.639619428684309,0.05495103630404376,0.0018874634950220182,20,0.0882500000000047,0.0433745923687652,3.80174521175434,0.5448309962692035,9.0,0.0810000000000036,0.019602295783911,1.5338326802491202,0.5324479640193842,26.0,0.0753076923076845,0.0244749165159238,-0.4981642878187008,0.3195142982496708,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,0
5bd7971b0aac450001f951aa,4,57,-0.31616132250965573,-0.5633974164763283,0.39492708084954253,0.6603890567936208,-0.5672942014449032,-0.5952528401247386,0.015145520889072738,0.23178010763785953,-0.16541460665009022,-0.27970528803362543,-0.06583481728679377,0.0906745456116746,42,0.0811000000204475,0.006040230989417,0.4948266784429019,0.3266259695979382,32.0,0.0799375000000081,0.023309485123719,-2.455876030366626,0.3707573279324638,59.0,0.0834966101581747,0.0147407944871961,4.058349578697935,0.3363728804964848,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,1
5c6477fe4f0ea90001782441,4,28,0.20455373498965207,0.6978055464103281,-0.44232284846797204,-0.4325260418532333,0.08951552953218118,0.5812516657702298,-0.5956852148790077,-0.6797855216506012,-0.07153626463210844,0.5086780676773958,-0.4749481923525338,-0.5272835459202274,28,0.0359607142889062,0.0110008194716697,1.4589477837414009,0.4374031920190507,30.0,0.0299233333283584,0.0066002969258118,-3.5540242620707154,0.3475039488581223,24.0,0.0353874999995024,0.0150758462842287,0.5680653311459821,0.3138752110825816,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,0
5cb568ebf0e31e0017d9bf32,4,38,0.4624316682274045,0.9915103459866726,0.05910705425515482,0.04667519370731045,-0.273826023774291,0.21383829848077124,-0.2112831139215088,-0.3132300305081514,0.11920068422982283,0.2830176144122846,-0.03466427442464216,-0.10465703504496109,51,0.0470137254906664,0.0112219253158476,3.168497956948792,0.3554266078157454,29.0,0.043055172416271,0.0111784098721832,-1.222326813386493,0.4811738022853075,27.0,0.0488629629598731,0.0178373667478321,0.4873529955837799,0.3622158074444117,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,0
5d4459c166881d001c4d5451,4,53,1.5666782028608572,1.1815546280654838,1.1585726207765064,2.4763095283914707,0.5406978979237346,-0.23565677852228975,0.3732187108220854,1.2639232011179156,0.8091319914413398,0.4458359161352129,-0.07362745300233169,0.9536849837855376,318,0.027003144654893,0.0207774095397647,1.85751175770728,0.3799697026979403,201.0,0.022732338307746,0.016468324111053,1.6173143068891909,0.3860034653152772,260.0,0.0282080769238332,0.0215760782938582,1.3245526398100411,0.3859995186753319,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,1
5d5497857aff650001a18c3c,4,52,0.8955343509728605,0.7496358051590948,0.6157402490211947,0.9252107922349739,0.17735634461726238,0.2372902155418005,0.34162401759270195,0.3861192618031016,0.34421067859038235,0.33729038165326075,-0.007390049420259486,0.12618937845833564,3,0.0452333333333848,0.039991790824379,-1.421625827745099,0.7454386080787819,6.0,0.0561333333334183,0.0220640582548221,-0.6585245748208944,0.6420795274783323,6.0,0.0379666666666753,0.0277719762830158,0.1375162943915308,0.6214604462636848,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,1
5d79375d794d900017671c07,4,48,2.0526789231935445,1.2794562279242654,2.0234241961154775,2.3165757832046228,-0.06021313254466174,0.04185757336655659,-0.3850539266831179,-0.03831341215131402,1.350050057354473,1.462736186545081,-0.17493171730432444,0.4848891902096121,288,0.031323263888309,0.0112466788184857,3.1174305547590406,0.2631808106734559,106.0,0.0310160377348918,0.0127221676560848,2.687079853193149,0.4088097614561068,249.0,0.0314136546168924,0.009956225474099,2.361749651090772,0.3133387848358401,-0.5824628306905341,0.8023042484406339,1.0685448286608845,2.112687625066757,2.0654326630315487,1.3336827496112258,-1.296725089098667,-0.15208824339362997,1.5155183775799164,1.8808193789380916,0.0,0.0,0.0,1.0834034508315422,2.2025824559354086,0.0,0.0,-0.42323927477884143,0.0,-0.5183525420579741,0.8397125597967207,0.23200738138223978,0.35407413222492656,-0.5066168036667852,0.5421862571538316,-0.22521979462020048,1.6480725855195577,-0.40287315329475587,-0.7910871954604529,2.3169113439870253,1.4955784723268175,1.1581525656274567,0.44743626963770644,-0.7743545720351149,0.0,0.0,-0.6502714694559152,0.0,1.53218887208008,-0.10780425013637918,-0.40277169342193525,-0.38832981004206185,0.5252508412247976,1.7954416457899602,1.051374787515539,1.9416733943563937,2.3169113439870253,0.823475311094894,0.0,-0.4122597590316283,-0.6343808196897539,-0.9479990338837958,-0.5183525420579741,0.0,-0.40629727193566034,-0.41395663524793014,0.0,1.1495988905209378,1.3210178280193543,-0.9289610648675904,1.345035166141061,1.5022000220210419,0.40629727193566045,1,0
