Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
5e49fd714535c4462d04dcd7,23,32,7,10,4,6,0.0447666666626855,0.0052183010920771,-0.0750168769718839,0.4734703732129268
5e49fd714535c4462d04dcd7,24,215,63,123,89,48,0.0461791666577282,0.0074847066298898,-5.132375038156628,0.449184858926085
5e49fd714535c4462d04dcd7,25,347,47,248,188,67,0.0457731343251559,0.009140346486495,-4.0880772924108975,0.3838303842857801
5e49fd714535c4462d04dcd7,26,399,111,246,193,91,0.0308329670245784,0.0049043757098863,2.037839064097444,0.3602520349387579
5e49fd714535c4462d04dcd7,27,124,19,75,53,13,0.0415538461611811,0.0055554200842521,-2.426476272204518,0.4490587752969646
5e49fd714535c4462d04dcd7,28,201,26,133,109,35,0.0443571428537377,0.0114174862219374,-3.585237100000901,0.3830776253610045
5e49fd714535c4462d04dcd7,29,397,102,280,216,75,0.0449439999977679,0.0059078564188196,-1.0177513625897037,0.2743813377376987
5e49fd714535c4462d04dcd7,30,519,156,311,243,90,0.0471155555558157,0.0090162389318538,-2.401966910638202,0.314697711464293
5e49fd714535c4462d04dcd7,31,328,56,215,158,47,0.0305106382978608,0.0091423580320496,3.83278753317364,0.333288279049245
5e49fd714535c4462d04dcd7,32,279,53,166,123,57,0.0355157894841395,0.0122999824292112,-0.344630388243706,0.3265888834585257
5e49fd714535c4462d04dcd7,33,113,8,81,57,26,0.0431115384615518,0.0091816045243341,-4.39701543920249,0.5021086628385434
5e49fd714535c4462d04dcd7,34,193,37,134,102,41,0.048134146333325,0.0111078712921977,4.055684753774938,0.4762257754015171
5e49fd714535c4462d04dcd7,35,178,52,123,78,35,0.0439171428503223,0.0105667760603475,-2.744636076647704,0.2777712010142033
5e49fd714535c4462d04dcd7,36,199,42,126,88,29,0.0415172413875298,0.0105460916534776,-2.633547457802214,0.4513068367016783
5e49fd714535c4462d04dcd7,37,281,95,160,103,63,0.0489587301583447,0.0140162651467325,2.184337290771987,0.4044654731001207
5e49fd714535c4462d04dcd7,38,527,122,370,279,100,0.0376829999968992,0.0099593624344702,0.2822039962558538,0.3285955948612083
5e49fd714535c4462d04dcd7,39,98,2,88,76,22,0.0303954545432852,0.0100556772534548,-2.815509427246454,0.4376002204167302
5e49fd714535c4462d04dcd7,40,273,49,181,133,40,0.0422849999940416,0.0172003659723266,2.622010290796802,0.3925128857745243
5e7a5c9d7567f003b57b85e9,1,295,34,130,92,78,0.0337961538433258,0.0194686724197131,2.752417629379611,0.5079133618579832
5e7a5c9d7567f003b57b85e9,2,470,251,147,112,125,0.0349415999991427,0.01822003586922,2.810860551485135,0.5298789070979573
5e7a5c9d7567f003b57b85e9,3,386,91,166,139,109,0.0317467889922988,0.0124942250994196,4.567171340948818,0.505244216182538
5e7a5c9d7567f003b57b85e9,4,227,75,86,69,65,0.0330723076920339,0.0166919844890701,6.158700302266954,0.5173915558980998
5e7a5c9d7567f003b57b85e9,5,335,50,42,39,81,0.0288037037035574,0.0119395188797361,3.819220758907672,0.4595578054310224
5e7a5c9d7567f003b57b85e9,6,316,67,91,64,91,0.0302934065920274,0.0111429778804605,4.898652891668614,0.4859882214612483
5e7a5c9d7567f003b57b85e9,7,249,43,55,24,65,0.0333953846117137,0.0219645056753257,3.5571668399876546,0.497345909270294
5e7a5c9d7567f003b57b85e9,8,60,5,0,0,15,0.0309533333329384,0.0207124140336923,1.972840389163644,0.5017455567529037
5e7a5c9d7567f003b57b85e9,9,408,99,111,63,104,0.0340807692294521,0.0207771536071257,3.025924456397972,0.4298775908610619
5e7a5c9d7567f003b57b85e9,10,103,17,19,14,25,0.0296359999954659,0.0127072446490572,4.939450436546445,0.3776106089963544
5e7a5c9d7567f003b57b85e9,11,661,130,238,153,170,0.0317311764693257,0.0162866563821142,3.268301810690842,0.5023599386177724
5e7a5c9d7567f003b57b85e9,12,411,70,96,66,105,0.032609523808102,0.017314442192807,3.0396075419654687,0.4754046813073339
5e7a5c9d7567f003b57b85e9,13,306,128,87,56,76,0.0335999999997671,0.0166081184950304,3.203610557514397,0.5583316605400481
5e7a5c9d7567f003b57b85e9,14,113,52,24,11,33,0.0303090909049297,0.0101678833747189,4.470426432134369,0.39732703863848
5e7a5c9d7567f003b57b85e9,15,130,49,22,9,34,0.0287058823529467,0.0120513784222125,4.05268238907549,0.5147548584754597
5e7a5c9d7567f003b57b85e9,16,115,25,0,0,25,0.0374239999992842,0.0262004815511014,1.6381165095075416,0.5218880216667726
5e7a5c9d7567f003b57b85e9,17,94,21,0,0,19,0.038236842107459,0.0229494664803339,1.5970366178517157,0.3959582835027715
5e7a5c9d7567f003b57b85e9,18,152,38,11,3,31,0.0519935483817172,0.1302591389907151,5.448846633648737,0.523176108785254
5e7a5c9d7567f003b57b85e9,19,136,41,15,3,36,0.0330972222204043,0.0207154391859319,2.291557385004183,0.4332151581807584
5e7a5c9d7567f003b57b85e9,20,343,255,65,32,82,0.0362536585340401,0.0197255439755979,2.5238071034683056,0.4734920264827104
5e7a5c9d7567f003b57b85e9,21,236,106,91,73,49,0.0478489795914716,0.1167290008275583,6.866209057597445,0.4548886287997342
5e7a5c9d7567f003b57b85e9,22,261,133,42,16,63,0.0354841269855459,0.0243784754774667,2.5716841119883083,0.4016823612214889
5e7a5c9d7567f003b57b85e9,23,67,13,2,2,16,0.0313499999977662,0.0167356306511036,2.438846572561145,0.4853877591123547
5e7a5c9d7567f003b57b85e9,24,201,104,44,24,56,0.0298017857124814,0.0132279386299819,3.490766743902775,0.4514847398658423
5e7a5c9d7567f003b57b85e9,25,276,120,67,33,70,0.0325414285699024,0.0176446690472544,3.111185416151629,0.3718445647577996
5e7a5c9d7567f003b57b85e9,26,118,80,17,9,28,0.0365750000027637,0.0202105697500373,2.649262085323425,0.4992983677551563
5e7a5c9d7567f003b57b85e9,27,48,23,5,5,13,0.0304307692280154,0.0204312825762419,2.567334545008082,0.5069882013977399
5e7a5c9d7567f003b57b85e9,28,288,130,57,29,70,0.0318685714266127,0.0160412741462874,3.1049176424053027,0.4431324759661335
5e7a5c9d7567f003b57b85e9,29,86,49,8,5,22,0.0285045454596845,0.006707385927144,-3.860300807869261,0.431308224608988
5e7a5c9d7567f003b57b85e9,30,332,135,163,155,80,0.0346150000003712,0.0181860434740789,2.994462971413211,0.4736564159844036
5e7a5c9d7567f003b57b85e9,31,334,113,127,74,78,0.0397820512820475,0.0792933117234018,8.512866394191457,0.4742943066099719
5e7a5c9d7567f003b57b85e9,32,252,98,117,92,65,0.0330415384632788,0.016243911283805,3.3997559962479627,0.4787974615737067
5e7a5c9d7567f003b57b85e9,33,166,71,26,15,41,0.0364268292674166,0.0212198141402058,2.0720074911785056,0.4676180987760792
5e7a5c9d7567f003b57b85e9,34,356,245,123,66,94,0.0344829787226418,0.0190150118296996,2.608243620666438,0.4967525423997326
5e7a5c9d7567f003b57b85e9,35,145,99,28,16,34,0.0323323529389158,0.0221055007605163,4.17904018302884,0.4596668752573111
5e7a5c9d7567f003b57b85e9,36,422,310,120,82,115,0.0335808695622662,0.0165463034290551,3.213835804555775,0.4984922110101512
5e7a5c9d7567f003b57b85e9,37,279,77,139,111,72,0.0358208333310183,0.0342266757719085,7.486425772842485,0.325112576546135
5e7a5c9d7567f003b57b85e9,38,585,114,315,266,156,0.0356326923078059,0.0181167474238027,3.868300511719124,0.3342296896143739
5e7a5c9d7567f003b57b85e9,39,110,3,62,47,28,0.0360035714268694,0.0248894664947234,1.9157897695122117,0.3511020466573624
5e7a5c9d7567f003b57b85e9,40,220,54,60,40,62,0.0318096774161733,0.0131098975214597,4.41427593703616,0.471370297819187
5e83bb0601aa8c11929fa6d4,1,672,173,27,76,43,0.0442441860477585,0.0160323824428018,0.568041604015559,0.4309538532405662
5e83bb0601aa8c11929fa6d4,2,1039,604,74,144,77,0.044909090909988,0.0140875755445211,-0.5559859337157702,0.3192991645125518
5e83bb0601aa8c11929fa6d4,3,756,39,484,501,41,0.0393512195137234,0.0184256766768963,0.58328136409027,0.3783981963680188
5e83bb0601aa8c11929fa6d4,4,1023,97,645,661,81,0.0401740740748832,0.0168340115389539,1.4860593073737771,0.345875506046414
5e83bb0601aa8c11929fa6d4,5,361,9,211,214,38,0.0457921052629224,0.0154515700526835,0.162254156392556,0.4044092360120508
5e83bb0601aa8c11929fa6d4,6,571,6,386,400,41,0.0381463414632713,0.0154211720968796,0.721817243972959,0.2949471182377731
5e83bb0601aa8c11929fa6d4,7,644,13,509,513,44,0.038722727273672,0.0151340808019339,0.2318777275193095,0.3761287453880147
5e83bb0601aa8c11929fa6d4,8,190,6,164,166,18,0.0397277777769414,0.0199457737086337,-0.6213362795282467,0.4455986369443178
5e83bb0601aa8c11929fa6d4,9,717,15,552,557,57,0.043852631579471,0.0188346859481432,1.1234480483010174,0.3187353366841403
5e83bb0601aa8c11929fa6d4,10,252,0,227,227,20,0.0435699999994098,0.0160653959590719,0.3034639281348478,0.5647806479618636
5e83bb0601aa8c11929fa6d4,11,417,29,247,277,22,0.0378045454530583,0.0147555470532151,0.8525855755778716,0.413755056489163
5e83bb0601aa8c11929fa6d4,12,380,53,127,187,25,0.0293360000022711,0.0118581856398132,-0.4800854578260486,0.4083225218872577
5e83bb0601aa8c11929fa6d4,13,1018,122,608,642,74,0.0415432432426797,0.0145567014277837,0.4543409187841387,0.3885407891826583
5e83bb0601aa8c11929fa6d4,14,482,13,374,376,28,0.0368392857149235,0.0148537397548481,0.236269984362846,0.4474598273869073
5e83bb0601aa8c11929fa6d4,15,330,10,274,276,18,0.0436888888908834,0.0131190426888917,-0.1913250993984335,0.256690701949586
5e83bb0601aa8c11929fa6d4,16,169,15,79,86,12,0.0375416666674231,0.0175136029381322,-0.7390326896863099,0.3761217686241855
5e83bb0601aa8c11929fa6d4,17,222,20,40,58,8,0.0261250000022426,0.0033225420557564,-1.1638000191827738,0.4413925952573911
5e83bb0601aa8c11929fa6d4,18,367,75,69,132,22,0.0368363636379874,0.0191921001953965,1.0334748273806205,0.2992335203988165
5e83bb0601aa8c11929fa6d4,19,249,36,68,89,16,0.0351124999999977,0.0212416846481513,0.4369748235260139,0.5527392851744162
5e83bb0601aa8c11929fa6d4,20,928,250,317,544,61,0.04246885245868,0.0160806565061687,1.2921845577975395,0.4832247043847634
5e83bb0601aa8c11929fa6d4,21,587,86,293,347,43,0.0453023255812654,0.0155834235561818,0.4492952015938813,0.4446000529964218
5e83bb0601aa8c11929fa6d4,22,569,100,157,286,43,0.0407744186054833,0.0172296269347124,-0.1813598959936344,0.5042488495993744
5e83bb0601aa8c11929fa6d4,23,149,8,56,65,13,0.040969230768054,0.0249909111667059,1.1089195995924008,0.4779530085545603
5e83bb0601aa8c11929fa6d4,24,606,93,288,335,58,0.0411189655170834,0.0149965897519065,1.0316238746581288,0.4633812452751961
5e83bb0601aa8c11929fa6d4,25,515,38,324,340,35,0.0427542857145492,0.0227902500154164,1.2817425251024372,0.4194234651404148
5e83bb0601aa8c11929fa6d4,26,694,30,516,528,46,0.0472934782609336,0.0196680383959102,1.006954930290481,0.3644926375181659
5e83bb0601aa8c11929fa6d4,27,275,27,118,129,17,0.0329705882354565,0.0155904924860984,2.257710278103112,0.4402937936586074
5e83bb0601aa8c11929fa6d4,28,573,123,116,128,29,0.0333275862051519,0.0136295607441099,-0.5460451451724969,0.4651169017822136
5e83bb0601aa8c11929fa6d4,29,929,186,297,364,68,0.0426764705878862,0.0170733633660297,1.1129178326617584,0.3207252591162917
5e83bb0601aa8c11929fa6d4,30,917,202,200,306,89,0.0453606741569597,0.0152325281285361,0.1930341729784864,0.3511430950108745
5e83bb0601aa8c11929fa6d4,31,468,131,36,63,19,0.0438789473660617,0.0179423638667222,0.5410977484590364,0.540236679810654
5e83bb0601aa8c11929fa6d4,32,533,246,22,43,37,0.0358459459464388,0.0129832711718314,0.0766578203017046,0.4677617720148269
5e83bb0601aa8c11929fa6d4,33,339,42,49,130,22,0.0358500000009541,0.0167804804411618,0.497190686018291,0.4568305985380291
5e83bb0601aa8c11929fa6d4,34,529,207,68,201,42,0.042902380952014,0.0155401523685094,-0.100301359610993,0.3482834679802928
5e83bb0601aa8c11929fa6d4,35,458,59,118,207,38,0.0441368421051049,0.0139296770702439,-0.1792939217070529,0.4951593912066379
5e83bb0601aa8c11929fa6d4,36,602,116,145,196,56,0.04562142857026,0.0158355608377466,0.0991919170215218,0.4534710114632316
5e83bb0601aa8c11929fa6d4,37,703,392,16,69,35,0.0349885714307023,0.0105093731678356,1.1543071895893666,0.3859175942565218
5e83bb0601aa8c11929fa6d4,38,716,276,212,278,52,0.0395442307690039,0.0173794606456315,0.8801447327339341,0.3506677611783912
5e83bb0601aa8c11929fa6d4,39,310,66,31,37,26,0.0389384615389304,0.0169448535421595,-0.6884938825122402,0.6117506194806891
5e83bb0601aa8c11929fa6d4,40,670,355,10,68,72,0.0454736111114389,0.0151153871138804,0.8005578444480861,0.3779753972872451
5e9f70a9eec34b1108c84413,1,1040,257,94,218,132,0.07089848485246,0.0235721500304095,1.2938058233862018,0.332873668368417
5e9f70a9eec34b1108c84413,2,1875,1095,148,384,236,0.0712868644107195,0.0215312014338085,0.3968965442869775,0.23191659543211
5e9f70a9eec34b1108c84413,3,1229,625,79,230,156,0.0689987179442876,0.0205007190640822,-0.0517735579119958,0.1552319679534217
5e9f70a9eec34b1108c84413,4,1843,1205,71,278,242,0.0731942148757402,0.0238615484215052,1.485090352050288,0.1689444024694086
5e9f70a9eec34b1108c84413,5,453,62,42,70,55,0.067707272731608,0.0266935132490262,1.2404113899989464,0.1348907567030661
5e9f70a9eec34b1108c84413,6,961,369,96,242,107,0.0672579439276846,0.0220375838403032,0.1564096659737416,0.3739191304965655
5e9f70a9eec34b1108c84413,7,897,337,78,171,108,0.0742203703650679,0.0240083893514052,0.3828827950857816,0.208049477495471
5e9f70a9eec34b1108c84413,8,174,54,4,12,25,0.0692559999914179,0.0264146121081117,-0.1868547245301289,0.3869875403128976
5e9f70a9eec34b1108c84413,9,1246,505,110,231,152,0.0649736842086382,0.0187853639595312,0.5044568602629462,0.2031812149692256
5e9f70a9eec34b1108c84413,10,357,122,24,72,43,0.068418604665582,0.0244329915051681,0.1570366302953813,0.4303413862855467
5e9f70a9eec34b1108c84413,11,675,288,30,82,83,0.069533734946075,0.0190959086244177,-0.0132950398922039,0.1710676341080057
5e9f70a9eec34b1108c84413,12,1026,244,53,111,131,0.0681061068716846,0.0189478423980006,-0.0114614397930274,0.3765229781785094
5e9f70a9eec34b1108c84413,13,2318,1245,222,505,255,0.0677011764697518,0.02350489894209,1.0209848694822434,0.2559776762453955
5e9f70a9eec34b1108c84413,14,727,244,105,188,81,0.0715320987569011,0.0235678691604181,0.1673766670956628,0.2597506523833695
5e9f70a9eec34b1108c84413,15,502,152,46,82,58,0.0733120689609889,0.0258395459161337,2.7470079203982665,0.295309620551923
5e9f70a9eec34b1108c84413,16,322,44,66,70,33,0.0660696969718684,0.0209562861223473,0.1763486158820358,0.2503656289682309
5e9f70a9eec34b1108c84413,17,117,44,0,0,17,0.0574764705826217,0.0225597963639879,0.6237528652629879,0.4034060678028747
5e9f70a9eec34b1108c84413,18,332,131,8,40,41,0.0666951219605218,0.0210639615424119,-0.1490389845877565,0.4722632076214484
5e9f70a9eec34b1108c84413,19,325,106,18,66,40,0.065005000002373,0.0290693860549327,0.2918949789330091,0.3205662206321289
5e9f70a9eec34b1108c84413,20,1391,758,54,190,178,0.0723073033691801,0.0227266662504329,0.2932564110835236,0.2862814846987728
5e9f70a9eec34b1108c84413,21,1277,395,64,221,167,0.0682251496998791,0.0222348681962615,0.8308640047121075,0.2085697452444079
5e9f70a9eec34b1108c84413,22,1025,267,82,191,121,0.0672735537184181,0.0213174997288333,0.7398799194823894,0.238662380187405
5e9f70a9eec34b1108c84413,23,77,22,12,12,14,0.0582071428639372,0.0280675960057379,-1.048647510948635,0.5466293182000542
5e9f70a9eec34b1108c84413,24,936,251,118,199,114,0.069242982460744,0.0207985064495441,0.4724232884091881,0.3156427132452483
5e9f70a9eec34b1108c84413,25,804,142,99,184,100,0.0679220000054836,0.0229893896469132,0.1806061828122145,0.4392814435693399
5e9f70a9eec34b1108c84413,26,1468,546,113,320,180,0.0682033333400827,0.0221776799057653,0.8098697438626566,0.2182916897018615
5e9f70a9eec34b1108c84413,27,554,88,28,119,62,0.0673677419320195,0.0190834043011857,0.2976406395453168,0.2394534221399122
5e9f70a9eec34b1108c84413,28,1683,600,111,254,215,0.0678348837225926,0.0224997807239668,0.9472193769776792,0.2088424844413727
5e9f70a9eec34b1108c84413,29,1110,461,119,268,122,0.0688016393471946,0.0210519152919742,0.1591948522766505,0.1656877569968023
5e9f70a9eec34b1108c84413,30,1234,549,71,293,144,0.0678256944474359,0.021381041027456,0.0891609438732139,0.3524596748900461
5e9f70a9eec34b1108c84413,31,929,244,91,313,117,0.0698384615327566,0.0224417516031782,0.3468284568911721,0.1603992904490445
5e9f70a9eec34b1108c84413,32,783,210,16,136,99,0.067814141410293,0.0216927243011896,0.317335822930964,0.286356389574418
5e9f70a9eec34b1108c84413,33,12,0,12,12,3,0.038433333309466,0.0286915202073818,-1.5029544529525023,0.6778371185311995
5e9f70a9eec34b1108c84413,34,908,220,83,149,108,0.0653870370339585,0.0216479741186185,0.4679767996424221,0.3098882784725176
5e9f70a9eec34b1108c84413,35,621,141,26,80,73,0.0676082191735031,0.022703020812327,0.4621825550931627,0.4483092559902498
5e9f70a9eec34b1108c84413,36,874,284,15,32,114,0.0725192982498004,0.0226004615680553,0.3691544776137916,0.4098594869917496
5e9f70a9eec34b1108c84413,37,1028,410,63,105,130,0.073295384618685,0.0242619390031828,1.8630864291174936,0.1624897733156781
5e9f70a9eec34b1108c84413,38,1846,1084,67,195,241,0.0682336099581077,0.0201923601188308,0.2867013860973302,0.2829321282428493
5e9f70a9eec34b1108c84413,39,364,93,36,38,49,0.0699122448945627,0.0200611215316018,0.3931297282218839,0.2987274988838642
5e9f70a9eec34b1108c84413,40,913,367,45,70,112,0.071006249994031,0.0207131819530678,0.0699414334326178,0.3607238817044714
5edd1133213f7a077ee2709b,1,538,24,223,279,3,0.034866666682563,0.0302683553247375,-1.694608622582559,0.6684359833650871
5edd1133213f7a077ee2709b,2,1023,168,433,553,7,0.1093999999659399,0.1537813274221062,2.4313876002601824,0.4764022381090622
5edd1133213f7a077ee2709b,3,686,72,211,305,5,0.0234799999904615,0.0250065391322662,0.2611596419752157,0.5992769474284876
5edd1133213f7a077ee2709b,4,719,114,263,309,3,0.0369666666666648,0.0224922949770196,-1.7289315001155077,0.8121293254713509
5edd1133213f7a077ee2709b,5,212,4,59,75,1,0.0,,,0.0
5edd1133213f7a077ee2709b,6,769,126,183,315,5,0.0314400000333792,0.0167822227597676,0.5761085477107374,0.5156819525414559
5edd1133213f7a077ee2709b,7,568,83,146,186,2,0.0083000000119275,0.0117379725845647,,1.0
5edd1133213f7a077ee2709b,8,355,22,34,108,2,0.008749999999992,0.0123743686707533,,0.9999999999999996
5edd1133213f7a077ee2709b,9,692,84,267,335,4,0.0209500000178626,0.0209438137205176,1.1018349318162306,0.6493173072322667
5edd1133213f7a077ee2709b,10,359,24,74,96,2,0.0290500000238441,0.027789296534352,,1.0
5edd1133213f7a077ee2709b,11,570,54,320,344,5,0.0370600000095366,0.0180948335705653,-0.6040200230935632,0.492240713883923
5edd1133213f7a077ee2709b,12,1266,29,951,1029,3,0.0167000000079529,0.028925248500175,1.7320508075688776,0.767324871803058
5edd1133213f7a077ee2709b,13,852,108,386,470,8,0.03993749999702,0.0177206044318388,-2.005607025654537,0.4053703855656068
5edd1133213f7a077ee2709b,14,326,34,90,135,3,0.0256333333412718,0.0248419671907059,-0.3005495145951274,0.6679751403588992
5edd1133213f7a077ee2709b,15,174,10,42,61,2,0.0391500000238263,0.0156270598979183,,1.0
5edd1133213f7a077ee2709b,16,2185,211,305,616,22,0.0479227272575556,0.0069938702251752,-4.283801415790388,0.519001662977932
5edd1133213f7a077ee2709b,17,203,6,130,142,4,0.0235749999880706,0.012989065942609,0.2895852416889584,0.6279541653103154
5edd1133213f7a077ee2709b,18,467,42,121,194,4,0.0251999999880752,0.0290984535533875,0.0,0.8722728032852326
5edd1133213f7a077ee2709b,19,240,19,44,84,4,0.0211000000595862,0.021681635873698,0.840739990911436,0.593327383613317
5edd1133213f7a077ee2709b,20,662,219,116,196,4,0.0437749999940208,0.0134532214189289,-1.99711755953323,0.5942387669050578
5edd1133213f7a077ee2709b,21,1951,342,798,950,5,0.0352199999952208,0.0224923764816263,-1.2589490696113503,0.4446273534742536
5edd1133213f7a077ee2709b,22,1429,36,734,792,3,0.0321999999841241,0.0169301506419087,0.4986556816722439,0.7607954803263518
5edd1133213f7a077ee2709b,23,433,22,156,202,4,0.0292499999701764,0.0252581999765057,-0.347255218075321,0.5833116811947935
5edd1133213f7a077ee2709b,24,493,117,88,162,3,0.0222999999920146,0.0255642328601995,0.9384503882513852,0.6678281892668415
5edd1133213f7a077ee2709b,25,740,131,238,351,3,0.0165666666825548,0.0286943084062435,1.732050807568878,0.7431664677775903
5edd1133213f7a077ee2709b,26,509,146,104,186,1,0.0237,,,0.0
5edd1133213f7a077ee2709b,27,1416,144,300,466,4,0.027650000011969,0.0155744448559878,1.7566273752522703,0.655853502484744
5edd1133213f7a077ee2709b,28,784,138,164,229,7,0.0383857142959672,0.0208488551701036,-1.4719918353070418,0.5966297288419516
5edd1133213f7a077ee2709b,29,674,120,214,277,3,0.0168000000158879,0.0290984535946758,1.7320508075688787,0.6850870986194619
5edd1133213f7a077ee2709b,30,627,160,182,245,2,0.0375499999761283,0.0173241161053108,,0.9999999999999998
5edd1133213f7a077ee2709b,31,1007,174,262,387,3,0.0301999999761572,0.0176306551494792,1.3201655056435848,0.6682183447792692
5edd1133213f7a077ee2709b,32,594,78,103,155,3,0.0138333333333333,0.0152585495160363,0.7265276991967261,0.6679613215560687
5edd1133213f7a077ee2709b,33,408,16,136,190,2,0.0137500000357432,0.005020458196973,,0.9999999999999998
5edd1133213f7a077ee2709b,34,1393,297,312,494,6,0.0278500000039609,0.0199690510434591,-0.1087773509006175,0.4786330812193889
5edd1133213f7a077ee2709b,35,777,46,326,381,9,0.0399555555528919,0.0153002541532142,-1.3000896802210349,0.4660116361267794
5edd1133213f7a077ee2709b,36,1334,188,455,617,5,0.0404000000000494,0.0225879392596242,-2.234263396871974,0.6806317792454081
5edd1133213f7a077ee2709b,37,2159,222,881,1104,7,0.0453714285850581,0.0122600590327785,-2.6333331579647603,0.6001503352019879
5edd1133213f7a077ee2709b,38,881,278,278,367,16,0.0444812499925618,0.0154912112150895,-2.5773812815958568,0.5945162121690694
5edd1133213f7a077ee2709b,39,270,30,96,122,2,0.0136500000476678,0.0053033009263115,,1.0
5edd1133213f7a077ee2709b,40,502,69,170,192,2,0.0229500000000309,0.0324562012565062,,1.0
5eebc46343ee1b16159a1c8e,1,389,124,30,75,5,0.0314600000095371,0.0204487897059864,-0.928945752596228,0.6462562567588724
5eebc46343ee1b16159a1c8e,2,1006,403,28,80,11,0.0417090909394406,0.0141805821324769,-1.222863583084938,0.4967389681088624
5eebc46343ee1b16159a1c8e,3,607,248,60,120,4,0.0291500000119295,0.024967512217569,-0.372375401818157,0.6909931808638263
5eebc46343ee1b16159a1c8e,4,884,424,68,130,13,0.0401923077033049,0.0169157944482606,-1.5236555059308032,0.5025703890088751
5eebc46343ee1b16159a1c8e,5,146,41,24,24,1,0.0,,,0.0
5eebc46343ee1b16159a1c8e,6,565,58,257,301,20,0.0344799999976119,0.0134642450230771,-0.0881963980240479,0.4065017564255326
5eebc46343ee1b16159a1c8e,7,535,73,81,117,3,0.0218666667302443,0.0046608297449944,-1.688201775697481,0.8049611095493195
5eebc46343ee1b16159a1c8e,8,82,2,2,2,2,0.0,0.0,,1.0
5eebc46343ee1b16159a1c8e,9,474,22,31,107,3,0.0122000000317846,0.0110109037266363,-1.135043562235165,0.6697302636536973
5eebc46343ee1b16159a1c8e,10,198,2,2,18,1,0.0101999999999999,,,0.0
5eebc46343ee1b16159a1c8e,11,368,83,36,82,4,0.0321999999761564,0.0235611261516697,-1.1472811597026649,0.7670317739145074
5eebc46343ee1b16159a1c8e,12,343,81,20,51,3,0.0152999999841169,0.013352527839855,-1.6137923971484565,0.769260411863223
5eebc46343ee1b16159a1c8e,13,1061,522,42,163,19,0.0443210526541684,0.0158962462085485,-0.0838235523463858,0.5600148238360084
5eebc46343ee1b16159a1c8e,14,310,118,11,37,3,0.0167333333492365,0.0289829835408643,1.7320508075688776,0.7539913825360987
5eebc46343ee1b16159a1c8e,15,305,54,12,32,2,0.01685,0.0091216774773064,,1.0
5eebc46343ee1b16159a1c8e,16,92,9,4,6,2,0.01185,0.0167584307141211,,1.0
5eebc46343ee1b16159a1c8e,17,58,26,0,2,2,0.0164500000238268,7.071071181485016e-05,,1.0
5eebc46343ee1b16159a1c8e,18,218,31,16,44,3,0.0165333333015382,0.0286365732967347,1.7320508075688783,0.7198846779028494
5eebc46343ee1b16159a1c8e,19,174,16,8,22,3,0.0090000000158941,0.0088538127614512,-0.1523016154133444,0.7291176250013593
5eebc46343ee1b16159a1c8e,20,773,256,38,94,8,0.0386500000596108,0.0156203164511602,-0.7275225635194162,0.5477284012757412
5eebc46343ee1b16159a1c8e,21,584,70,82,106,4,0.0343500000357573,0.0179340458203547,-0.0747556339886139,0.6705910288526395
5eebc46343ee1b16159a1c8e,22,448,132,26,74,4,0.0248750000596089,0.0213179698076433,-0.0495760135606411,0.6251435996991098
5eebc46343ee1b16159a1c8e,23,47,6,2,2,2,0.0086499999761713,0.0122329472808284,,1.0
5eebc46343ee1b16159a1c8e,24,448,160,26,70,3,0.0131999999840977,0.0118983191759607,-1.1520696594792772,0.7712268537368194
5eebc46343ee1b16159a1c8e,25,386,48,33,71,7,0.0339571428707686,0.0209089181746849,-0.7711405274959908,0.6484258309799782
5eebc46343ee1b16159a1c8e,26,738,263,34,122,4,0.0295500000357583,0.0247125473783222,-0.4525463637710997,0.7223065032573196
5eebc46343ee1b16159a1c8e,27,222,22,28,36,3,0.0333999999841187,0.0289337173410365,-1.7274898631528226,0.8232229721944598
5eebc46343ee1b16159a1c8e,28,500,106,26,60,4,0.0316000000357729,0.0213794293306166,-0.0626632386584264,0.5194982154048966
5eebc46343ee1b16159a1c8e,29,643,369,8,70,7,0.0318714285237353,0.0240777707947385,-0.6825924427891836,0.4925927457886187
5eebc46343ee1b16159a1c8e,30,654,280,20,78,4,0.0364000000119047,0.0157562686071992,-0.1449648663671039,0.7820760134469872
5eebc46343ee1b16159a1c8e,31,537,10,312,353,20,0.0348200000262216,0.0116235514212217,-1.104416504796316,0.3176524827229254
5eebc46343ee1b16159a1c8e,32,458,56,31,63,6,0.035649999944383,0.0161640031918523,-0.1136733119840834,0.5976048005502408
5eebc46343ee1b16159a1c8e,33,160,10,6,14,4,0.024899999976128,0.0287525071097163,0.0001676070869296,0.5353652540658166
5eebc46343ee1b16159a1c8e,34,589,148,16,40,12,0.0417999999602779,0.0143587793662371,-1.3601642534167293,0.3508214230151502
5eebc46343ee1b16159a1c8e,35,436,100,8,48,4,0.0250750000000057,0.0289624325645221,0.0029828658802012,0.6349677232615842
5eebc46343ee1b16159a1c8e,36,507,130,10,54,2,0.0300000000477014,0.0281428499586845,,1.0
5eebc46343ee1b16159a1c8e,37,536,251,20,50,8,0.0409999999463484,0.0195467205780698,-1.7441682132650504,0.3550594894911699
5eebc46343ee1b16159a1c8e,38,1060,708,28,92,8,0.0404874999582837,0.0186679585824064,-1.917040606850679,0.6190390668304703
