Participant,Probe,TUT,Disengage,Awareness,FMT
5e1efdb3a8c111230db526ff,6,0,1,7,7
5e1efdb3a8c111230db526ff,7,0,1,7,7
5e2721b01160079464059b5c,1,1,3,7,2
5e2721b01160079464059b5c,2,0,1,7,2
5e2721b01160079464059b5c,3,0,2,2,2
5e2721b01160079464059b5c,4,1,3,6,3
5e2721b01160079464059b5c,5,0,2,6,2
5e2721b01160079464059b5c,6,0,3,7,3
5e2721b01160079464059b5c,7,0,5,7,3
5e27727328b7b698b037ee6c,1,0,3,6,4
5e27727328b7b698b037ee6c,2,0,2,6,2
5e27727328b7b698b037ee6c,3,0,3,5,1
5e27727328b7b698b037ee6c,4,0,3,3,2
5e27727328b7b698b037ee6c,5,0,3,4,1
5e27727328b7b698b037ee6c,6,0,2,4,2
5e27727328b7b698b037ee6c,7,0,1,4,2
5e29c3e725dcfd01cef9f474,1,1,1,7,6
5e29c3e725dcfd01cef9f474,2,0,1,7,5
5e29c3e725dcfd01cef9f474,3,0,1,7,5
5e29c3e725dcfd01cef9f474,4,1,1,7,6
5e29c3e725dcfd01cef9f474,5,0,2,7,6
5e29c3e725dcfd01cef9f474,6,1,2,7,7
5e29c3e725dcfd01cef9f474,7,1,3,7,6
5e3581ed0082f15283413024,1,0,2,5,2
5e3581ed0082f15283413024,2,0,3,5,2
5e3581ed0082f15283413024,3,0,3,5,2
5e3581ed0082f15283413024,4,0,3,5,3
5e3581ed0082f15283413024,5,0,3,6,2
5e3581ed0082f15283413024,6,0,3,6,3
5e3581ed0082f15283413024,7,0,4,6,2
5e3b8f110d41ad3a7bc35019,1,0,1,6,3
5e3b8f110d41ad3a7bc35019,2,1,2,7,4
5e3b8f110d41ad3a7bc35019,3,0,2,7,1
5e3b8f110d41ad3a7bc35019,4,0,3,7,1
5e3b8f110d41ad3a7bc35019,5,0,3,5,1
5e3b8f110d41ad3a7bc35019,6,0,2,6,1
5e3b8f110d41ad3a7bc35019,7,1,1,7,4
5e4a1730c94447480594cea4,1,1,1,7,4
5e4a1730c94447480594cea4,2,0,1,7,1
5e4a1730c94447480594cea4,3,0,1,7,1
5e4a1730c94447480594cea4,4,1,1,7,3
5e4a1730c94447480594cea4,5,1,1,7,3
5e4a1730c94447480594cea4,6,1,1,7,3
5e4a1730c94447480594cea4,7,1,2,7,4
5e606b1eaf84e83c728748d7,1,1,5,5,6
5e606b1eaf84e83c728748d7,2,0,7,3,2
5e606b1eaf84e83c728748d7,3,0,5,6,2
5e606b1eaf84e83c728748d7,4,0,4,6,2
5e606b1eaf84e83c728748d7,5,0,3,6,2
5e606b1eaf84e83c728748d7,6,1,2,7,6
5e606b1eaf84e83c728748d7,7,1,2,5,4
5e6685e1ffed4c405a4db5d0,1,0,1,7,7
5e6685e1ffed4c405a4db5d0,2,0,1,7,7
5e6685e1ffed4c405a4db5d0,3,0,1,7,5
5e6685e1ffed4c405a4db5d0,4,0,1,7,7
5e6685e1ffed4c405a4db5d0,5,0,1,7,6
5e6685e1ffed4c405a4db5d0,6,0,1,7,7
5e6685e1ffed4c405a4db5d0,7,0,1,7,5
5e89ce643ac81466c24cb5d8,1,1,3,5,4
5e89ce643ac81466c24cb5d8,2,1,2,5,3
5e89ce643ac81466c24cb5d8,3,0,2,4,2
5e89ce643ac81466c24cb5d8,4,0,2,3,2
5e89ce643ac81466c24cb5d8,5,0,2,3,3
5e89ce643ac81466c24cb5d8,6,0,2,3,4
5e89ce643ac81466c24cb5d8,7,0,3,4,2
5e8a1827052175000938eb91,1,0,4,5,4
5e8a1827052175000938eb91,2,1,5,4,4
5e8a1827052175000938eb91,3,1,5,6,5
5e8a1827052175000938eb91,4,0,3,4,3
5e8a1827052175000938eb91,5,0,3,4,3
5e8a1827052175000938eb91,6,0,3,4,4
5e8a1827052175000938eb91,7,0,3,5,3
5e8b89d0afcb1606e761ef7f,1,0,1,7,7
5e8b89d0afcb1606e761ef7f,2,0,1,7,7
5e8b89d0afcb1606e761ef7f,3,0,1,7,7
5e8b89d0afcb1606e761ef7f,4,0,1,7,7
5e8b89d0afcb1606e761ef7f,5,0,1,7,7
5e8b89d0afcb1606e761ef7f,6,0,1,7,7
5e8b89d0afcb1606e761ef7f,7,0,1,7,7
5ea24e2ba40d0c16e0c2b6e9,1,0,5,7,3
5ea24e2ba40d0c16e0c2b6e9,2,1,2,7,4
5ea24e2ba40d0c16e0c2b6e9,3,0,1,7,7
5ea24e2ba40d0c16e0c2b6e9,4,0,1,5,7
5ea24e2ba40d0c16e0c2b6e9,5,1,7,7,3
5ea24e2ba40d0c16e0c2b6e9,6,0,1,7,7
5ea24e2ba40d0c16e0c2b6e9,7,0,2,7,6
5eb6df62c23fbf5e87db6b4b,1,0,4,7,5
5eb6df62c23fbf5e87db6b4b,2,0,4,6,4
5eb6df62c23fbf5e87db6b4b,3,0,4,7,4
5eb6df62c23fbf5e87db6b4b,4,1,5,5,4
5eb6df62c23fbf5e87db6b4b,5,0,4,5,4
5eb6df62c23fbf5e87db6b4b,6,0,4,5,4
5eb6df62c23fbf5e87db6b4b,7,0,4,4,3
5ec403bb09d0e02a060bd5e6,1,0,2,3,5
5ec403bb09d0e02a060bd5e6,2,0,2,5,5
5ec403bb09d0e02a060bd5e6,3,0,2,5,5
5ec403bb09d0e02a060bd5e6,4,0,2,5,5
5ec403bb09d0e02a060bd5e6,5,0,2,4,5
5ec403bb09d0e02a060bd5e6,6,0,2,5,6
5ec403bb09d0e02a060bd5e6,7,0,2,5,6
5ec4815fa0c12817c4f8e846,1,1,1,7,4
5ec4815fa0c12817c4f8e846,2,0,1,1,1
5ec4815fa0c12817c4f8e846,3,1,5,1,2
5ec4815fa0c12817c4f8e846,4,0,1,1,1
5ec4815fa0c12817c4f8e846,5,1,6,1,6
5ec4815fa0c12817c4f8e846,6,0,1,7,1
5ec4815fa0c12817c4f8e846,7,0,1,1,1
5ecd4acdb218ec085c6eefe6,1,0,1,6,7
5ecd4acdb218ec085c6eefe6,2,0,1,7,7
5ecd4acdb218ec085c6eefe6,3,1,1,7,1
5ecd4acdb218ec085c6eefe6,4,1,1,7,6
5ecd4acdb218ec085c6eefe6,5,0,1,7,7
5ecd4acdb218ec085c6eefe6,6,0,1,7,7
5ecd4acdb218ec085c6eefe6,7,0,1,7,6
5ed543442db0060a955d12e1,1,0,2,6,6
5ed543442db0060a955d12e1,2,0,1,7,7
5ed543442db0060a955d12e1,3,0,1,7,7
5ed543442db0060a955d12e1,4,1,1,7,7
5ed543442db0060a955d12e1,5,1,4,7,5
5ed543442db0060a955d12e1,6,1,2,6,4
5ed543442db0060a955d12e1,7,1,2,7,7
5ed5eb6e89c9b81780219ab6,1,1,2,6,3
5ed5eb6e89c9b81780219ab6,2,1,2,4,4
5ed5eb6e89c9b81780219ab6,3,0,1,5,6
5ed5eb6e89c9b81780219ab6,4,0,7,7,7
5ed5eb6e89c9b81780219ab6,5,1,7,7,6
5ed5eb6e89c9b81780219ab6,6,1,4,6,3
5ed5eb6e89c9b81780219ab6,7,0,4,7,6
5edb15e94aaed578887b44ae,1,0,7,6,2
5edb15e94aaed578887b44ae,2,1,7,7,5
5edb15e94aaed578887b44ae,3,0,5,7,2
5edb15e94aaed578887b44ae,4,1,4,7,5
5edb15e94aaed578887b44ae,5,0,4,5,2
5edb15e94aaed578887b44ae,6,1,6,7,5
5edb15e94aaed578887b44ae,7,0,2,6,2
5eeaa8ee94a7f8046a02a20d,1,1,2,5,4
5eeaa8ee94a7f8046a02a20d,2,0,1,7,6
5eeaa8ee94a7f8046a02a20d,3,0,2,6,3
5eeaa8ee94a7f8046a02a20d,4,0,2,7,4
5eeaa8ee94a7f8046a02a20d,5,1,5,7,5
5eeaa8ee94a7f8046a02a20d,6,1,4,7,4
5eeaa8ee94a7f8046a02a20d,7,0,2,7,3
5ef3832ddd7d5a0f19b24f20,1,0,1,6,7
5ef3832ddd7d5a0f19b24f20,2,0,1,7,7
5ef3832ddd7d5a0f19b24f20,3,0,1,7,1
5ef3832ddd7d5a0f19b24f20,4,0,2,5,3
5ef3832ddd7d5a0f19b24f20,5,0,1,7,1
5ef3832ddd7d5a0f19b24f20,6,0,2,5,2
5ef3832ddd7d5a0f19b24f20,7,0,3,5,3
5ef4b8cf1f15df0ae9c7a706,1,1,5,5,4
5ef4b8cf1f15df0ae9c7a706,2,1,5,4,5
5ef4b8cf1f15df0ae9c7a706,3,0,4,6,5
5ef4b8cf1f15df0ae9c7a706,4,1,5,5,5
5ef4b8cf1f15df0ae9c7a706,5,1,5,3,5
5ef4b8cf1f15df0ae9c7a706,6,0,3,3,4
5ef4b8cf1f15df0ae9c7a706,7,1,5,5,5
5f0395a63963d05bc235abdb,1,0,1,7,1
5f0395a63963d05bc235abdb,2,0,1,7,7
5f0395a63963d05bc235abdb,3,0,1,7,7
5f0395a63963d05bc235abdb,4,0,1,7,7
5f0395a63963d05bc235abdb,5,0,1,7,7
5f0395a63963d05bc235abdb,6,0,1,7,7
5f0395a63963d05bc235abdb,7,0,1,7,7
5f15ba922eed6a21fe83e78a,1,1,2,1,2
5f15ba922eed6a21fe83e78a,2,1,1,1,1
5f15ba922eed6a21fe83e78a,3,0,1,1,1
5f15ba922eed6a21fe83e78a,4,0,1,1,1
5f15ba922eed6a21fe83e78a,5,0,1,1,1
5f15ba922eed6a21fe83e78a,6,0,1,1,1
5f15ba922eed6a21fe83e78a,7,0,1,1,1
5f16f559325a640008bb9a07,1,0,2,2,2
5f16f559325a640008bb9a07,2,0,2,2,2
5f16f559325a640008bb9a07,3,0,1,2,1
5f16f559325a640008bb9a07,4,0,1,2,1
5f16f559325a640008bb9a07,5,0,2,2,2
5f16f559325a640008bb9a07,6,0,2,1,2
5f16f559325a640008bb9a07,7,0,1,2,2
5f20c7843957f61f62c58bb6,1,0,1,4,1
5f20c7843957f61f62c58bb6,2,0,1,4,1
5f20c7843957f61f62c58bb6,3,0,1,1,1
5f20c7843957f61f62c58bb6,4,0,1,2,1
5f20c7843957f61f62c58bb6,5,0,1,2,1
5f20c7843957f61f62c58bb6,6,0,1,2,1
5f20c7843957f61f62c58bb6,7,0,1,2,1
5f32bc368853aa03df112fc6,1,1,2,3,2
5f32bc368853aa03df112fc6,2,1,1,2,1
5f32bc368853aa03df112fc6,3,1,2,4,3
5f32bc368853aa03df112fc6,4,0,2,2,2
5f32bc368853aa03df112fc6,5,1,2,2,2
5f32bc368853aa03df112fc6,6,1,3,1,3
5f32bc368853aa03df112fc6,7,1,4,4,4
5f3a99865242340d71f85620,1,0,1,7,7
5f3a99865242340d71f85620,2,0,1,7,1
5f3a99865242340d71f85620,3,0,1,7,7
5f3a99865242340d71f85620,4,1,1,7,5
5f3a99865242340d71f85620,5,0,1,6,7
5f3a99865242340d71f85620,6,0,1,7,6
5f3a99865242340d71f85620,7,1,2,6,6
5f3ac1732efa0a74f975b1a8,1,0,1,7,3
5f3ac1732efa0a74f975b1a8,2,0,1,7,6
5f3ac1732efa0a74f975b1a8,3,0,1,7,6
5f3ac1732efa0a74f975b1a8,4,1,1,7,7
5f3ac1732efa0a74f975b1a8,5,0,1,7,4
5f3ac1732efa0a74f975b1a8,6,0,1,7,4
5f3ac1732efa0a74f975b1a8,7,0,1,7,6
5f3d42de03555c0832cbef73,1,1,1,2,1
5f3d42de03555c0832cbef73,2,0,1,1,1
5f3d42de03555c0832cbef73,3,0,1,4,1
5f3d42de03555c0832cbef73,4,1,4,4,2
5f3d42de03555c0832cbef73,5,0,1,3,1
5f3d42de03555c0832cbef73,6,0,1,2,1
5f3d42de03555c0832cbef73,7,1,2,3,2
5f3d6975ef131710ed519c7a,1,0,6,5,5
5f3d6975ef131710ed519c7a,2,0,4,5,4
5f3d6975ef131710ed519c7a,3,0,6,3,5
5f3d6975ef131710ed519c7a,4,0,4,3,3
5f3d6975ef131710ed519c7a,5,0,4,3,4
5f3d6975ef131710ed519c7a,6,0,4,4,5
5f3d6975ef131710ed519c7a,7,0,5,3,5
5f4bf504f50c0e7df0998290,1,1,5,2,2
5f4bf504f50c0e7df0998290,2,1,2,5,2
5f4bf504f50c0e7df0998290,3,0,3,1,1
5f4bf504f50c0e7df0998290,4,1,5,3,2
5f4bf504f50c0e7df0998290,5,1,6,4,4
5f4bf504f50c0e7df0998290,6,1,5,4,2
5f4bf504f50c0e7df0998290,7,1,4,6,5
5f55b2de5c3cb118507479f5,1,0,1,7,1
5f55b2de5c3cb118507479f5,2,0,1,7,1
5f55b2de5c3cb118507479f5,3,0,1,7,1
5f55b2de5c3cb118507479f5,4,0,1,7,1
5f55b2de5c3cb118507479f5,5,0,1,7,1
5f55b2de5c3cb118507479f5,6,0,1,7,1
5f55b2de5c3cb118507479f5,7,0,1,7,1
5f8cbc5c355ea745e6cef2ca,1,1,1,7,2
5f8cbc5c355ea745e6cef2ca,2,0,1,4,1
5f8cbc5c355ea745e6cef2ca,3,1,1,7,1
5f8cbc5c355ea745e6cef2ca,4,0,1,7,1
5f8cbc5c355ea745e6cef2ca,5,0,1,7,1
5f8cbc5c355ea745e6cef2ca,6,0,1,7,1
5f8cbc5c355ea745e6cef2ca,7,0,1,7,1
5f9b6cc0e01ad13902b38f60,1,0,1,7,2
5f9b6cc0e01ad13902b38f60,2,0,2,1,1
5f9b6cc0e01ad13902b38f60,3,0,3,7,2
5f9b6cc0e01ad13902b38f60,4,0,2,7,1
5f9b6cc0e01ad13902b38f60,5,0,3,7,1
5f9b6cc0e01ad13902b38f60,6,0,2,5,1
5f9b6cc0e01ad13902b38f60,7,0,3,6,7
5fa3146a9b17545c04ce5b06,1,0,3,2,5
5fa3146a9b17545c04ce5b06,2,0,3,4,4
5fa3146a9b17545c04ce5b06,3,0,1,2,3
5fa3146a9b17545c04ce5b06,4,1,2,3,5
5fa3146a9b17545c04ce5b06,5,0,2,2,5
5fa3146a9b17545c04ce5b06,6,0,2,4,3
5fa3146a9b17545c04ce5b06,7,0,4,5,5
5fa4c21a04bc5912180291bc,1,0,1,7,4
5fa4c21a04bc5912180291bc,2,0,1,7,4
5fa4c21a04bc5912180291bc,3,0,4,7,4
5fa4c21a04bc5912180291bc,4,0,1,7,4
5fa4c21a04bc5912180291bc,5,0,1,7,4
5fa4c21a04bc5912180291bc,6,0,2,6,5
5fa4c21a04bc5912180291bc,7,0,1,7,4
5fb0a3d6a8e4224b973e750b,1,0,1,5,7
5fb0a3d6a8e4224b973e750b,2,0,1,7,7
5fb0a3d6a8e4224b973e750b,3,1,1,7,7
5fb0a3d6a8e4224b973e750b,4,1,1,7,7
5fb0a3d6a8e4224b973e750b,5,0,1,7,7
5fb0a3d6a8e4224b973e750b,6,0,1,7,7
5fb0a3d6a8e4224b973e750b,7,0,1,7,7
5fb3d71c3144730009fe4a7b,1,0,1,6,1
5fb3d71c3144730009fe4a7b,2,1,2,7,3
5fb3d71c3144730009fe4a7b,3,1,1,6,4
5fb3d71c3144730009fe4a7b,4,1,2,4,3
5fb3d71c3144730009fe4a7b,5,0,1,1,1
5fb3d71c3144730009fe4a7b,6,1,1,5,2
5fb3d71c3144730009fe4a7b,7,1,2,5,4
5fb47b35d6da7d1a6ae54f08,1,1,1,4,4
5fb47b35d6da7d1a6ae54f08,2,0,1,7,1
5fb47b35d6da7d1a6ae54f08,3,0,1,7,1
5fb47b35d6da7d1a6ae54f08,4,1,1,7,4
5fb47b35d6da7d1a6ae54f08,5,1,2,7,2
5fb47b35d6da7d1a6ae54f08,6,1,2,7,4
5fb47b35d6da7d1a6ae54f08,7,0,2,7,2
5fc3d41149c0c8728f07b95b,1,0,2,5,4
5fc3d41149c0c8728f07b95b,2,1,3,6,4
5fc3d41149c0c8728f07b95b,3,1,4,6,5
5fc3d41149c0c8728f07b95b,4,0,3,6,5
5fc3d41149c0c8728f07b95b,5,0,4,5,2
5fc3d41149c0c8728f07b95b,6,1,2,6,3
5fc3d41149c0c8728f07b95b,7,1,4,5,3
5fc423afc5dad58229f0c1c0,1,1,2,4,6
5fc423afc5dad58229f0c1c0,2,1,2,6,6
5fc423afc5dad58229f0c1c0,3,1,2,6,5
5fc423afc5dad58229f0c1c0,4,1,3,6,5
5fc423afc5dad58229f0c1c0,5,1,3,4,5
5fc423afc5dad58229f0c1c0,6,1,2,6,4
5fc423afc5dad58229f0c1c0,7,1,1,3,5
5fc98fe1b105424d4b03381b,1,1,1,2,2
5fc98fe1b105424d4b03381b,2,1,1,3,2
5fc98fe1b105424d4b03381b,3,0,1,1,1
5fc98fe1b105424d4b03381b,4,0,1,2,1
5fc98fe1b105424d4b03381b,5,1,1,3,2
5fc98fe1b105424d4b03381b,6,0,1,1,1
5fc98fe1b105424d4b03381b,7,0,1,3,1
5fe112243ce806b5704eca6e,1,0,5,7,7
5fe112243ce806b5704eca6e,2,0,5,7,7
5fe112243ce806b5704eca6e,3,0,3,6,7
5fe112243ce806b5704eca6e,4,1,4,7,6
5fe112243ce806b5704eca6e,5,0,2,7,7
5fe112243ce806b5704eca6e,6,0,1,7,7
5fe112243ce806b5704eca6e,7,0,2,7,7
5feb65120b1a44738e27ae4f,1,0,4,4,4
5feb65120b1a44738e27ae4f,2,0,4,4,5
5feb65120b1a44738e27ae4f,3,1,4,4,4
5feb65120b1a44738e27ae4f,4,0,6,4,5
5feb65120b1a44738e27ae4f,5,0,4,4,3
5feb65120b1a44738e27ae4f,6,1,4,4,4
5feb65120b1a44738e27ae4f,7,1,5,4,4
5fed6c9c0d786daf31f29f3d,1,0,3,6,4
5fed6c9c0d786daf31f29f3d,2,0,4,3,3
5fed6c9c0d786daf31f29f3d,3,0,4,4,3
5fed6c9c0d786daf31f29f3d,4,0,4,3,4
5fed6c9c0d786daf31f29f3d,5,1,3,6,4
5fed6c9c0d786daf31f29f3d,6,1,4,5,3
5fed6c9c0d786daf31f29f3d,7,0,5,6,4
5ff94e71c59814230b0fb713,1,0,3,4,2
5ff94e71c59814230b0fb713,2,0,2,6,2
5ff94e71c59814230b0fb713,3,0,2,6,2
5ff94e71c59814230b0fb713,4,0,3,6,1
5ff94e71c59814230b0fb713,5,0,1,7,1
5ff94e71c59814230b0fb713,6,0,1,7,1
5ff94e71c59814230b0fb713,7,0,1,7,1
5ffc9218eb4ab30bbeb6c301,1,0,5,6,6
5ffc9218eb4ab30bbeb6c301,2,0,4,7,4
5ffc9218eb4ab30bbeb6c301,3,0,5,6,5
5ffc9218eb4ab30bbeb6c301,4,0,3,6,4
5ffc9218eb4ab30bbeb6c301,5,0,6,7,6
5ffc9218eb4ab30bbeb6c301,6,1,4,6,5
5ffc9218eb4ab30bbeb6c301,7,1,6,5,5
6018a5c0e1600b187ccb8693,1,0,1,5,2
6018a5c0e1600b187ccb8693,2,1,2,3,3
6018a5c0e1600b187ccb8693,3,1,2,2,4
6018a5c0e1600b187ccb8693,4,1,2,3,4
6018a5c0e1600b187ccb8693,5,1,2,2,3
6018a5c0e1600b187ccb8693,6,1,3,2,2
6018a5c0e1600b187ccb8693,7,1,2,2,3
601b28841ca7bb2f8edaa293,1,0,1,7,1
601b28841ca7bb2f8edaa293,2,0,1,7,1
601b28841ca7bb2f8edaa293,3,0,1,7,1
601b28841ca7bb2f8edaa293,4,0,1,7,1
601b28841ca7bb2f8edaa293,5,0,1,7,1
601b28841ca7bb2f8edaa293,6,0,1,7,1
601b28841ca7bb2f8edaa293,7,0,1,7,1
60318abd5f6c24103dd02a1f,1,0,2,6,4
60318abd5f6c24103dd02a1f,2,0,3,6,5
60318abd5f6c24103dd02a1f,3,1,4,5,5
60318abd5f6c24103dd02a1f,4,1,4,5,5
60318abd5f6c24103dd02a1f,5,1,4,6,5
60318abd5f6c24103dd02a1f,6,1,5,6,4
60318abd5f6c24103dd02a1f,7,1,5,6,4
6038754c27f8091c6c888f05,1,0,3,6,2
6038754c27f8091c6c888f05,2,0,2,7,3
6038754c27f8091c6c888f05,3,0,4,6,4
6038754c27f8091c6c888f05,4,0,1,6,3
6038754c27f8091c6c888f05,5,0,2,6,4
6038754c27f8091c6c888f05,6,0,1,7,4
6038754c27f8091c6c888f05,7,0,2,5,4
6051536b3e81428095504b35,1,0,2,2,2
6051536b3e81428095504b35,2,1,3,4,4
6051536b3e81428095504b35,3,1,5,4,3
6051536b3e81428095504b35,4,0,2,3,2
6051536b3e81428095504b35,5,1,4,4,2
6051536b3e81428095504b35,6,0,5,6,4
6051536b3e81428095504b35,7,0,5,5,2
605e6f4f35800996a22ac0ab,1,1,6,7,7
605e6f4f35800996a22ac0ab,2,1,6,7,7
605e6f4f35800996a22ac0ab,3,0,4,7,5
605e6f4f35800996a22ac0ab,4,1,5,7,6
605e6f4f35800996a22ac0ab,5,1,3,7,4
605e6f4f35800996a22ac0ab,6,1,1,7,4
605e6f4f35800996a22ac0ab,7,1,3,7,3
606604f1ca47696cf97529c0,1,0,1,7,7
606604f1ca47696cf97529c0,2,0,1,7,7
606604f1ca47696cf97529c0,3,0,1,7,7
606604f1ca47696cf97529c0,4,0,1,7,7
606604f1ca47696cf97529c0,5,0,1,7,7
606604f1ca47696cf97529c0,6,0,1,7,7
606604f1ca47696cf97529c0,7,0,1,7,7
6073ad2cd288215f64f51efa,1,1,1,7,7
6073ad2cd288215f64f51efa,2,0,1,7,7
6073ad2cd288215f64f51efa,3,0,1,7,7
6073ad2cd288215f64f51efa,4,1,1,7,7
6073ad2cd288215f64f51efa,5,0,1,7,7
6073ad2cd288215f64f51efa,6,1,4,7,7
6073ad2cd288215f64f51efa,7,1,1,7,7
6077a808b8d8534a901e5d78,1,0,2,2,5
6077a808b8d8534a901e5d78,2,0,2,4,5
6077a808b8d8534a901e5d78,3,0,2,6,4
6077a808b8d8534a901e5d78,4,0,3,4,5
6077a808b8d8534a901e5d78,5,0,3,3,4
6077a808b8d8534a901e5d78,6,1,2,3,5
6077a808b8d8534a901e5d78,7,0,2,4,3
607db957e9d570c7c2657b8d,1,0,1,2,7
607db957e9d570c7c2657b8d,2,0,1,2,7
607db957e9d570c7c2657b8d,3,0,1,1,7
607db957e9d570c7c2657b8d,4,0,1,1,7
607db957e9d570c7c2657b8d,5,0,1,1,7
607db957e9d570c7c2657b8d,6,0,1,1,7
607db957e9d570c7c2657b8d,7,0,1,1,7
60833ce5197d68cff9df1b83,1,0,1,2,3
60833ce5197d68cff9df1b83,2,0,1,1,3
60833ce5197d68cff9df1b83,3,0,1,1,3
60833ce5197d68cff9df1b83,4,1,2,3,1
60833ce5197d68cff9df1b83,5,0,3,1,1
60833ce5197d68cff9df1b83,6,0,1,1,1
60833ce5197d68cff9df1b83,7,0,1,1,3
608bfa04767191aa4d57bfd8,1,1,3,4,6
608bfa04767191aa4d57bfd8,2,0,1,6,6
608bfa04767191aa4d57bfd8,3,0,2,7,5
608bfa04767191aa4d57bfd8,4,1,5,3,6
608bfa04767191aa4d57bfd8,5,1,6,2,6
608bfa04767191aa4d57bfd8,6,1,7,2,5
608bfa04767191aa4d57bfd8,7,0,2,6,4
6091ab55ea2e97910519f8e7,1,0,1,7,7
6091ab55ea2e97910519f8e7,2,0,5,7,2
6091ab55ea2e97910519f8e7,3,0,6,7,2
6091ab55ea2e97910519f8e7,4,0,6,7,6
6091ab55ea2e97910519f8e7,5,0,7,7,5
6091ab55ea2e97910519f8e7,6,0,6,7,6
6091ab55ea2e97910519f8e7,7,0,6,7,6
6091ebb375f9f6e9e1acaef8,1,0,5,7,5
6091ebb375f9f6e9e1acaef8,2,0,4,6,4
6091ebb375f9f6e9e1acaef8,3,0,5,6,7
6091ebb375f9f6e9e1acaef8,4,1,6,6,7
6091ebb375f9f6e9e1acaef8,5,1,7,4,7
6091ebb375f9f6e9e1acaef8,6,1,6,6,5
6091ebb375f9f6e9e1acaef8,7,0,7,6,7
6095a3cfda27eb98bb3b74f0,1,0,4,7,7
6095a3cfda27eb98bb3b74f0,2,0,4,7,7
6095a3cfda27eb98bb3b74f0,3,0,4,7,7
6095a3cfda27eb98bb3b74f0,4,0,4,7,7
6095a3cfda27eb98bb3b74f0,5,0,4,7,7
6095a3cfda27eb98bb3b74f0,6,0,4,7,7
6095a3cfda27eb98bb3b74f0,7,0,4,7,7
60b4a8a01d08a9bfb5f1e408,1,1,4,5,5
60b4a8a01d08a9bfb5f1e408,2,0,4,6,6
60b4a8a01d08a9bfb5f1e408,3,1,5,6,6
60b4a8a01d08a9bfb5f1e408,4,0,5,5,7
60b4a8a01d08a9bfb5f1e408,5,1,6,6,5
60b4a8a01d08a9bfb5f1e408,6,0,4,6,5
60b4a8a01d08a9bfb5f1e408,7,0,5,6,4
60b7f09a4462d1d1aa6bbcf6,1,1,1,4,4
60b7f09a4462d1d1aa6bbcf6,2,0,1,4,2
60b7f09a4462d1d1aa6bbcf6,3,0,1,5,3
60b7f09a4462d1d1aa6bbcf6,4,1,1,4,6
60b7f09a4462d1d1aa6bbcf6,5,1,3,4,3
60b7f09a4462d1d1aa6bbcf6,6,1,1,3,4
60b7f09a4462d1d1aa6bbcf6,7,0,1,3,3
60bff9298f56d55c8ecd9adf,1,1,6,5,5
60bff9298f56d55c8ecd9adf,2,0,1,6,1
60bff9298f56d55c8ecd9adf,3,1,3,7,4
60bff9298f56d55c8ecd9adf,4,0,1,3,1
60bff9298f56d55c8ecd9adf,5,1,5,7,5
60bff9298f56d55c8ecd9adf,6,1,4,5,5
60bff9298f56d55c8ecd9adf,7,0,1,5,1
60c119b30aa5205b493541b6,1,0,2,5,6
60c119b30aa5205b493541b6,2,0,5,7,6
60c119b30aa5205b493541b6,3,0,6,7,7
60c119b30aa5205b493541b6,4,0,4,5,5
60c119b30aa5205b493541b6,5,0,6,6,7
60c119b30aa5205b493541b6,6,0,6,7,7
60c119b30aa5205b493541b6,7,0,7,7,7
60c29943af9212fdd7840b93,1,0,5,3,5
60c29943af9212fdd7840b93,2,0,5,7,6
60c29943af9212fdd7840b93,3,1,6,5,4
60c29943af9212fdd7840b93,4,1,4,5,6
60c29943af9212fdd7840b93,5,1,7,2,4
60c29943af9212fdd7840b93,6,1,6,3,5
60c29943af9212fdd7840b93,7,1,4,7,7
60c381c26357c51532f1b378,1,0,1,2,1
60c381c26357c51532f1b378,2,0,1,1,2
60c381c26357c51532f1b378,3,1,2,3,4
60c381c26357c51532f1b378,4,1,2,5,4
60c381c26357c51532f1b378,5,1,2,5,5
60c381c26357c51532f1b378,6,1,3,6,2
60c381c26357c51532f1b378,7,1,4,7,3
60cc67809f92d570ba4dc2c5,1,0,2,1,1
60cc67809f92d570ba4dc2c5,2,0,2,3,4
60cc67809f92d570ba4dc2c5,3,0,2,3,3
60cc67809f92d570ba4dc2c5,4,0,1,4,2
60cc67809f92d570ba4dc2c5,5,0,1,3,3
60cc67809f92d570ba4dc2c5,6,1,2,3,3
60cc67809f92d570ba4dc2c5,7,1,2,3,3
60d460ee1809d22f5121ead4,1,1,6,4,7
60d460ee1809d22f5121ead4,2,1,7,6,6
60d460ee1809d22f5121ead4,3,0,7,7,2
60d460ee1809d22f5121ead4,4,1,5,7,6
60d460ee1809d22f5121ead4,5,1,7,7,7
60d460ee1809d22f5121ead4,6,1,7,7,7
60d460ee1809d22f5121ead4,7,1,7,7,7
60d64ec5cf4d757686ac4f14,1,1,4,4,3
60d64ec5cf4d757686ac4f14,2,0,4,2,2
60d64ec5cf4d757686ac4f14,3,1,2,5,7
60d64ec5cf4d757686ac4f14,4,0,5,3,2
60d64ec5cf4d757686ac4f14,5,0,5,3,1
60d64ec5cf4d757686ac4f14,6,0,3,2,2
60d64ec5cf4d757686ac4f14,7,0,6,2,2
60e1d5f866e681d7e33fd01c,1,1,7,5,7
60e1d5f866e681d7e33fd01c,2,1,7,7,7
60e1d5f866e681d7e33fd01c,3,1,7,7,7
60e1d5f866e681d7e33fd01c,4,1,7,7,7
60e1d5f866e681d7e33fd01c,5,1,7,7,7
