Participant,Probe,TUT,Disengage,Awareness,FMT
570521cfde5095001018a0c8,2,0,7,6,7
570521cfde5095001018a0c8,3,1,6,2,5
570521cfde5095001018a0c8,4,1,4,3,4
570521cfde5095001018a0c8,5,1,2,5,6
570521cfde5095001018a0c8,6,0,1,7,7
570521cfde5095001018a0c8,7,1,4,5,6
5732a7595bb657000f727f02,1,0,1,2,1
5732a7595bb657000f727f02,2,0,3,4,2
5732a7595bb657000f727f02,3,0,1,2,1
5732a7595bb657000f727f02,4,0,2,5,3
5732a7595bb657000f727f02,5,0,1,2,1
5732a7595bb657000f727f02,6,0,1,2,1
5732a7595bb657000f727f02,7,0,1,4,1
57864d24900cc80001d2de56,1,1,5,4,7
57864d24900cc80001d2de56,2,0,7,1,5
57864d24900cc80001d2de56,3,0,7,2,6
57864d24900cc80001d2de56,4,0,5,4,3
57864d24900cc80001d2de56,5,1,6,1,3
57864d24900cc80001d2de56,6,1,7,7,5
57864d24900cc80001d2de56,7,1,6,7,6
57d0a0bee3221e00015fe385,1,0,1,6,2
57d0a0bee3221e00015fe385,2,0,1,3,2
57d0a0bee3221e00015fe385,3,0,1,3,2
57d0a0bee3221e00015fe385,4,1,1,5,3
57d0a0bee3221e00015fe385,5,0,1,2,1
57d0a0bee3221e00015fe385,6,1,1,4,3
57d0a0bee3221e00015fe385,7,0,1,4,4
58380cb9f1faf8000129673a,1,0,4,3,3
58380cb9f1faf8000129673a,2,0,5,3,2
58380cb9f1faf8000129673a,3,0,3,5,4
58380cb9f1faf8000129673a,4,0,2,2,2
58380cb9f1faf8000129673a,5,0,2,4,2
58380cb9f1faf8000129673a,6,0,3,2,2
58380cb9f1faf8000129673a,7,0,2,3,4
588021688e1ad5000142dfdf,1,0,4,6,3
588021688e1ad5000142dfdf,2,1,6,7,2
588021688e1ad5000142dfdf,3,0,6,7,1
588021688e1ad5000142dfdf,4,1,6,6,3
588021688e1ad5000142dfdf,5,1,5,7,3
588021688e1ad5000142dfdf,6,1,3,6,2
588021688e1ad5000142dfdf,7,0,2,7,1
58935d5d4d77be0001689f14,1,0,3,7,4
58935d5d4d77be0001689f14,2,0,1,5,4
58935d5d4d77be0001689f14,3,1,4,6,5
58935d5d4d77be0001689f14,4,0,1,3,2
58935d5d4d77be0001689f14,5,0,6,6,1
58935d5d4d77be0001689f14,6,1,1,7,5
58935d5d4d77be0001689f14,7,0,6,6,1
58d2cb10f5899100018a05b8,1,0,6,6,1
58d2cb10f5899100018a05b8,2,0,5,7,2
58d2cb10f5899100018a05b8,3,1,3,6,4
58d2cb10f5899100018a05b8,4,0,2,7,1
58d2cb10f5899100018a05b8,5,1,3,3,5
58d2cb10f5899100018a05b8,6,0,5,6,1
58d2cb10f5899100018a05b8,7,0,6,7,2
58d7896b4240e5000118f705,1,0,1,1,3
58d7896b4240e5000118f705,2,0,2,2,3
58d7896b4240e5000118f705,3,1,4,5,5
58d7896b4240e5000118f705,4,1,3,4,4
58d7896b4240e5000118f705,5,1,5,6,6
58d7896b4240e5000118f705,6,0,1,2,2
58d7896b4240e5000118f705,7,0,1,1,1
58e79ac632bebb0001b741ec,1,0,6,6,5
58e79ac632bebb0001b741ec,2,0,6,4,3
58e79ac632bebb0001b741ec,3,1,4,6,6
58e79ac632bebb0001b741ec,4,0,5,4,2
58e79ac632bebb0001b741ec,5,0,6,6,3
58e79ac632bebb0001b741ec,6,0,2,6,5
58e79ac632bebb0001b741ec,7,0,3,6,6
592bb32c943e670001cde123,1,1,3,2,4
592bb32c943e670001cde123,2,0,3,6,5
592bb32c943e670001cde123,3,0,2,5,4
592bb32c943e670001cde123,4,0,2,5,4
592bb32c943e670001cde123,5,0,2,7,3
592bb32c943e670001cde123,6,1,3,2,6
592bb32c943e670001cde123,7,0,4,5,4
598ba20f716a2c000187ce01,1,1,1,4,3
598ba20f716a2c000187ce01,2,0,1,7,6
598ba20f716a2c000187ce01,3,0,1,7,7
598ba20f716a2c000187ce01,4,1,3,7,3
598ba20f716a2c000187ce01,5,1,2,6,3
598ba20f716a2c000187ce01,6,0,1,7,4
598ba20f716a2c000187ce01,7,0,1,6,2
5993020a5f49420001caf86b,1,0,2,5,4
5993020a5f49420001caf86b,2,1,3,6,4
5993020a5f49420001caf86b,3,0,2,6,4
5993020a5f49420001caf86b,4,1,2,6,3
5993020a5f49420001caf86b,5,0,3,3,3
5993020a5f49420001caf86b,6,0,3,3,3
5993020a5f49420001caf86b,7,0,3,4,3
5999a1096b939900012da1c7,1,0,4,7,2
5999a1096b939900012da1c7,2,0,4,7,4
5999a1096b939900012da1c7,3,0,2,7,1
5999a1096b939900012da1c7,4,0,4,7,3
5999a1096b939900012da1c7,5,1,3,5,5
5999a1096b939900012da1c7,6,0,5,7,3
5999a1096b939900012da1c7,7,0,4,7,4
59f226a9d6380600018b2923,1,0,2,3,3
59f226a9d6380600018b2923,2,0,4,4,4
59f226a9d6380600018b2923,3,0,3,4,3
59f226a9d6380600018b2923,4,0,3,4,3
59f226a9d6380600018b2923,5,0,4,5,3
59f226a9d6380600018b2923,6,0,4,5,3
59f226a9d6380600018b2923,7,0,4,5,2
5a08c9a7f2e3460001edb063,1,0,3,2,2
5a08c9a7f2e3460001edb063,2,0,3,3,2
5a08c9a7f2e3460001edb063,3,0,3,2,3
5a08c9a7f2e3460001edb063,4,0,4,2,4
5a08c9a7f2e3460001edb063,5,0,3,4,3
5a08c9a7f2e3460001edb063,6,1,4,4,4
5a08c9a7f2e3460001edb063,7,0,5,4,4
5a4444fc56ec1100014a29e1,1,1,3,5,4
5a4444fc56ec1100014a29e1,2,0,2,6,3
5a4444fc56ec1100014a29e1,3,1,2,3,5
5a4444fc56ec1100014a29e1,4,1,3,4,4
5a4444fc56ec1100014a29e1,5,0,2,4,2
5a4444fc56ec1100014a29e1,6,1,2,4,5
5a4444fc56ec1100014a29e1,7,0,1,4,5
5a57cb50acc75b00017a2b01,1,0,4,3,3
5a57cb50acc75b00017a2b01,2,1,3,2,3
5a57cb50acc75b00017a2b01,3,0,3,2,3
5a57cb50acc75b00017a2b01,4,1,3,4,4
5a57cb50acc75b00017a2b01,5,0,3,5,5
5a57cb50acc75b00017a2b01,6,0,3,5,6
5a57cb50acc75b00017a2b01,7,0,2,6,4
5a69794e31b87a0001c76690,1,0,1,4,3
5a69794e31b87a0001c76690,2,0,1,3,4
5a69794e31b87a0001c76690,3,1,1,3,3
5a69794e31b87a0001c76690,4,1,2,4,4
5a69794e31b87a0001c76690,5,0,1,4,3
5a69794e31b87a0001c76690,6,0,1,4,4
5a69794e31b87a0001c76690,7,0,1,4,3
5a78b8355292b800012284ca,1,0,6,4,4
5a78b8355292b800012284ca,2,0,3,1,1
5a78b8355292b800012284ca,3,0,2,3,2
5a78b8355292b800012284ca,4,0,3,1,1
5a78b8355292b800012284ca,5,0,4,3,3
5a78b8355292b800012284ca,6,0,1,1,1
5a78b8355292b800012284ca,7,0,1,1,1
5a8b1ee2000dab00018cc7cd,1,1,3,7,4
5a8b1ee2000dab00018cc7cd,2,1,1,7,2
5a8b1ee2000dab00018cc7cd,3,0,1,6,1
5a8b1ee2000dab00018cc7cd,4,1,2,7,3
5a8b1ee2000dab00018cc7cd,5,1,1,6,1
5a8b1ee2000dab00018cc7cd,6,0,1,7,1
5a8b1ee2000dab00018cc7cd,7,0,1,7,1
5a8d8079190420000156435d,1,0,2,7,3
5a8d8079190420000156435d,2,0,1,7,2
5a8d8079190420000156435d,3,0,1,7,2
5a8d8079190420000156435d,4,0,1,4,4
5a8d8079190420000156435d,5,0,2,5,3
5a8d8079190420000156435d,6,1,6,7,5
5a8d8079190420000156435d,7,0,2,3,2
5aa83a71f6dfdd0001eb1690,1,0,6,7,2
5aa83a71f6dfdd0001eb1690,2,0,6,7,6
5aa83a71f6dfdd0001eb1690,3,0,6,6,4
5aa83a71f6dfdd0001eb1690,4,0,6,6,4
5aa83a71f6dfdd0001eb1690,5,0,3,7,5
5aa83a71f6dfdd0001eb1690,6,0,2,5,5
5aa83a71f6dfdd0001eb1690,7,0,6,7,5
5acb7b0ae1099600016acdd6,1,0,2,7,7
5acb7b0ae1099600016acdd6,2,0,2,7,7
5acb7b0ae1099600016acdd6,3,0,1,7,7
5acb7b0ae1099600016acdd6,4,0,2,7,6
5acb7b0ae1099600016acdd6,5,0,3,7,7
5acb7b0ae1099600016acdd6,6,0,3,7,7
5acb7b0ae1099600016acdd6,7,0,4,7,7
5aed0f1c7ed5460001575004,1,1,1,5,3
5aed0f1c7ed5460001575004,2,0,2,5,3
5aed0f1c7ed5460001575004,3,1,2,6,4
5aed0f1c7ed5460001575004,4,1,2,5,5
5aed0f1c7ed5460001575004,5,0,2,3,4
5aed0f1c7ed5460001575004,6,1,2,4,2
5aed0f1c7ed5460001575004,7,1,2,3,4
5b666901f7798c000182c01c,1,0,2,6,6
5b666901f7798c000182c01c,2,0,1,7,7
5b666901f7798c000182c01c,3,0,2,6,6
5b666901f7798c000182c01c,4,0,3,7,7
5b666901f7798c000182c01c,5,0,3,6,7
5b666901f7798c000182c01c,6,0,3,5,6
5b666901f7798c000182c01c,7,0,3,7,6
5b6dbd2384a7760001c9c7fd,1,0,1,2,3
5b6dbd2384a7760001c9c7fd,2,0,1,1,1
5b6dbd2384a7760001c9c7fd,3,0,3,5,2
5b6dbd2384a7760001c9c7fd,4,0,2,3,3
5b6dbd2384a7760001c9c7fd,5,0,5,6,3
5b6dbd2384a7760001c9c7fd,6,0,2,4,3
5b6dbd2384a7760001c9c7fd,7,0,3,6,2
5b9b422307c6960001614c35,1,1,2,5,2
5b9b422307c6960001614c35,2,0,3,3,2
5b9b422307c6960001614c35,3,0,3,2,2
5b9b422307c6960001614c35,4,1,4,5,4
5b9b422307c6960001614c35,5,0,4,5,2
5b9b422307c6960001614c35,6,0,3,5,2
5b9b422307c6960001614c35,7,1,4,6,3
5ba06f03962418000113684d,1,0,1,3,2
5ba06f03962418000113684d,2,0,1,3,2
5ba06f03962418000113684d,3,0,1,7,2
5ba06f03962418000113684d,4,0,1,1,2
5ba06f03962418000113684d,5,0,1,2,1
5ba06f03962418000113684d,6,0,1,1,1
5ba06f03962418000113684d,7,0,1,1,2
5ba3b4b2509a380001bee71d,1,0,5,6,5
5ba3b4b2509a380001bee71d,2,0,4,6,5
5ba3b4b2509a380001bee71d,3,1,5,6,6
5ba3b4b2509a380001bee71d,4,1,4,5,5
5ba3b4b2509a380001bee71d,5,0,6,7,6
5ba3b4b2509a380001bee71d,6,0,4,7,5
5ba3b4b2509a380001bee71d,7,0,4,7,5
5bbc0004ac45e6000131d380,1,1,2,3,2
5bbc0004ac45e6000131d380,2,0,3,6,2
5bbc0004ac45e6000131d380,3,1,3,5,3
5bbc0004ac45e6000131d380,4,1,4,3,4
5bbc0004ac45e6000131d380,5,1,5,2,5
5bbc0004ac45e6000131d380,6,1,4,2,3
5bbc0004ac45e6000131d380,7,1,2,2,4
5be8a1701664db0001d804f8,1,0,1,5,1
5be8a1701664db0001d804f8,2,0,3,3,1
5be8a1701664db0001d804f8,3,0,1,6,3
5be8a1701664db0001d804f8,4,1,1,6,3
5be8a1701664db0001d804f8,5,1,1,6,3
5be8a1701664db0001d804f8,6,0,1,4,3
5be8a1701664db0001d804f8,7,0,1,6,2
5c0dbb9b9166290001253342,1,0,1,6,7
5c0dbb9b9166290001253342,2,0,4,7,7
5c0dbb9b9166290001253342,3,0,3,7,7
5c0dbb9b9166290001253342,4,0,4,7,7
5c0dbb9b9166290001253342,5,1,1,7,7
5c0dbb9b9166290001253342,6,1,3,4,7
5c0dbb9b9166290001253342,7,0,3,7,7
5c2c62542c45d400014a32e6,1,1,5,7,5
5c2c62542c45d400014a32e6,2,0,3,6,2
5c2c62542c45d400014a32e6,3,1,6,5,6
5c2c62542c45d400014a32e6,4,0,5,7,2
5c2c62542c45d400014a32e6,5,0,2,6,2
5c2c62542c45d400014a32e6,6,1,2,7,7
5c2c62542c45d400014a32e6,7,1,5,6,7
5c2c6e432c45d400014a35e3,1,1,5,7,4
5c2c6e432c45d400014a35e3,2,0,5,7,3
5c2c6e432c45d400014a35e3,3,0,4,7,4
5c2c6e432c45d400014a35e3,4,0,3,6,4
5c2c6e432c45d400014a35e3,5,0,2,7,5
5c2c6e432c45d400014a35e3,6,0,4,6,4
5c2c6e432c45d400014a35e3,7,0,3,7,4
5c2fcd716ea6880001dc8e3d,1,0,1,7,6
5c2fcd716ea6880001dc8e3d,2,0,2,6,5
5c2fcd716ea6880001dc8e3d,3,0,3,4,5
5c2fcd716ea6880001dc8e3d,4,1,2,4,4
5c2fcd716ea6880001dc8e3d,5,0,3,5,4
5c2fcd716ea6880001dc8e3d,6,0,3,4,4
5c2fcd716ea6880001dc8e3d,7,0,6,7,5
5c59e6519dd64d00018adaa8,1,0,2,6,6
5c59e6519dd64d00018adaa8,2,0,1,6,6
5c59e6519dd64d00018adaa8,3,0,1,3,6
5c59e6519dd64d00018adaa8,4,0,1,6,5
5c59e6519dd64d00018adaa8,5,0,2,5,6
5c59e6519dd64d00018adaa8,6,1,1,5,6
5c59e6519dd64d00018adaa8,7,0,1,6,6
5c670a430d80fd00014264f9,1,0,2,5,6
5c670a430d80fd00014264f9,2,0,2,6,5
5c670a430d80fd00014264f9,3,0,3,4,4
5c670a430d80fd00014264f9,4,0,3,5,5
5c670a430d80fd00014264f9,5,0,3,4,4
5c670a430d80fd00014264f9,6,0,3,4,4
5c670a430d80fd00014264f9,7,0,2,5,4
5c8974ef34daa70015e92daf,1,0,6,2,3
5c8974ef34daa70015e92daf,2,1,2,6,3
5c8974ef34daa70015e92daf,3,0,7,5,3
5c8974ef34daa70015e92daf,4,0,5,6,4
5c8974ef34daa70015e92daf,5,0,5,3,4
5c8974ef34daa70015e92daf,6,0,4,2,6
5c8974ef34daa70015e92daf,7,0,6,2,3
5c9b1b5c441b4700179b17b2,1,0,1,6,1
5c9b1b5c441b4700179b17b2,2,0,1,7,1
5c9b1b5c441b4700179b17b2,3,1,2,7,5
5c9b1b5c441b4700179b17b2,4,1,3,7,5
5c9b1b5c441b4700179b17b2,5,0,1,7,3
5c9b1b5c441b4700179b17b2,6,0,1,7,3
5c9b1b5c441b4700179b17b2,7,0,1,7,3
5c9c3ae2d40ce20014233de6,1,0,1,4,2
5c9c3ae2d40ce20014233de6,2,1,5,6,6
5c9c3ae2d40ce20014233de6,3,0,1,2,2
5c9c3ae2d40ce20014233de6,4,1,5,6,5
5c9c3ae2d40ce20014233de6,5,1,3,5,4
5c9c3ae2d40ce20014233de6,6,1,6,6,5
5c9c3ae2d40ce20014233de6,7,0,2,2,2
5cab7cc86d3a6e001519d9e9,1,1,7,5,3
5cab7cc86d3a6e001519d9e9,2,0,3,3,2
5cab7cc86d3a6e001519d9e9,3,0,2,6,5
5cab7cc86d3a6e001519d9e9,4,1,3,5,6
5cab7cc86d3a6e001519d9e9,5,1,4,6,4
5cab7cc86d3a6e001519d9e9,6,1,5,6,4
5cab7cc86d3a6e001519d9e9,7,0,3,6,5
5cb489ff0cd1ed0017465d19,1,0,3,6,7
5cb489ff0cd1ed0017465d19,2,1,2,4,2
5cb489ff0cd1ed0017465d19,3,0,4,5,6
5cb489ff0cd1ed0017465d19,4,0,3,6,7
5cb489ff0cd1ed0017465d19,5,0,3,6,6
5cb489ff0cd1ed0017465d19,6,0,2,6,6
5cb489ff0cd1ed0017465d19,7,0,2,6,6
5cd8d86210887400182db201,1,0,2,7,2
5cd8d86210887400182db201,2,0,3,7,2
5cd8d86210887400182db201,3,0,2,7,5
5cd8d86210887400182db201,4,0,4,7,2
5cd8d86210887400182db201,5,0,1,7,5
5cd8d86210887400182db201,6,0,2,7,3
5cd8d86210887400182db201,7,0,5,5,5
5cf91ace3bb7c4000162318c,1,1,2,3,2
5cf91ace3bb7c4000162318c,2,0,1,7,1
5cf91ace3bb7c4000162318c,3,0,1,7,1
5cf91ace3bb7c4000162318c,4,0,1,7,1
5cf91ace3bb7c4000162318c,5,0,1,7,1
5cf91ace3bb7c4000162318c,6,0,1,7,1
5cf91ace3bb7c4000162318c,7,0,1,7,1
5cfe91a931c8d200018fd824,1,0,3,3,4
5cfe91a931c8d200018fd824,2,0,5,3,5
5cfe91a931c8d200018fd824,3,0,5,5,5
5cfe91a931c8d200018fd824,4,1,5,5,5
5cfe91a931c8d200018fd824,5,0,5,5,5
5cfe91a931c8d200018fd824,6,0,6,5,5
5cfe91a931c8d200018fd824,7,0,6,4,5
5d127351768ee30019d6231f,1,0,2,3,5
5d127351768ee30019d6231f,2,0,1,1,1
5d127351768ee30019d6231f,3,0,1,1,1
5d127351768ee30019d6231f,4,1,3,4,5
5d127351768ee30019d6231f,5,0,1,1,1
5d127351768ee30019d6231f,6,1,2,4,3
5d127351768ee30019d6231f,7,0,1,1,1
5d193535601cd70017727028,1,1,3,5,3
5d193535601cd70017727028,2,0,1,6,1
5d193535601cd70017727028,3,0,2,5,2
5d193535601cd70017727028,4,0,2,6,2
5d193535601cd70017727028,5,0,1,7,4
5d193535601cd70017727028,6,0,1,7,2
5d193535601cd70017727028,7,0,1,7,2
5d1e2045a37a4d001a1fc2cb,1,1,1,4,3
5d1e2045a37a4d001a1fc2cb,2,0,1,7,4
5d1e2045a37a4d001a1fc2cb,3,0,1,7,4
5d1e2045a37a4d001a1fc2cb,4,1,1,7,5
5d1e2045a37a4d001a1fc2cb,5,1,1,7,5
5d1e2045a37a4d001a1fc2cb,6,0,1,7,2
5d1e2045a37a4d001a1fc2cb,7,0,1,7,3
5d27d44acdaf690001297992,1,0,5,6,4
5d27d44acdaf690001297992,2,1,3,5,5
5d27d44acdaf690001297992,3,0,3,5,3
5d27d44acdaf690001297992,4,1,3,6,3
5d27d44acdaf690001297992,5,1,2,7,5
5d27d44acdaf690001297992,6,0,1,6,2
5d27d44acdaf690001297992,7,1,3,7,5
5d27dc6b46dea800184f8bfa,1,0,3,6,3
5d27dc6b46dea800184f8bfa,2,1,3,6,5
5d27dc6b46dea800184f8bfa,3,0,3,6,3
5d27dc6b46dea800184f8bfa,4,0,2,7,2
5d27dc6b46dea800184f8bfa,5,0,5,6,3
5d27dc6b46dea800184f8bfa,6,1,2,7,5
5d27dc6b46dea800184f8bfa,7,0,2,7,2
5d41e832b0ca7200169d857e,1,0,1,7,7
5d41e832b0ca7200169d857e,2,0,1,1,4
5d41e832b0ca7200169d857e,3,0,1,7,4
5d41e832b0ca7200169d857e,4,0,4,7,5
5d41e832b0ca7200169d857e,5,0,1,7,5
5d41e832b0ca7200169d857e,6,0,1,7,4
5d41e832b0ca7200169d857e,7,0,1,7,4
5d42486206811e001ada5b4b,1,0,7,7,7
5d42486206811e001ada5b4b,2,0,7,7,7
5d42486206811e001ada5b4b,3,0,7,7,7
5d42486206811e001ada5b4b,4,0,7,7,7
5d42486206811e001ada5b4b,5,0,7,7,7
5d42486206811e001ada5b4b,6,0,7,7,7
5d42486206811e001ada5b4b,7,0,7,7,7
5d453e8723a5bb0001492546,1,1,1,7,1
5d453e8723a5bb0001492546,2,0,1,7,1
5d453e8723a5bb0001492546,3,0,2,5,3
5d453e8723a5bb0001492546,4,0,1,6,1
5d453e8723a5bb0001492546,5,1,5,5,4
5d453e8723a5bb0001492546,6,1,5,5,2
5d453e8723a5bb0001492546,7,0,1,4,2
5d4a476144cb2200195e96ad,1,1,6,4,5
5d4a476144cb2200195e96ad,2,1,4,5,5
5d4a476144cb2200195e96ad,3,1,6,6,3
5d4a476144cb2200195e96ad,4,1,5,3,2
5d4a476144cb2200195e96ad,5,1,7,5,1
5d4a476144cb2200195e96ad,6,1,3,2,3
5d4a476144cb2200195e96ad,7,0,3,3,4
5d5181fc842e8600171e5a78,1,0,2,6,2
5d5181fc842e8600171e5a78,2,0,2,7,3
5d5181fc842e8600171e5a78,3,1,3,5,3
5d5181fc842e8600171e5a78,4,0,3,6,3
5d5181fc842e8600171e5a78,5,0,4,6,3
5d5181fc842e8600171e5a78,6,0,2,6,3
5d5181fc842e8600171e5a78,7,0,3,6,3
5d55d562e04e1c0001f5e682,1,0,3,5,4
5d55d562e04e1c0001f5e682,2,1,5,4,4
5d55d562e04e1c0001f5e682,3,0,3,5,4
5d55d562e04e1c0001f5e682,4,1,5,4,5
5d55d562e04e1c0001f5e682,5,0,5,5,5
5d55d562e04e1c0001f5e682,6,1,6,5,5
5d55d562e04e1c0001f5e682,7,0,4,4,4
5d615f7632cfbd001b1b6dcb,1,1,2,5,6
5d615f7632cfbd001b1b6dcb,2,1,2,6,5
5d615f7632cfbd001b1b6dcb,3,0,4,6,5
5d615f7632cfbd001b1b6dcb,4,1,3,5,4
5d615f7632cfbd001b1b6dcb,5,1,4,5,5
5d615f7632cfbd001b1b6dcb,6,0,2,6,4
5d615f7632cfbd001b1b6dcb,7,1,3,6,4
5d63f9cd26a2ac001758c70d,1,0,1,7,6
5d63f9cd26a2ac001758c70d,2,1,6,7,7
5d63f9cd26a2ac001758c70d,3,1,7,7,7
5d63f9cd26a2ac001758c70d,4,1,7,7,7
5d63f9cd26a2ac001758c70d,5,0,5,1,5
5d63f9cd26a2ac001758c70d,6,0,5,1,5
5d63f9cd26a2ac001758c70d,7,1,5,7,5
5d6807f9778de5001a120d9a,1,0,1,7,2
5d6807f9778de5001a120d9a,2,0,1,7,1
5d6807f9778de5001a120d9a,3,0,1,7,1
5d6807f9778de5001a120d9a,4,1,1,7,3
5d6807f9778de5001a120d9a,5,0,1,7,1
5d6807f9778de5001a120d9a,6,0,1,7,1
5d6807f9778de5001a120d9a,7,0,1,7,2
5d730a3cf37bfe0001ff031a,1,1,3,6,6
5d730a3cf37bfe0001ff031a,2,1,4,6,6
5d730a3cf37bfe0001ff031a,3,0,1,4,6
5d730a3cf37bfe0001ff031a,4,0,1,5,6
5d730a3cf37bfe0001ff031a,5,0,1,7,7
5d730a3cf37bfe0001ff031a,6,1,3,6,6
5d730a3cf37bfe0001ff031a,7,0,1,7,7
5d7e7207461e51001c5c236c,1,0,1,6,4
5d7e7207461e51001c5c236c,2,0,4,6,5
5d7e7207461e51001c5c236c,3,0,4,4,4
5d7e7207461e51001c5c236c,4,0,3,4,4
5d7e7207461e51001c5c236c,5,0,4,4,4
5d7e7207461e51001c5c236c,6,0,4,4,4
5d7e7207461e51001c5c236c,7,0,4,4,5
5d8934dc4c680f00181616f8,1,0,1,1,2
5d8934dc4c680f00181616f8,2,0,1,1,1
5d8934dc4c680f00181616f8,3,1,4,5,5
5d8934dc4c680f00181616f8,4,0,1,3,1
5d8934dc4c680f00181616f8,5,0,1,2,1
5d8934dc4c680f00181616f8,6,1,3,1,3
5d8934dc4c680f00181616f8,7,1,5,5,5
5d8b32e664ac880018630273,1,1,4,6,5
5d8b32e664ac880018630273,2,0,2,5,2
5d8b32e664ac880018630273,3,0,2,4,2
5d8b32e664ac880018630273,4,1,1,6,3
5d8b32e664ac880018630273,5,1,2,5,3
5d8b32e664ac880018630273,6,0,2,3,2
5d8b32e664ac880018630273,7,0,2,3,1
5d96eeed1998fb00177f6b71,1,0,2,3,4
5d96eeed1998fb00177f6b71,2,0,2,5,4
5d96eeed1998fb00177f6b71,3,0,2,5,3
5d96eeed1998fb00177f6b71,4,0,1,3,5
5d96eeed1998fb00177f6b71,5,0,1,4,5
5d96eeed1998fb00177f6b71,6,0,1,5,5
5d96eeed1998fb00177f6b71,7,0,1,4,6
5dbd796ee8add82bd3ef7878,1,0,4,7,4
5dbd796ee8add82bd3ef7878,2,0,4,7,4
5dbd796ee8add82bd3ef7878,3,0,4,7,4
5dbd796ee8add82bd3ef7878,4,0,4,7,4
5dbd796ee8add82bd3ef7878,5,0,4,7,4
5dbd796ee8add82bd3ef7878,6,1,2,7,4
5dbd796ee8add82bd3ef7878,7,1,2,7,4
5dd72efa82569a6d38e06854,1,0,1,4,7
5dd72efa82569a6d38e06854,2,0,1,7,7
5dd72efa82569a6d38e06854,3,0,1,7,6
5dd72efa82569a6d38e06854,4,0,1,7,7
5dd72efa82569a6d38e06854,5,1,1,7,7
5dd72efa82569a6d38e06854,6,0,1,7,7
5dd72efa82569a6d38e06854,7,0,1,7,6
5de7ccc24b7cf973d7b05bfb,1,0,1,5,6
5de7ccc24b7cf973d7b05bfb,2,0,1,6,6
5de7ccc24b7cf973d7b05bfb,3,0,1,6,5
5de7ccc24b7cf973d7b05bfb,4,0,2,5,6
5de7ccc24b7cf973d7b05bfb,5,0,2,5,6
5de7ccc24b7cf973d7b05bfb,6,0,1,4,5
5de7ccc24b7cf973d7b05bfb,7,0,1,4,6
5de831cad4995d000c5fb540,1,0,1,7,1
5de831cad4995d000c5fb540,2,0,1,7,1
5de831cad4995d000c5fb540,3,0,1,7,1
5de831cad4995d000c5fb540,4,0,1,7,1
5de831cad4995d000c5fb540,5,0,1,7,1
5de831cad4995d000c5fb540,6,0,1,7,1
5de831cad4995d000c5fb540,7,0,1,7,1
5dec01e809c107301c5e307f,1,1,4,5,4
5dec01e809c107301c5e307f,2,1,2,5,3
5dec01e809c107301c5e307f,3,0,2,4,2
5dec01e809c107301c5e307f,4,0,2,2,2
5dec01e809c107301c5e307f,5,1,2,5,3
5dec01e809c107301c5e307f,6,0,1,2,1
5dec01e809c107301c5e307f,7,1,2,4,2
5dedec3919398a49e1133b0d,1,0,1,6,5
5dedec3919398a49e1133b0d,2,0,1,7,5
5dedec3919398a49e1133b0d,3,0,1,7,5
5dedec3919398a49e1133b0d,4,1,1,6,5
5dedec3919398a49e1133b0d,5,1,2,7,5
5dedec3919398a49e1133b0d,6,1,2,6,5
5dedec3919398a49e1133b0d,7,0,1,7,5
5dfdc45e617219a8e2e05c26,1,0,2,7,1
5dfdc45e617219a8e2e05c26,2,0,2,7,1
5dfdc45e617219a8e2e05c26,3,1,2,7,5
5dfdc45e617219a8e2e05c26,4,0,1,7,1
5dfdc45e617219a8e2e05c26,5,1,4,7,4
5dfdc45e617219a8e2e05c26,6,1,4,7,4
5dfdc45e617219a8e2e05c26,7,1,3,6,4
5e065c9fe78021031a4b1d59,1,0,2,5,2
5e065c9fe78021031a4b1d59,2,0,2,6,2
5e065c9fe78021031a4b1d59,3,0,2,6,3
5e065c9fe78021031a4b1d59,4,0,2,5,3
5e065c9fe78021031a4b1d59,5,0,2,5,3
5e065c9fe78021031a4b1d59,6,0,2,4,3
5e065c9fe78021031a4b1d59,7,0,2,4,3
5e14d563c4e155ae93907ae1,1,1,2,6,2
5e14d563c4e155ae93907ae1,2,0,2,6,5
5e14d563c4e155ae93907ae1,3,0,3,6,5
5e14d563c4e155ae93907ae1,4,1,2,6,6
5e14d563c4e155ae93907ae1,5,0,3,6,4
5e14d563c4e155ae93907ae1,6,0,3,5,4
5e14d563c4e155ae93907ae1,7,1,2,5,5
5e154952c76aa6b40619b1d3,1,1,2,6,5
5e154952c76aa6b40619b1d3,2,1,3,6,4
5e154952c76aa6b40619b1d3,3,0,1,5,3
5e154952c76aa6b40619b1d3,4,1,1,6,4
5e154952c76aa6b40619b1d3,5,1,2,5,4
5e154952c76aa6b40619b1d3,6,0,1,6,4
5e154952c76aa6b40619b1d3,7,1,1,6,3
5e1e935be3c7191e0519b486,1,0,3,5,5
5e1e935be3c7191e0519b486,2,0,5,6,6
5e1e935be3c7191e0519b486,3,1,5,7,6
5e1e935be3c7191e0519b486,4,1,4,4,5
5e1e935be3c7191e0519b486,5,0,3,6,3
5e1e935be3c7191e0519b486,6,1,5,6,6
5e1e935be3c7191e0519b486,7,1,3,5,6
5e1efdb3a8c111230db526ff,1,0,1,7,7
5e1efdb3a8c111230db526ff,2,0,1,7,7
5e1efdb3a8c111230db526ff,3,0,1,7,7
5e1efdb3a8c111230db526ff,4,0,1,7,7
5e1efdb3a8c111230db526ff,5,0,1,1,7
