Participant,Paragraph,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
55a47692fdf99b126e625257,14,20,0.11229999999999918,0.04123884219110936,0.7447159520682033,0.2323322480186395
55a47692fdf99b126e625257,15,21,0.11066666666666392,0.04476308002509744,0.6861281051040395,0.2359719805650734
55a47692fdf99b126e625257,16,4,0.08874999999999544,0.07521247680182244,0.2586047558446715,0.5672815387806223
55a47692fdf99b126e625257,17,2,0.11249999999999907,0.08273149339882475,,0.9999999999999996
55a47692fdf99b126e625257,18,5,0.09679999999998805,0.0847626096813856,1.1413895527410902,0.6258195992752481
55a47692fdf99b126e625257,19,9,0.13255555555555476,0.0686788015167609,0.6493942659588331,0.5607634080695371
55a47692fdf99b126e625257,20,26,0.1251153846153845,0.0762067329954875,2.861777769475108,0.3648517077009024
55a47692fdf99b126e625257,21,44,0.11461363636363003,0.04461578399869365,1.6302013844836571,0.25562366662487074
55a47692fdf99b126e625257,22,33,0.11051515151514872,0.05040220804446771,1.9512618355968279,0.30361527113000325
55a47692fdf99b126e625257,23,3,0.1473333333333364,0.04738494838377367,1.7181759131666068,0.8426138736207539
55a47692fdf99b126e625257,24,39,0.10784615384615798,0.02420149893306228,0.6438874350913887,0.37019794717525295
55a47692fdf99b126e625257,25,28,0.11292857142856805,0.04628328917809184,0.35772686426116956,0.3052349203425713
55a47692fdf99b126e625257,26,38,0.15402631578947404,0.1048526602897806,2.7136022811267613,0.18233058934209043
55a47692fdf99b126e625257,27,8,0.11287500000000217,0.06751388746028186,-0.10751298858162307,0.5221630450953954
55a47692fdf99b126e625257,28,34,0.17582352941177065,0.12129514981640226,1.7334246563210016,0.27593667665904686
55a47692fdf99b126e625257,29,43,0.1548604651162828,0.11792361962916866,3.5694211664820985,0.5108607621422732
55a47692fdf99b126e625257,30,45,0.11735555555555018,0.04553877246895115,0.9213379774218265,0.2553706283780596
55a47692fdf99b126e625257,31,20,0.17724999999999913,0.12146165736776177,1.5059750506319036,0.32997062711179276
55a47692fdf99b126e625257,32,25,0.13247999999999563,0.08446306885261093,1.9991576979784025,0.291327591867919
55a47692fdf99b126e625257,33,16,0.14262500000000197,0.06473008059111207,0.34414656378179137,0.4324800232155764
55a47692fdf99b126e625257,34,44,0.1301590909090857,0.15858164109434214,6.016480979336617,0.27220986117782636
55a47692fdf99b126e625257,35,19,0.10726315789474057,0.03557908578124455,1.727658078202576,0.26794404476448247
55a47692fdf99b126e625257,36,27,0.13881481481482982,0.057461717715782824,0.7518595259976132,0.1911872679661238
55a47692fdf99b126e625257,37,35,0.19282857142858373,0.12077774573796549,1.0781988898238681,0.20022252571998864
55a47692fdf99b126e625257,38,79,0.14740506329114075,0.12222536131423017,3.610713655492057,0.17172914456820937
55a47692fdf99b126e625257,39,16,0.10650000000000781,0.05815955066310181,-0.15433745521650194,0.3122719425323688
55a47692fdf99b126e625257,40,51,0.10070588235293765,0.03250371924420805,3.6279423824662067,0.26451877783241745
560f17aad4ab1e00126fb8f0,1,3,0.04216666666667024,0.0380951878383332,-1.1215865628776958,0.6668091986219611
560f17aad4ab1e00126fb8f0,2,8,0.05009999998807533,0.029366063992645405,-0.6316880873571575,0.600131472722274
560f17aad4ab1e00126fb8f0,3,5,0.04514000002860964,0.03632255498214739,0.279053930285769,0.7049206898464033
560f17aad4ab1e00126fb8f0,4,4,0.0706500000357496,0.04287582850201747,-0.9741246091454927,0.5860806432826337
560f17aad4ab1e00126fb8f0,5,1,0.04140000009539335,,,0.0
560f17aad4ab1e00126fb8f0,6,5,0.05093999995231302,0.046832285808550395,0.276402904348236,0.7809727077036163
560f17aad4ab1e00126fb8f0,7,4,0.042924999999998964,0.04339027349970398,0.3681487698518292,0.6196814984307143
560f17aad4ab1e00126fb8f0,8,1,0.021599999999999998,,,0.0
560f17aad4ab1e00126fb8f0,9,3,0.04283333325387654,0.016328604835878634,1.57869206528428,0.669347239540534
560f17aad4ab1e00126fb8f0,10,3,0.06700000001589805,0.05103890674819069,-1.6703131658834667,0.7915391038370988
560f17aad4ab1e00126fb8f0,11,4,0.04365000008343854,0.029451598763927327,-1.8639216579799458,0.8261568918658193
560f17aad4ab1e00126fb8f0,12,2,0.0132,0.018667619023324852,,1.0
560f17aad4ab1e00126fb8f0,13,7,0.04914285708837935,0.0280792246001392,-0.4986845221399631,0.43277226029530863
560f17aad4ab1e00126fb8f0,14,6,0.04714999999207075,0.03432647668397893,-0.11284811588065448,0.4627269863813514
560f17aad4ab1e00126fb8f0,15,5,0.05525999999999416,0.021383825681742803,-1.6131667998366475,0.7649063273901239
560f17aad4ab1e00126fb8f0,16,6,0.05544999996825095,0.015017689561316246,-1.2533418855808836,0.7227124539870374
560f17aad4ab1e00126fb8f0,17,3,0.0448333332538385,0.011692020019290414,-1.2169482093989086,0.688028774898377
560f17aad4ab1e00126fb8f0,18,6,0.0479666666746037,0.030891206953983705,-0.11925096670331273,0.6930559938301968
560f17aad4ab1e00126fb8f0,19,2,0.01065,0.015061374439273462,,1.0
560f17aad4ab1e00126fb8f0,20,12,0.06644166667858464,0.028647432370740772,1.2053841247786814,0.5765022060787173
560f17aad4ab1e00126fb8f0,21,4,0.049249999999972705,0.03560042136615482,-1.2054951310729491,0.64141055318355
560f17aad4ab1e00126fb8f0,22,4,0.04349999998808664,0.02234860175714882,0.4581861151798073,0.5498906405353161
560f17aad4ab1e00126fb8f0,23,2,0.0,0.0,,1.0
560f17aad4ab1e00126fb8f0,24,3,0.028833333365137045,0.028700929184591065,-0.04180687869250563,0.7531042870743693
560f17aad4ab1e00126fb8f0,25,4,0.041624999988091306,0.04247551262002664,1.0755223091819532,0.5649087783921808
560f17aad4ab1e00126fb8f0,26,6,0.06134999998410042,0.028328766263117727,-0.4238732906924255,0.6018906470628281
560f17aad4ab1e00126fb8f0,27,1,0.0,,,0.0
560f17aad4ab1e00126fb8f0,28,2,0.0112,0.015839191898578665,,1.0
560f17aad4ab1e00126fb8f0,29,4,0.031374999916558045,0.02579436299341151,-0.4137708616027731,0.5467662093383406
560f17aad4ab1e00126fb8f0,30,1,0.0184,,,0.0
560f17aad4ab1e00126fb8f0,31,3,0.06686666663487507,0.061911011414130974,-0.8092079941206765,0.668511716322168
560f17aad4ab1e00126fb8f0,32,3,0.04800000001592064,0.025107568574517552,0.984054065983071,0.6667169564907922
560f17aad4ab1e00126fb8f0,33,3,0.03453333333333993,0.048909133434711774,1.5933099554042076,0.6708590648655709
560f17aad4ab1e00126fb8f0,34,3,0.038733333206176564,0.021188754824217886,1.7320508075688796,0.672949033933047
560f17aad4ab1e00126fb8f0,35,2,0.04739999997616451,0.06703372282277623,,1.0
560f17aad4ab1e00126fb8f0,36,3,0.07246666661897845,0.014596003995937586,1.270100792417528,0.7359050082649191
560f17aad4ab1e00126fb8f0,37,7,0.04972857138767469,0.023740311309006133,-1.8801483646273347,0.7577650280985684
560f17aad4ab1e00126fb8f0,38,8,0.06643749996422987,0.024956644540762775,-0.6260872745478118,0.6691367318580012
560f17aad4ab1e00126fb8f0,39,3,0.044466666618973416,0.039232809335606904,-1.4515883704424728,0.7834871506147283
560f17aad4ab1e00126fb8f0,40,4,0.06369999997614359,0.03451289609973184,0.29455584606664464,0.5976127991239886
561bbdf9811d22000df3138a,1,17,0.039099999999664084,0.014959821190444204,-1.2656174123902113,0.4030191071975911
561bbdf9811d22000df3138a,2,26,0.03613076923104687,0.011447087640597764,0.3492267559922759,0.46414035924453134
561bbdf9811d22000df3138a,3,14,0.04328571428787382,0.03225038716430066,1.5253047590873279,0.564092861346422
561bbdf9811d22000df3138a,4,27,0.04260740740718753,0.011968128378834245,-1.0387340587920977,0.4561568922899985
561bbdf9811d22000df3138a,5,3,0.033166666656749534,0.02872530822891517,-1.730893755267041,0.6742252436404692
561bbdf9811d22000df3138a,6,13,0.0391000000018004,0.015147552065028174,-0.9243812447829203,0.531455372791526
561bbdf9811d22000df3138a,7,16,0.04146250000077846,0.012217739840529488,-0.9957808130141834,0.45153828109153055
561bbdf9811d22000df3138a,8,5,0.023960000003681793,0.018457735508206972,0.279380166018709,0.665960814275986
561bbdf9811d22000df3138a,9,14,0.034742857147583496,0.01613494603681312,-0.3909251943223466,0.40100324348825267
561bbdf9811d22000df3138a,10,3,0.033300000002024405,0.02884076975580755,-1.7309030004712778,0.768751137457152
561bbdf9811d22000df3138a,11,67,0.03207164179138344,0.016789993464901818,3.355116039997634,0.31944784202557674
561bbdf9811d22000df3138a,12,25,0.03082799999716737,0.011626353683212444,-0.14343759063656558,0.4428288427979061
561bbdf9811d22000df3138a,13,27,0.03155185185385196,0.013051830710493909,0.0923132727505003,0.3389742155889848
561bbdf9811d22000df3138a,14,11,0.03751818181813426,0.025079546178651296,1.2205808519797319,0.4496655444291698
561bbdf9811d22000df3138a,15,3,0.03649999999790282,0.023302574962985316,-1.7277098069602939,0.6727221991080569
561bbdf9811d22000df3138a,16,2,0.024950000002945658,0.03528462838537451,,1.0
561bbdf9811d22000df3138a,17,3,0.0325333333312713,0.028176290267365758,-1.7311672649536105,0.6689772557964443
561bbdf9811d22000df3138a,18,7,0.04057142857058247,0.016411856918836745,-1.2287763796906586,0.663494891205347
561bbdf9811d22000df3138a,19,19,0.03299999999464367,0.013625710989432958,-0.31534095594427086,0.29179034912465845
561bbdf9811d22000df3138a,20,31,0.03030322580430657,0.009898602050316714,-0.11556673175877955,0.39965502947401454
561bbdf9811d22000df3138a,21,17,0.03951176470165026,0.014360095856188904,-1.4765251769492407,0.4211253293780949
561bbdf9811d22000df3138a,22,9,0.03905555555620154,0.01803116129713949,-1.5484969378081068,0.6553334354453639
561bbdf9811d22000df3138a,23,3,0.014133333327254027,0.016863372527252438,1.1222981274405304,0.6678439898708741
561bbdf9811d22000df3138a,24,12,0.034633333338280746,0.015767073481556166,-0.9234199943060766,0.5035082564965074
561bbdf9811d22000df3138a,25,12,0.036600000001417714,0.014773502077714754,-0.3980609137740807,0.4505938177072049
561bbdf9811d22000df3138a,26,15,0.04024000000521319,0.015622867854763418,-1.5044381756427456,0.40309462717732697
561bbdf9811d22000df3138a,27,12,0.03917500000451283,0.015930880532210923,-1.5094820314748743,0.2898054377142464
561bbdf9811d22000df3138a,28,20,0.03598500000232676,0.01597963424163634,-0.6679461492428732,0.39789831523170627
561bbdf9811d22000df3138a,29,21,0.04148095237750171,0.013379783970584189,-0.5086930964231432,0.4477522262818967
561bbdf9811d22000df3138a,30,22,0.04032727272104511,0.01371287826525861,-1.407710488657283,0.3292701862800415
561bbdf9811d22000df3138a,31,13,0.03763076923264686,0.01413060417428168,-0.27196036214326325,0.38060885574437264
561bbdf9811d22000df3138a,32,21,0.04700476190297584,0.018487873763635955,-0.6174931996954874,0.5133034256376448
561bbdf9811d22000df3138a,33,11,0.04203636363095909,0.017649887971251638,-0.9069595912453645,0.3636895549395261
561bbdf9811d22000df3138a,34,12,0.044041666664270264,0.020592163484227675,-0.6002592758025952,0.3732122547742051
561bbdf9811d22000df3138a,35,55,0.036850909090146725,0.014899886559553018,1.7560280289937062,0.39217730783092797
561bbdf9811d22000df3138a,36,23,0.03632608695365597,0.013631021351455897,-0.1938616461851921,0.47924423734659743
561bbdf9811d22000df3138a,37,24,0.04511666666712614,0.011514930444990574,-1.406220493422381,0.44542410020716744
561bbdf9811d22000df3138a,38,33,0.03695151515078673,0.014860457622052847,-0.8445020218870896,0.35080346399809653
561bbdf9811d22000df3138a,39,4,0.03919999999558786,0.03581219531409884,0.34985424954125316,0.6727790115209881
561bbdf9811d22000df3138a,40,20,0.04376999999816776,0.012282126508506661,-0.7913070281196987,0.6370146487032106
56210effed6e5a000ac7f3a5,1,233,0.019281974241763814,0.00866458912044101,2.5176346151175495,0.4277304759506692
56210effed6e5a000ac7f3a5,2,446,0.0190289237675652,0.008493799046240043,2.6369943024407743,0.35957621582166516
56210effed6e5a000ac7f3a5,3,482,0.019147925310510783,0.008606744785913932,2.728409665346184,0.4006721637717015
56210effed6e5a000ac7f3a5,4,482,0.020310995847457873,0.010314782771750318,3.0411991922872623,0.34853991343441837
56210effed6e5a000ac7f3a5,5,199,0.01807638190667305,0.007081944236758835,2.8916105087976693,0.35760482746826455
56210effed6e5a000ac7f3a5,6,255,0.01819372548757632,0.007266190167294499,3.121481182471239,0.4067315917393615
56210effed6e5a000ac7f3a5,7,301,0.017935215940191707,0.007307796461313662,3.325747066431628,0.3387006448895356
56210effed6e5a000ac7f3a5,8,56,0.017717857161591292,0.0070745152707413035,2.573902334300689,0.376809846389627
56210effed6e5a000ac7f3a5,9,384,0.018875781254221822,0.008465754203411254,2.9440333365337907,0.3478675158655372
56210effed6e5a000ac7f3a5,10,90,0.0190366666910372,0.00815752842374578,2.2313116337459826,0.4639642462531736
56210effed6e5a000ac7f3a5,11,223,0.01827264573691646,0.007154096387012116,2.7595482037955876,0.3058915660698052
56210effed6e5a000ac7f3a5,12,178,0.019414044947839847,0.009375341759631997,2.4232294752171843,0.3808796328302999
56210effed6e5a000ac7f3a5,13,461,0.019703036879665767,0.009285762332474879,2.7654394404163107,0.3586395077095916
56210effed6e5a000ac7f3a5,14,276,0.018940942029504044,0.008437342835009933,2.9596418133218103,0.31981298043747847
56210effed6e5a000ac7f3a5,15,218,0.02019587155810273,0.010484644528382036,2.4929317938472106,0.37567501999620295
56210effed6e5a000ac7f3a5,16,69,0.019078260870256627,0.008116049263554555,2.29671276522545,0.46771448832522267
56210effed6e5a000ac7f3a5,17,44,0.017731818188318302,0.008950166233122347,2.2703427628028314,0.5036365585270179
56210effed6e5a000ac7f3a5,18,135,0.018455555558734987,0.008013697846138647,3.4243296673136947,0.36869929561813947
56210effed6e5a000ac7f3a5,19,138,0.01750507247586322,0.006445417348322683,2.9308765066478317,0.36482529578484857
56210effed6e5a000ac7f3a5,20,411,0.01942092457908394,0.008625526498478538,2.274760436941967,0.33496822285459366
56210effed6e5a000ac7f3a5,21,294,0.017944557822968544,0.0068043166149134564,2.8723735969630133,0.33402004308785715
56210effed6e5a000ac7f3a5,22,201,0.020330845772096772,0.010052091515885491,2.2238023972919003,0.2974659184823592
56210effed6e5a000ac7f3a5,23,36,0.018266666665338823,0.00893017356709607,1.6354734071378982,0.43314364883615797
56210effed6e5a000ac7f3a5,24,411,0.018732603402846354,0.008361097935699557,2.7195442738067537,0.3521258338491971
56210effed6e5a000ac7f3a5,25,502,0.01788645417775889,0.0067492097431440645,3.4775896770799135,0.3539398351190741
56210effed6e5a000ac7f3a5,26,483,0.017843478253958517,0.006646099365785348,3.404084444941296,0.4164302304402291
56210effed6e5a000ac7f3a5,27,165,0.019908484846751142,0.009315528639353672,2.312603340084383,0.3717395187211377
56210effed6e5a000ac7f3a5,28,189,0.02086825397102911,0.010125297346698856,1.4712269356602539,0.46523394627241765
56210effed6e5a000ac7f3a5,29,308,0.021008766230049745,0.011226194687098403,2.7220287316281278,0.4628827327956234
56210effed6e5a000ac7f3a5,30,468,0.01865982906400679,0.007867484484989676,2.7499594536998218,0.2370106635634343
56210effed6e5a000ac7f3a5,31,287,0.017530662021241178,0.005858390131099091,3.388262667789219,0.26324715915213326
56210effed6e5a000ac7f3a5,32,291,0.018582130580259912,0.007852029624614329,2.8389518187133094,0.291894997086003
56210effed6e5a000ac7f3a5,33,127,0.01830551179788416,0.0077742789892712265,2.3044935312778665,0.339536435223983
56210effed6e5a000ac7f3a5,34,323,0.01786253869983709,0.006503610259225266,3.1491292063303375,0.3789370263037084
56210effed6e5a000ac7f3a5,35,354,0.01791751412227605,0.006633730323221313,2.985349499264364,0.3588821192495217
56210effed6e5a000ac7f3a5,36,439,0.01850979499013195,0.007596163993676223,3.050378065818702,0.33772481396237597
56210effed6e5a000ac7f3a5,37,345,0.018224637677428875,0.007150561166271549,3.1395968445755806,0.28467527974454865
56210effed6e5a000ac7f3a5,38,519,0.01879788053123114,0.00828068037518747,2.947650666688765,0.29156843092021256
56210effed6e5a000ac7f3a5,39,118,0.01831525424091998,0.007641123854187963,2.6139810115417705,0.23993060942198546
56210effed6e5a000ac7f3a5,40,317,0.017619242905369724,0.0060197598094866335,3.510290630513352,0.3946747687813086
5640c041074be6000a5e997e,1,56,0.06850714285447926,0.013031442494287,4.494829494612877,0.3114559316445861
5640c041074be6000a5e997e,2,74,0.06655405405606403,0.015451108832691624,1.482416283265596,0.24700382549123479
5640c041074be6000a5e997e,3,45,0.06765999999906902,0.02289989479689699,1.3332124869840576,0.3804267254049322
5640c041074be6000a5e997e,4,99,0.06454949494907569,0.004000137083039021,-0.8324701986565692,0.3267357574080645
5640c041074be6000a5e997e,5,34,0.06470000000123194,0.00699904755454601,-3.275411546419042,0.24891925715152471
5640c041074be6000a5e997e,6,48,0.06714375000000404,0.017791605791568115,3.5480086287657198,0.3687848052081657
5640c041074be6000a5e997e,7,48,0.0620895833354454,0.018460541467743764,3.8114572090275445,0.3862426688507215
5640c041074be6000a5e997e,8,15,0.059106666665072936,0.02566460783371741,0.6818723082244234,0.5521590638276492
5640c041074be6000a5e997e,9,55,0.06354909090909229,0.010585679927670458,-2.05586230584295,0.3280564321672434
5640c041074be6000a5e997e,10,15,0.06287999999841141,0.013358795924609342,-3.301991828759438,0.6654436403576622
5640c041074be6000a5e997e,11,37,0.06750540540637434,0.015616176548613676,5.240962079156661,0.4143840692428612
5640c041074be6000a5e997e,12,31,0.06863870967376569,0.025942393584051374,2.585816489107164,0.26694669058995407
5640c041074be6000a5e997e,13,94,0.06408191489673484,0.009104565353520777,-3.885922429433065,0.26532999294492554
5640c041074be6000a5e997e,14,61,0.062313114752823626,0.010588428832427041,-3.8822509630059927,0.2920293685819181
5640c041074be6000a5e997e,15,34,0.06261176470466347,0.009782382578396991,-4.380874796295183,0.30830460701267
5640c041074be6000a5e997e,16,13,0.0607538461519987,0.01122761590482978,-2.2771704642870976,0.30927716633560226
