Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp
5ecd4acdb218ec085c6eefe6,33,280,91,37,65
5ecd4acdb218ec085c6eefe6,34,391,228,17,43
5ecd4acdb218ec085c6eefe6,35,322,199,0,4
5ecd4acdb218ec085c6eefe6,36,425,352,2,18
5ecd4acdb218ec085c6eefe6,37,611,376,25,50
5ecd4acdb218ec085c6eefe6,38,624,572,2,15
5ecd4acdb218ec085c6eefe6,39,148,45,7,19
5ecd4acdb218ec085c6eefe6,40,417,251,22,75
5ed543442db0060a955d12e1,1,1303,466,68,132
5ed543442db0060a955d12e1,2,1561,782,78,174
5ed543442db0060a955d12e1,3,1009,469,31,89
5ed543442db0060a955d12e1,4,1499,901,103,181
5ed543442db0060a955d12e1,5,401,42,20,28
5ed543442db0060a955d12e1,6,1606,556,157,232
5ed543442db0060a955d12e1,7,621,196,65,100
5ed543442db0060a955d12e1,8,135,26,2,2
5ed543442db0060a955d12e1,9,1014,318,129,161
5ed543442db0060a955d12e1,10,345,52,38,52
5ed543442db0060a955d12e1,11,968,305,101,148
5ed543442db0060a955d12e1,12,552,219,28,61
5ed543442db0060a955d12e1,13,1402,784,136,201
5ed543442db0060a955d12e1,14,588,268,34,46
5ed543442db0060a955d12e1,15,302,110,12,24
5ed543442db0060a955d12e1,16,192,26,4,6
5ed543442db0060a955d12e1,17,123,12,11,13
5ed543442db0060a955d12e1,18,210,42,12,21
5ed543442db0060a955d12e1,19,185,40,8,20
5ed543442db0060a955d12e1,20,1332,717,98,164
5ed543442db0060a955d12e1,21,785,330,49,77
5ed543442db0060a955d12e1,22,1010,419,60,124
5ed543442db0060a955d12e1,23,85,22,0,0
5ed543442db0060a955d12e1,24,989,405,95,163
5ed543442db0060a955d12e1,25,888,268,119,202
5ed543442db0060a955d12e1,26,682,332,46,96
5ed543442db0060a955d12e1,27,262,47,20,29
5ed543442db0060a955d12e1,28,828,249,86,143
5ed543442db0060a955d12e1,29,867,391,133,211
5ed543442db0060a955d12e1,30,854,346,145,208
5ed543442db0060a955d12e1,31,450,82,104,133
5ed543442db0060a955d12e1,32,725,256,62,108
5ed543442db0060a955d12e1,33,184,58,4,8
5ed543442db0060a955d12e1,34,615,293,30,78
5ed543442db0060a955d12e1,35,602,267,14,44
5ed543442db0060a955d12e1,36,582,242,29,67
5ed543442db0060a955d12e1,37,922,422,114,192
5ed543442db0060a955d12e1,38,938,612,53,112
5ed543442db0060a955d12e1,39,120,36,6,9
5ed543442db0060a955d12e1,40,685,317,41,76
5ed5eb6e89c9b81780219ab6,1,1274,370,366,375
5ed5eb6e89c9b81780219ab6,2,1146,408,195,249
5ed5eb6e89c9b81780219ab6,3,799,383,116,169
5ed5eb6e89c9b81780219ab6,4,1664,775,345,469
5ed5eb6e89c9b81780219ab6,5,369,54,6,6
5ed5eb6e89c9b81780219ab6,6,612,174,82,112
5ed5eb6e89c9b81780219ab6,7,468,159,29,53
5ed5eb6e89c9b81780219ab6,8,115,18,0,0
5ed5eb6e89c9b81780219ab6,9,855,225,199,239
5ed5eb6e89c9b81780219ab6,10,106,5,12,15
5ed5eb6e89c9b81780219ab6,11,662,182,38,83
5ed5eb6e89c9b81780219ab6,12,749,141,0,27
5ed5eb6e89c9b81780219ab6,13,1250,648,62,120
5ed5eb6e89c9b81780219ab6,14,768,271,121,188
5ed5eb6e89c9b81780219ab6,15,304,85,17,47
5ed5eb6e89c9b81780219ab6,16,97,17,10,10
5ed5eb6e89c9b81780219ab6,17,166,38,3,6
5ed5eb6e89c9b81780219ab6,18,148,26,12,15
5ed5eb6e89c9b81780219ab6,19,217,47,12,21
5ed5eb6e89c9b81780219ab6,20,1024,405,247,318
5ed5eb6e89c9b81780219ab6,21,173,29,65,85
5ed5eb6e89c9b81780219ab6,22,227,55,30,39
5ed5eb6e89c9b81780219ab6,23,87,0,26,26
5ed5eb6e89c9b81780219ab6,24,368,155,88,112
5ed5eb6e89c9b81780219ab6,25,240,84,34,34
5ed5eb6e89c9b81780219ab6,26,301,79,92,110
5ed5eb6e89c9b81780219ab6,27,381,0,295,295
5ed5eb6e89c9b81780219ab6,28,531,0,243,246
5ed5eb6e89c9b81780219ab6,29,955,306,243,254
5ed5eb6e89c9b81780219ab6,30,572,349,54,78
5ed5eb6e89c9b81780219ab6,31,610,200,23,66
5ed5eb6e89c9b81780219ab6,32,414,131,30,64
5ed5eb6e89c9b81780219ab6,33,359,96,30,63
5ed5eb6e89c9b81780219ab6,34,562,232,53,93
5ed5eb6e89c9b81780219ab6,35,436,80,18,35
5ed5eb6e89c9b81780219ab6,36,725,320,42,77
5ed5eb6e89c9b81780219ab6,37,710,515,10,33
5ed5eb6e89c9b81780219ab6,38,545,389,66,104
5ed5eb6e89c9b81780219ab6,39,202,53,0,0
5ed5eb6e89c9b81780219ab6,40,368,233,9,24
5edb15e94aaed578887b44ae,1,48,23,0,0
5edb15e94aaed578887b44ae,2,59,38,3,3
5edb15e94aaed578887b44ae,3,47,21,2,2
5edb15e94aaed578887b44ae,4,60,43,4,4
5edb15e94aaed578887b44ae,5,14,5,1,1
5edb15e94aaed578887b44ae,6,67,27,3,5
5edb15e94aaed578887b44ae,7,47,27,2,2
5edb15e94aaed578887b44ae,8,18,6,2,2
5edb15e94aaed578887b44ae,9,67,42,1,2
5edb15e94aaed578887b44ae,10,36,15,0,0
5edb15e94aaed578887b44ae,11,21,7,2,2
5edb15e94aaed578887b44ae,12,31,10,1,3
5edb15e94aaed578887b44ae,13,71,54,3,6
5edb15e94aaed578887b44ae,14,36,20,2,2
5edb15e94aaed578887b44ae,15,29,9,1,1
5edb15e94aaed578887b44ae,16,15,3,0,0
5edb15e94aaed578887b44ae,17,10,1,0,0
5edb15e94aaed578887b44ae,18,22,11,0,1
5edb15e94aaed578887b44ae,19,35,9,0,2
5edb15e94aaed578887b44ae,20,64,33,4,4
5edb15e94aaed578887b44ae,21,44,24,2,2
5edb15e94aaed578887b44ae,22,37,19,3,3
5edb15e94aaed578887b44ae,23,11,3,0,0
5edb15e94aaed578887b44ae,24,45,28,1,1
5edb15e94aaed578887b44ae,25,50,27,2,3
5edb15e94aaed578887b44ae,26,58,44,1,2
5edb15e94aaed578887b44ae,27,20,5,0,0
5edb15e94aaed578887b44ae,28,42,26,0,0
5edb15e94aaed578887b44ae,29,58,39,1,1
5edb15e94aaed578887b44ae,30,49,29,2,2
5edb15e94aaed578887b44ae,31,37,17,1,1
5edb15e94aaed578887b44ae,32,27,13,2,3
5edb15e94aaed578887b44ae,33,19,7,0,0
5edb15e94aaed578887b44ae,34,33,24,1,1
5edb15e94aaed578887b44ae,35,30,17,0,0
5edb15e94aaed578887b44ae,36,37,24,0,0
5edb15e94aaed578887b44ae,37,50,32,1,2
5edb15e94aaed578887b44ae,38,68,50,4,5
5edb15e94aaed578887b44ae,39,17,3,1,1
5edb15e94aaed578887b44ae,40,35,17,1,2
5eeaa8ee94a7f8046a02a20d,1,2531,1030,167,228
5eeaa8ee94a7f8046a02a20d,2,2738,1907,113,140
5eeaa8ee94a7f8046a02a20d,3,1512,860,111,138
5eeaa8ee94a7f8046a02a20d,4,2099,1577,81,132
5eeaa8ee94a7f8046a02a20d,5,1179,225,74,85
5eeaa8ee94a7f8046a02a20d,6,2491,1502,181,252
5eeaa8ee94a7f8046a02a20d,7,1509,886,53,81
5eeaa8ee94a7f8046a02a20d,8,461,109,0,8
5eeaa8ee94a7f8046a02a20d,9,1968,1128,50,96
5eeaa8ee94a7f8046a02a20d,10,837,417,17,39
5eeaa8ee94a7f8046a02a20d,11,2157,807,217,270
5eeaa8ee94a7f8046a02a20d,12,824,367,31,43
5eeaa8ee94a7f8046a02a20d,13,2470,1762,72,117
5eeaa8ee94a7f8046a02a20d,14,855,387,41,58
5eeaa8ee94a7f8046a02a20d,15,758,373,9,19
5eeaa8ee94a7f8046a02a20d,16,514,62,0,4
5eeaa8ee94a7f8046a02a20d,17,255,24,0,2
5eeaa8ee94a7f8046a02a20d,18,762,269,52,59
5eeaa8ee94a7f8046a02a20d,19,628,296,15,30
5eeaa8ee94a7f8046a02a20d,20,1860,1344,71,121
5eeaa8ee94a7f8046a02a20d,21,1442,858,68,90
5eeaa8ee94a7f8046a02a20d,22,2537,1238,137,191
5eeaa8ee94a7f8046a02a20d,23,166,17,0,0
5eeaa8ee94a7f8046a02a20d,24,1273,733,80,119
5eeaa8ee94a7f8046a02a20d,25,1377,740,63,94
5eeaa8ee94a7f8046a02a20d,26,1554,945,76,95
5eeaa8ee94a7f8046a02a20d,27,1055,299,47,72
5eeaa8ee94a7f8046a02a20d,28,2518,631,187,211
5eeaa8ee94a7f8046a02a20d,29,1591,964,95,131
5eeaa8ee94a7f8046a02a20d,30,3634,2005,256,352
5eeaa8ee94a7f8046a02a20d,31,1263,695,24,44
5eeaa8ee94a7f8046a02a20d,32,1089,645,61,71
5eeaa8ee94a7f8046a02a20d,33,412,128,52,58
5eeaa8ee94a7f8046a02a20d,34,1307,828,14,30
5eeaa8ee94a7f8046a02a20d,35,1060,522,52,58
5eeaa8ee94a7f8046a02a20d,36,1119,608,112,143
5eeaa8ee94a7f8046a02a20d,37,1711,1144,107,151
5eeaa8ee94a7f8046a02a20d,38,2502,1898,233,301
5eeaa8ee94a7f8046a02a20d,39,498,95,62,64
5eeaa8ee94a7f8046a02a20d,40,1086,285,179,199
5ef3832ddd7d5a0f19b24f20,1,524,166,9,38
5ef3832ddd7d5a0f19b24f20,2,743,381,13,37
5ef3832ddd7d5a0f19b24f20,3,424,274,6,27
5ef3832ddd7d5a0f19b24f20,4,569,479,5,32
5ef3832ddd7d5a0f19b24f20,5,109,21,3,3
5ef3832ddd7d5a0f19b24f20,6,243,137,5,19
5ef3832ddd7d5a0f19b24f20,7,236,137,5,7
5ef3832ddd7d5a0f19b24f20,8,51,14,0,0
5ef3832ddd7d5a0f19b24f20,9,340,209,7,29
5ef3832ddd7d5a0f19b24f20,10,91,31,0,0
5ef3832ddd7d5a0f19b24f20,11,312,133,0,11
5ef3832ddd7d5a0f19b24f20,12,182,105,0,12
5ef3832ddd7d5a0f19b24f20,13,492,413,3,26
5ef3832ddd7d5a0f19b24f20,14,326,224,0,16
5ef3832ddd7d5a0f19b24f20,15,197,118,0,0
5ef3832ddd7d5a0f19b24f20,16,38,6,0,0
5ef3832ddd7d5a0f19b24f20,17,38,8,0,0
5ef3832ddd7d5a0f19b24f20,18,146,27,0,6
5ef3832ddd7d5a0f19b24f20,19,118,28,0,0
5ef3832ddd7d5a0f19b24f20,20,395,350,0,8
5ef3832ddd7d5a0f19b24f20,21,300,138,3,5
5ef3832ddd7d5a0f19b24f20,22,317,173,0,10
5ef3832ddd7d5a0f19b24f20,23,52,0,0,0
5ef3832ddd7d5a0f19b24f20,24,480,194,3,21
5ef3832ddd7d5a0f19b24f20,25,461,113,5,24
5ef3832ddd7d5a0f19b24f20,26,474,161,14,20
5ef3832ddd7d5a0f19b24f20,27,128,5,0,2
5ef3832ddd7d5a0f19b24f20,28,241,75,0,2
5ef3832ddd7d5a0f19b24f20,29,456,183,5,26
5ef3832ddd7d5a0f19b24f20,30,413,124,3,13
5ef3832ddd7d5a0f19b24f20,31,292,108,10,23
5ef3832ddd7d5a0f19b24f20,32,329,240,0,2
5ef3832ddd7d5a0f19b24f20,33,140,78,0,0
5ef3832ddd7d5a0f19b24f20,34,347,212,0,12
5ef3832ddd7d5a0f19b24f20,35,322,169,3,3
5ef3832ddd7d5a0f19b24f20,36,551,284,7,16
5ef3832ddd7d5a0f19b24f20,37,333,113,11,25
5ef3832ddd7d5a0f19b24f20,38,524,416,8,22
5ef3832ddd7d5a0f19b24f20,39,90,11,0,0
5ef3832ddd7d5a0f19b24f20,40,337,156,11,19
5ef4b8cf1f15df0ae9c7a706,1,15,0,0,0
5ef4b8cf1f15df0ae9c7a706,2,22,0,0,0
5ef4b8cf1f15df0ae9c7a706,3,17,7,3,4
5ef4b8cf1f15df0ae9c7a706,4,21,10,2,3
5ef4b8cf1f15df0ae9c7a706,5,7,0,6,6
5ef4b8cf1f15df0ae9c7a706,6,46,4,23,26
5ef4b8cf1f15df0ae9c7a706,7,13,7,0,1
5ef4b8cf1f15df0ae9c7a706,8,9,1,0,0
5ef4b8cf1f15df0ae9c7a706,9,15,3,2,2
5ef4b8cf1f15df0ae9c7a706,10,6,0,2,2
5ef4b8cf1f15df0ae9c7a706,11,14,1,8,9
5ef4b8cf1f15df0ae9c7a706,12,17,1,9,10
5ef4b8cf1f15df0ae9c7a706,13,25,8,9,10
5ef4b8cf1f15df0ae9c7a706,14,21,6,1,1
5ef4b8cf1f15df0ae9c7a706,15,14,5,2,2
5ef4b8cf1f15df0ae9c7a706,16,5,0,4,4
5ef4b8cf1f15df0ae9c7a706,17,4,0,2,2
5ef4b8cf1f15df0ae9c7a706,18,12,2,3,3
5ef4b8cf1f15df0ae9c7a706,19,11,5,0,0
5ef4b8cf1f15df0ae9c7a706,20,14,6,2,2
5ef4b8cf1f15df0ae9c7a706,21,13,5,3,3
5ef4b8cf1f15df0ae9c7a706,22,5,2,0,0
5ef4b8cf1f15df0ae9c7a706,23,4,1,0,0
5ef4b8cf1f15df0ae9c7a706,24,14,6,0,0
5ef4b8cf1f15df0ae9c7a706,25,10,4,0,0
5ef4b8cf1f15df0ae9c7a706,26,18,6,1,1
5ef4b8cf1f15df0ae9c7a706,27,10,1,3,3
5ef4b8cf1f15df0ae9c7a706,28,11,2,3,4
5ef4b8cf1f15df0ae9c7a706,29,11,3,0,1
5ef4b8cf1f15df0ae9c7a706,30,17,8,2,3
5ef4b8cf1f15df0ae9c7a706,31,17,7,0,1
5ef4b8cf1f15df0ae9c7a706,32,20,5,1,4
5ef4b8cf1f15df0ae9c7a706,33,10,2,3,3
5ef4b8cf1f15df0ae9c7a706,34,27,12,3,3
5ef4b8cf1f15df0ae9c7a706,35,17,4,0,1
5ef4b8cf1f15df0ae9c7a706,36,32,4,15,15
5ef4b8cf1f15df0ae9c7a706,37,12,4,6,6
5ef4b8cf1f15df0ae9c7a706,38,25,9,6,6
5ef4b8cf1f15df0ae9c7a706,39,5,1,0,0
5ef4b8cf1f15df0ae9c7a706,40,20,6,4,5
5f0395a63963d05bc235abdb,1,952,254,209,262
5f0395a63963d05bc235abdb,2,1103,500,196,235
5f0395a63963d05bc235abdb,3,671,256,48,79
5f0395a63963d05bc235abdb,4,720,442,55,71
5f0395a63963d05bc235abdb,5,235,32,31,36
5f0395a63963d05bc235abdb,6,462,163,28,47
5f0395a63963d05bc235abdb,7,593,193,60,88
5f0395a63963d05bc235abdb,8,112,7,7,15
5f0395a63963d05bc235abdb,9,487,177,64,90
5f0395a63963d05bc235abdb,10,291,36,14,20
5f0395a63963d05bc235abdb,11,281,44,39,57
5f0395a63963d05bc235abdb,12,301,109,5,19
5f0395a63963d05bc235abdb,13,690,426,53,105
5f0395a63963d05bc235abdb,14,352,130,30,51
5f0395a63963d05bc235abdb,15,256,95,22,22
5f0395a63963d05bc235abdb,16,232,49,29,29
5f0395a63963d05bc235abdb,17,135,16,38,38
5f0395a63963d05bc235abdb,18,209,22,5,20
5f0395a63963d05bc235abdb,19,195,50,21,26
5f0395a63963d05bc235abdb,20,789,404,59,98
5f0395a63963d05bc235abdb,21,571,149,101,125
5f0395a63963d05bc235abdb,22,311,114,34,56
5f0395a63963d05bc235abdb,23,138,18,36,36
5f0395a63963d05bc235abdb,24,436,167,108,140
5f0395a63963d05bc235abdb,25,447,186,41,68
5f0395a63963d05bc235abdb,26,606,274,103,133
5f0395a63963d05bc235abdb,27,283,44,35,41
5f0395a63963d05bc235abdb,28,441,209,42,65
5f0395a63963d05bc235abdb,29,636,309,102,140
5f0395a63963d05bc235abdb,30,605,365,48,82
5f0395a63963d05bc235abdb,31,381,172,33,67
5f0395a63963d05bc235abdb,32,470,202,40,65
5f0395a63963d05bc235abdb,33,157,26,15,25
5f0395a63963d05bc235abdb,34,354,169,24,51
5f0395a63963d05bc235abdb,35,428,176,26,42
5f0395a63963d05bc235abdb,36,499,213,29,49
5f0395a63963d05bc235abdb,37,536,293,41,87
5f0395a63963d05bc235abdb,38,808,527,85,130
5f0395a63963d05bc235abdb,39,267,91,17,19
5f0395a63963d05bc235abdb,40,446,250,33,63
5f15ba922eed6a21fe83e78a,1,794,111,140,172
5f15ba922eed6a21fe83e78a,2,1301,504,198,240
5f15ba922eed6a21fe83e78a,3,947,354,49,73
5f15ba922eed6a21fe83e78a,4,1309,673,56,90
5f15ba922eed6a21fe83e78a,5,274,50,42,44
5f15ba922eed6a21fe83e78a,6,780,328,8,18
5f15ba922eed6a21fe83e78a,7,802,257,12,20
5f15ba922eed6a21fe83e78a,8,153,36,4,4
5f15ba922eed6a21fe83e78a,9,899,367,16,32
5f15ba922eed6a21fe83e78a,10,220,76,2,2
5f15ba922eed6a21fe83e78a,11,487,136,38,48
5f15ba922eed6a21fe83e78a,12,479,93,76,82
5f15ba922eed6a21fe83e78a,13,1343,729,66,96
5f15ba922eed6a21fe83e78a,14,559,177,36,50
5f15ba922eed6a21fe83e78a,15,474,161,24,34
5f15ba922eed6a21fe83e78a,16,155,26,6,8
5f15ba922eed6a21fe83e78a,17,142,32,10,10
5f15ba922eed6a21fe83e78a,18,300,75,20,22
5f15ba922eed6a21fe83e78a,19,252,46,26,26
5f15ba922eed6a21fe83e78a,20,1239,578,154,180
5f15ba922eed6a21fe83e78a,21,1003,404,146,176
5f15ba922eed6a21fe83e78a,22,1006,377,80,106
5f15ba922eed6a21fe83e78a,23,84,18,0,4
5f15ba922eed6a21fe83e78a,24,675,313,30,54
5f15ba922eed6a21fe83e78a,25,762,238,22,38
5f15ba922eed6a21fe83e78a,26,1108,277,244,285
5f15ba922eed6a21fe83e78a,27,301,42,50,70
5f15ba922eed6a21fe83e78a,28,704,208,140,166
5f15ba922eed6a21fe83e78a,29,1013,537,64,86
5f15ba922eed6a21fe83e78a,30,1140,571,88,134
5f15ba922eed6a21fe83e78a,31,584,178,72,76
5f15ba922eed6a21fe83e78a,32,671,280,76,86
5f15ba922eed6a21fe83e78a,33,261,62,16,18
5f15ba922eed6a21fe83e78a,34,682,375,18,28
5f15ba922eed6a21fe83e78a,35,571,276,14,24
5f15ba922eed6a21fe83e78a,36,826,407,58,82
5f15ba922eed6a21fe83e78a,37,923,466,119,137
5f15ba922eed6a21fe83e78a,38,1572,968,221,277
5f15ba922eed6a21fe83e78a,39,295,90,20,26
5f15ba922eed6a21fe83e78a,40,852,326,118,132
5f16f559325a640008bb9a07,1,292,57,94,125
5f16f559325a640008bb9a07,2,568,234,102,145
5f16f559325a640008bb9a07,3,500,206,14,60
5f16f559325a640008bb9a07,4,593,192,169,229
5f16f559325a640008bb9a07,5,256,34,71,94
5f16f559325a640008bb9a07,6,396,54,111,162
5f16f559325a640008bb9a07,7,226,52,58,70
5f16f559325a640008bb9a07,8,56,0,16,18
5f16f559325a640008bb9a07,9,307,50,55,86
5f16f559325a640008bb9a07,10,151,31,38,48
5f16f559325a640008bb9a07,11,203,29,67,80
5f16f559325a640008bb9a07,12,177,47,18,24
5f16f559325a640008bb9a07,13,576,262,106,133
5f16f559325a640008bb9a07,14,254,64,41,62
5f16f559325a640008bb9a07,15,207,26,55,70
5f16f559325a640008bb9a07,16,81,3,22,24
5f16f559325a640008bb9a07,17,56,17,0,2
5f16f559325a640008bb9a07,18,126,19,16,22
5f16f559325a640008bb9a07,19,120,19,4,12
5f16f559325a640008bb9a07,20,544,172,82,169
5f16f559325a640008bb9a07,21,420,134,68,88
5f16f559325a640008bb9a07,22,10,0,4,4
5f16f559325a640008bb9a07,23,190,12,26,31
5f16f559325a640008bb9a07,24,421,68,190,226
5f16f559325a640008bb9a07,25,310,39,198,214
5f16f559325a640008bb9a07,26,451,147,88,134
5f16f559325a640008bb9a07,27,179,55,21,35
5f16f559325a640008bb9a07,28,291,113,38,75
5f16f559325a640008bb9a07,29,446,133,132,189
5f16f559325a640008bb9a07,30,503,203,84,125
5f16f559325a640008bb9a07,31,270,84,53,85
5f16f559325a640008bb9a07,32,267,56,66,82
5f16f559325a640008bb9a07,33,141,31,31,36
5f16f559325a640008bb9a07,34,342,112,63,86
5f16f559325a640008bb9a07,35,224,61,61,74
5f16f559325a640008bb9a07,36,428,136,91,109
5f16f559325a640008bb9a07,37,417,129,117,143
5f16f559325a640008bb9a07,38,620,332,97,158
5f16f559325a640008bb9a07,39,85,2,40,42
5f16f559325a640008bb9a07,40,476,161,86,148
5f20c7843957f61f62c58bb6,1,484,48,132,155
5f20c7843957f61f62c58bb6,2,816,290,141,176
5f20c7843957f61f62c58bb6,3,987,428,142,216
5f20c7843957f61f62c58bb6,4,1371,719,146,222
5f20c7843957f61f62c58bb6,5,171,28,21,28
5f20c7843957f61f62c58bb6,6,577,203,57,95
5f20c7843957f61f62c58bb6,7,604,111,145,185
5f20c7843957f61f62c58bb6,8,82,7,17,20
5f20c7843957f61f62c58bb6,9,814,96,190,255
5f20c7843957f61f62c58bb6,10,271,1,96,120
5f20c7843957f61f62c58bb6,11,503,72,133,184
5f20c7843957f61f62c58bb6,12,618,151,92,136
5f20c7843957f61f62c58bb6,13,1013,488,135,212
5f20c7843957f61f62c58bb6,14,241,73,59,83
5f20c7843957f61f62c58bb6,15,406,65,92,164
5f20c7843957f61f62c58bb6,16,174,0,51,60
5f20c7843957f61f62c58bb6,17,83,6,19,36
5f20c7843957f61f62c58bb6,18,249,33,88,136
5f20c7843957f61f62c58bb6,19,306,26,172,208
5f20c7843957f61f62c58bb6,20,825,136,336,402
5f20c7843957f61f62c58bb6,21,757,28,100,118
5f20c7843957f61f62c58bb6,22,725,48,216,255
5f20c7843957f61f62c58bb6,23,71,0,11,11
5f20c7843957f61f62c58bb6,24,734,30,126,139
5f20c7843957f61f62c58bb6,25,567,87,73,114
5f20c7843957f61f62c58bb6,26,987,210,89,135
5f20c7843957f61f62c58bb6,27,60,0,22,24
5f20c7843957f61f62c58bb6,28,601,88,46,71
5f20c7843957f61f62c58bb6,29,966,343,73,139
5f20c7843957f61f62c58bb6,30,866,424,108,173
5f20c7843957f61f62c58bb6,31,479,166,42,60
5f20c7843957f61f62c58bb6,32,595,218,33,53
5f20c7843957f61f62c58bb6,33,296,124,2,11
5f20c7843957f61f62c58bb6,34,658,370,37,51
5f20c7843957f61f62c58bb6,35,508,274,8,15
5f20c7843957f61f62c58bb6,36,851,396,74,111
5f20c7843957f61f62c58bb6,37,862,347,215,241
5f20c7843957f61f62c58bb6,38,988,710,105,122
5f20c7843957f61f62c58bb6,39,125,47,2,6
5f20c7843957f61f62c58bb6,40,751,470,15,34
5f32bc368853aa03df112fc6,1,136,4,15,19
5f32bc368853aa03df112fc6,2,262,12,11,17
5f32bc368853aa03df112fc6,3,277,54,18,20
5f32bc368853aa03df112fc6,4,334,12,16,24
5f32bc368853aa03df112fc6,5,60,6,14,26
5f32bc368853aa03df112fc6,6,207,20,104,110
5f32bc368853aa03df112fc6,7,176,0,123,135
5f32bc368853aa03df112fc6,8,55,0,16,22
5f32bc368853aa03df112fc6,9,435,14,281,307
5f32bc368853aa03df112fc6,10,258,14,198,202
5f32bc368853aa03df112fc6,11,163,0,117,123
5f32bc368853aa03df112fc6,12,89,0,89,89
5f32bc368853aa03df112fc6,13,363,2,267,285
5f32bc368853aa03df112fc6,14,197,0,69,69
5f32bc368853aa03df112fc6,15,147,0,137,137
5f32bc368853aa03df112fc6,16,47,0,31,35
5f32bc368853aa03df112fc6,17,33,0,29,29
5f32bc368853aa03df112fc6,18,145,0,131,131
5f32bc368853aa03df112fc6,19,91,0,85,85
5f32bc368853aa03df112fc6,20,296,0,277,277
5f32bc368853aa03df112fc6,21,181,0,103,105
5f32bc368853aa03df112fc6,22,143,0,93,97
5f32bc368853aa03df112fc6,23,79,0,44,44
5f32bc368853aa03df112fc6,24,263,0,69,71
5f32bc368853aa03df112fc6,25,211,0,103,105
5f32bc368853aa03df112fc6,26,380,4,152,181
5f32bc368853aa03df112fc6,27,92,0,64,66
5f32bc368853aa03df112fc6,28,152,0,116,116
5f32bc368853aa03df112fc6,29,161,0,51,51
5f32bc368853aa03df112fc6,30,284,2,146,154
5f32bc368853aa03df112fc6,31,208,2,78,78
5f32bc368853aa03df112fc6,32,112,4,80,80
5f32bc368853aa03df112fc6,33,96,2,92,92
5f32bc368853aa03df112fc6,34,92,0,90,90
5f32bc368853aa03df112fc6,35,142,8,106,108
5f32bc368853aa03df112fc6,36,215,2,141,151
5f32bc368853aa03df112fc6,37,431,0,377,379
5f32bc368853aa03df112fc6,38,452,0,446,446
5f32bc368853aa03df112fc6,39,86,0,86,86
5f32bc368853aa03df112fc6,40,259,0,95,97
5f3a99865242340d71f85620,1,510,179,7,25
5f3a99865242340d71f85620,2,989,434,11,35
5f3a99865242340d71f85620,3,670,217,7,9
5f3a99865242340d71f85620,4,803,387,7,24
5f3a99865242340d71f85620,5,177,18,29,29
5f3a99865242340d71f85620,6,506,214,0,21
5f3a99865242340d71f85620,7,573,177,1,16
5f3a99865242340d71f85620,8,143,17,0,0
5f3a99865242340d71f85620,9,725,184,6,17
5f3a99865242340d71f85620,10,166,11,0,4
5f3a99865242340d71f85620,11,373,109,14,32
5f3a99865242340d71f85620,12,381,94,2,6
5f3a99865242340d71f85620,13,1578,672,15,51
5f3a99865242340d71f85620,14,395,101,12,23
5f3a99865242340d71f85620,15,340,76,0,1
5f3a99865242340d71f85620,16,153,13,5,6
5f3a99865242340d71f85620,17,205,30,0,3
5f3a99865242340d71f85620,18,368,71,18,48
5f3a99865242340d71f85620,19,286,57,14,28
5f3a99865242340d71f85620,20,1063,470,31,67
5f3a99865242340d71f85620,21,709,169,26,60
5f3a99865242340d71f85620,22,490,163,0,20
5f3a99865242340d71f85620,23,76,9,0,4
5f3a99865242340d71f85620,24,597,201,5,20
5f3a99865242340d71f85620,25,567,150,7,24
5f3a99865242340d71f85620,26,812,291,8,30
5f3a99865242340d71f85620,27,504,85,6,6
5f3a99865242340d71f85620,28,675,186,6,14
5f3a99865242340d71f85620,29,786,310,0,8
5f3a99865242340d71f85620,30,809,330,14,29
5f3a99865242340d71f85620,31,539,108,8,24
5f3a99865242340d71f85620,32,479,113,0,6
5f3a99865242340d71f85620,33,209,13,5,11
5f3a99865242340d71f85620,34,565,216,13,19
5f3a99865242340d71f85620,35,418,136,0,6
5f3a99865242340d71f85620,36,888,278,6,10
5f3a99865242340d71f85620,37,738,429,28,40
5f3a99865242340d71f85620,38,1443,1013,11,53
5f3a99865242340d71f85620,39,209,23,2,4
5f3a99865242340d71f85620,40,672,242,10,20
5f3ac1732efa0a74f975b1a8,1,1106,338,81,131
5f3ac1732efa0a74f975b1a8,2,1455,762,99,150
5f3ac1732efa0a74f975b1a8,3,1220,615,59,118
5f3ac1732efa0a74f975b1a8,4,2902,1437,361,484
5f3ac1732efa0a74f975b1a8,5,264,42,29,29
5f3ac1732efa0a74f975b1a8,6,1425,510,161,227
5f3ac1732efa0a74f975b1a8,7,747,295,80,117
5f3ac1732efa0a74f975b1a8,8,612,84,81,96
5f3ac1732efa0a74f975b1a8,9,1002,315,106,146
5f3ac1732efa0a74f975b1a8,10,219,40,30,30
5f3ac1732efa0a74f975b1a8,11,625,126,109,132
5f3ac1732efa0a74f975b1a8,12,587,138,84,142
5f3ac1732efa0a74f975b1a8,13,1178,563,195,262
5f3ac1732efa0a74f975b1a8,14,596,167,94,128
5f3ac1732efa0a74f975b1a8,15,454,111,59,84
5f3ac1732efa0a74f975b1a8,16,234,37,41,55
5f3ac1732efa0a74f975b1a8,17,108,14,10,15
5f3ac1732efa0a74f975b1a8,18,364,92,14,32
5f3ac1732efa0a74f975b1a8,19,279,58,10,23
