Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp
58935d5d4d77be0001689f14,23,91,3,0,0
58935d5d4d77be0001689f14,24,816,155,0,2
58935d5d4d77be0001689f14,25,654,304,0,12
58935d5d4d77be0001689f14,26,1324,403,4,40
58935d5d4d77be0001689f14,27,347,59,8,15
58935d5d4d77be0001689f14,28,916,319,10,26
58935d5d4d77be0001689f14,29,1129,453,152,174
58935d5d4d77be0001689f14,30,1340,698,90,185
58935d5d4d77be0001689f14,31,775,269,5,7
58935d5d4d77be0001689f14,32,772,387,0,0
58935d5d4d77be0001689f14,33,243,99,0,8
58935d5d4d77be0001689f14,34,792,463,58,58
58935d5d4d77be0001689f14,35,610,327,0,0
58935d5d4d77be0001689f14,36,660,356,4,4
58935d5d4d77be0001689f14,37,744,520,7,21
58935d5d4d77be0001689f14,38,1807,1602,0,3
58935d5d4d77be0001689f14,39,208,127,0,0
58935d5d4d77be0001689f14,40,927,727,4,4
58d2cb10f5899100018a05b8,1,835,269,253,282
58d2cb10f5899100018a05b8,2,972,491,215,261
58d2cb10f5899100018a05b8,3,755,406,101,169
58d2cb10f5899100018a05b8,4,932,553,134,197
58d2cb10f5899100018a05b8,5,198,55,16,26
58d2cb10f5899100018a05b8,6,523,146,124,164
58d2cb10f5899100018a05b8,7,419,195,71,94
58d2cb10f5899100018a05b8,8,150,31,10,20
58d2cb10f5899100018a05b8,9,711,265,173,200
58d2cb10f5899100018a05b8,10,211,111,17,19
58d2cb10f5899100018a05b8,11,494,37,96,131
58d2cb10f5899100018a05b8,12,363,68,24,53
58d2cb10f5899100018a05b8,13,826,392,181,230
58d2cb10f5899100018a05b8,14,382,144,62,87
58d2cb10f5899100018a05b8,15,294,99,19,46
58d2cb10f5899100018a05b8,16,197,0,14,23
58d2cb10f5899100018a05b8,17,340,18,4,26
58d2cb10f5899100018a05b8,18,511,38,71,140
58d2cb10f5899100018a05b8,19,233,16,55,87
58d2cb10f5899100018a05b8,20,867,394,205,272
58d2cb10f5899100018a05b8,21,581,250,47,118
58d2cb10f5899100018a05b8,22,344,147,70,100
58d2cb10f5899100018a05b8,23,104,19,4,4
58d2cb10f5899100018a05b8,24,444,252,70,101
58d2cb10f5899100018a05b8,25,326,145,54,104
58d2cb10f5899100018a05b8,26,593,192,156,192
58d2cb10f5899100018a05b8,27,340,8,78,91
58d2cb10f5899100018a05b8,28,392,134,41,58
58d2cb10f5899100018a05b8,29,545,183,115,163
58d2cb10f5899100018a05b8,30,601,181,55,134
58d2cb10f5899100018a05b8,31,394,52,134,182
58d2cb10f5899100018a05b8,32,547,190,100,160
58d2cb10f5899100018a05b8,33,195,13,29,35
58d2cb10f5899100018a05b8,34,384,164,57,83
58d2cb10f5899100018a05b8,35,381,82,114,126
58d2cb10f5899100018a05b8,36,648,263,190,240
58d2cb10f5899100018a05b8,37,778,219,227,309
58d2cb10f5899100018a05b8,38,886,316,348,458
58d2cb10f5899100018a05b8,39,267,33,68,105
58d2cb10f5899100018a05b8,40,871,190,280,366
58d7896b4240e5000118f705,1,447,14,182,208
58d7896b4240e5000118f705,2,747,112,282,350
58d7896b4240e5000118f705,3,514,118,205,249
58d7896b4240e5000118f705,4,698,224,222,293
58d7896b4240e5000118f705,5,145,16,16,35
58d7896b4240e5000118f705,6,480,147,166,198
58d7896b4240e5000118f705,7,704,45,335,402
58d7896b4240e5000118f705,8,113,14,26,32
58d7896b4240e5000118f705,9,963,51,611,661
58d7896b4240e5000118f705,10,116,14,44,50
58d7896b4240e5000118f705,11,396,115,104,132
58d7896b4240e5000118f705,12,440,105,144,176
58d7896b4240e5000118f705,13,771,247,342,434
58d7896b4240e5000118f705,14,517,26,298,368
58d7896b4240e5000118f705,15,394,86,101,151
58d7896b4240e5000118f705,16,123,8,50,68
58d7896b4240e5000118f705,17,189,14,53,73
58d7896b4240e5000118f705,18,505,30,293,321
58d7896b4240e5000118f705,19,165,15,118,120
58d7896b4240e5000118f705,20,722,47,514,557
58d7896b4240e5000118f705,21,400,42,170,190
58d7896b4240e5000118f705,22,700,47,384,420
58d7896b4240e5000118f705,23,199,22,74,78
58d7896b4240e5000118f705,24,461,94,185,211
58d7896b4240e5000118f705,25,563,28,385,425
58d7896b4240e5000118f705,26,509,2,478,480
58d7896b4240e5000118f705,27,614,45,268,316
58d7896b4240e5000118f705,28,595,222,141,177
58d7896b4240e5000118f705,29,623,195,204,262
58d7896b4240e5000118f705,30,621,273,109,202
58d7896b4240e5000118f705,31,474,14,321,358
58d7896b4240e5000118f705,32,461,75,251,266
58d7896b4240e5000118f705,33,294,80,46,72
58d7896b4240e5000118f705,34,424,123,126,150
58d7896b4240e5000118f705,35,479,164,98,141
58d7896b4240e5000118f705,36,482,129,146,182
58d7896b4240e5000118f705,37,832,190,333,383
58d7896b4240e5000118f705,38,1078,294,551,662
58d7896b4240e5000118f705,39,257,4,231,235
58d7896b4240e5000118f705,40,560,26,508,518
58e79ac632bebb0001b741ec,1,403,107,54,69
58e79ac632bebb0001b741ec,2,602,171,163,189
58e79ac632bebb0001b741ec,3,1170,277,301,384
58e79ac632bebb0001b741ec,4,437,123,138,155
58e79ac632bebb0001b741ec,5,164,12,43,51
58e79ac632bebb0001b741ec,6,302,44,163,167
58e79ac632bebb0001b741ec,7,365,27,194,218
58e79ac632bebb0001b741ec,8,87,8,20,23
58e79ac632bebb0001b741ec,9,464,102,169,199
58e79ac632bebb0001b741ec,10,136,24,25,37
58e79ac632bebb0001b741ec,11,435,77,103,115
58e79ac632bebb0001b741ec,12,237,62,25,35
58e79ac632bebb0001b741ec,13,584,295,85,137
58e79ac632bebb0001b741ec,14,232,77,27,35
58e79ac632bebb0001b741ec,15,215,35,65,83
58e79ac632bebb0001b741ec,16,164,26,13,15
58e79ac632bebb0001b741ec,17,74,16,9,13
58e79ac632bebb0001b741ec,18,148,19,32,52
58e79ac632bebb0001b741ec,19,170,34,31,39
58e79ac632bebb0001b741ec,20,490,151,117,135
58e79ac632bebb0001b741ec,21,567,101,136,148
58e79ac632bebb0001b741ec,22,365,94,72,103
58e79ac632bebb0001b741ec,23,80,10,0,5
58e79ac632bebb0001b741ec,24,397,113,91,111
58e79ac632bebb0001b741ec,25,240,58,50,56
58e79ac632bebb0001b741ec,26,373,154,54,63
58e79ac632bebb0001b741ec,27,185,19,97,104
58e79ac632bebb0001b741ec,28,453,64,162,173
58e79ac632bebb0001b741ec,29,478,235,91,104
58e79ac632bebb0001b741ec,30,409,64,250,270
58e79ac632bebb0001b741ec,31,377,42,151,155
58e79ac632bebb0001b741ec,32,398,106,69,84
58e79ac632bebb0001b741ec,33,225,24,42,68
58e79ac632bebb0001b741ec,34,336,50,109,123
58e79ac632bebb0001b741ec,35,297,69,50,56
58e79ac632bebb0001b741ec,36,356,6,180,183
58e79ac632bebb0001b741ec,37,478,186,80,123
58e79ac632bebb0001b741ec,38,685,279,208,233
58e79ac632bebb0001b741ec,39,158,25,44,66
58e79ac632bebb0001b741ec,40,436,89,131,149
592bb32c943e670001cde123,1,566,295,16,40
592bb32c943e670001cde123,2,918,583,32,58
592bb32c943e670001cde123,3,27,19,0,2
592bb32c943e670001cde123,4,2350,1535,153,270
592bb32c943e670001cde123,5,246,51,45,53
592bb32c943e670001cde123,6,480,276,26,42
592bb32c943e670001cde123,7,660,429,5,36
592bb32c943e670001cde123,8,189,53,0,0
592bb32c943e670001cde123,9,760,414,34,63
592bb32c943e670001cde123,10,179,86,0,9
592bb32c943e670001cde123,11,489,198,26,41
592bb32c943e670001cde123,12,401,226,7,10
592bb32c943e670001cde123,13,1218,815,82,158
592bb32c943e670001cde123,14,347,212,14,17
592bb32c943e670001cde123,15,572,263,10,37
592bb32c943e670001cde123,16,142,25,22,31
592bb32c943e670001cde123,17,139,20,0,0
592bb32c943e670001cde123,18,466,150,12,31
592bb32c943e670001cde123,19,1651,520,99,189
592bb32c943e670001cde123,20,846,559,12,31
592bb32c943e670001cde123,21,1497,623,160,227
592bb32c943e670001cde123,22,700,383,13,31
592bb32c943e670001cde123,23,102,35,0,4
592bb32c943e670001cde123,24,719,516,4,29
592bb32c943e670001cde123,25,568,327,12,32
592bb32c943e670001cde123,26,1166,840,13,63
592bb32c943e670001cde123,27,1200,327,100,162
592bb32c943e670001cde123,28,545,340,17,39
592bb32c943e670001cde123,29,713,392,41,70
592bb32c943e670001cde123,30,4471,2780,178,295
592bb32c943e670001cde123,31,520,317,17,29
592bb32c943e670001cde123,32,631,404,13,35
592bb32c943e670001cde123,33,235,96,5,7
592bb32c943e670001cde123,34,824,469,50,84
592bb32c943e670001cde123,35,623,428,24,39
592bb32c943e670001cde123,36,446,328,26,49
592bb32c943e670001cde123,37,3089,1745,70,133
592bb32c943e670001cde123,38,838,689,24,56
592bb32c943e670001cde123,39,345,97,0,0
592bb32c943e670001cde123,40,1515,958,77,167
598ba20f716a2c000187ce01,1,1393,602,240,328
598ba20f716a2c000187ce01,2,1943,1076,258,396
598ba20f716a2c000187ce01,3,1523,991,78,164
598ba20f716a2c000187ce01,4,1850,1216,260,364
598ba20f716a2c000187ce01,5,644,107,10,14
598ba20f716a2c000187ce01,6,1075,679,42,94
598ba20f716a2c000187ce01,7,1229,786,81,163
598ba20f716a2c000187ce01,8,341,115,0,4
598ba20f716a2c000187ce01,9,1581,1018,83,175
598ba20f716a2c000187ce01,10,566,256,56,104
598ba20f716a2c000187ce01,11,828,431,24,69
598ba20f716a2c000187ce01,12,936,516,27,59
598ba20f716a2c000187ce01,13,1768,1340,112,230
598ba20f716a2c000187ce01,14,792,462,86,122
598ba20f716a2c000187ce01,15,741,440,35,74
598ba20f716a2c000187ce01,16,337,95,2,8
598ba20f716a2c000187ce01,17,260,77,4,4
598ba20f716a2c000187ce01,18,728,356,40,54
598ba20f716a2c000187ce01,19,580,225,20,52
598ba20f716a2c000187ce01,20,1916,881,130,213
598ba20f716a2c000187ce01,21,1587,1014,75,171
598ba20f716a2c000187ce01,22,1960,1397,54,131
598ba20f716a2c000187ce01,23,194,91,0,0
598ba20f716a2c000187ce01,24,1130,718,88,206
598ba20f716a2c000187ce01,25,852,504,52,124
598ba20f716a2c000187ce01,26,1135,742,68,152
598ba20f716a2c000187ce01,27,459,174,12,29
598ba20f716a2c000187ce01,28,1200,803,76,158
598ba20f716a2c000187ce01,29,1181,910,46,118
598ba20f716a2c000187ce01,30,1703,1291,38,104
598ba20f716a2c000187ce01,31,963,549,78,138
598ba20f716a2c000187ce01,32,1343,786,64,138
598ba20f716a2c000187ce01,33,768,246,37,75
598ba20f716a2c000187ce01,34,965,345,117,153
598ba20f716a2c000187ce01,35,940,164,223,255
598ba20f716a2c000187ce01,36,1073,439,197,227
598ba20f716a2c000187ce01,37,1408,262,521,641
598ba20f716a2c000187ce01,38,1908,419,800,854
598ba20f716a2c000187ce01,39,377,18,249,253
598ba20f716a2c000187ce01,40,1324,74,805,829
5993020a5f49420001caf86b,1,767,314,46,62
5993020a5f49420001caf86b,2,1101,693,32,38
5993020a5f49420001caf86b,3,1060,502,34,48
5993020a5f49420001caf86b,4,1183,717,64,94
5993020a5f49420001caf86b,5,226,13,0,0
5993020a5f49420001caf86b,6,455,109,4,4
5993020a5f49420001caf86b,7,584,170,6,8
5993020a5f49420001caf86b,8,223,12,16,16
5993020a5f49420001caf86b,9,703,109,18,30
5993020a5f49420001caf86b,10,223,12,12,18
5993020a5f49420001caf86b,11,475,184,96,114
5993020a5f49420001caf86b,12,378,199,42,50
5993020a5f49420001caf86b,13,967,780,115,147
5993020a5f49420001caf86b,14,456,310,32,42
5993020a5f49420001caf86b,15,427,248,16,24
5993020a5f49420001caf86b,16,210,24,0,0
5993020a5f49420001caf86b,17,206,8,0,0
5993020a5f49420001caf86b,18,234,21,0,2
5993020a5f49420001caf86b,19,290,14,8,8
5993020a5f49420001caf86b,20,844,173,115,143
5993020a5f49420001caf86b,21,708,297,28,36
5993020a5f49420001caf86b,22,598,98,24,40
5993020a5f49420001caf86b,23,86,2,0,0
5993020a5f49420001caf86b,24,671,297,20,36
5993020a5f49420001caf86b,25,486,106,28,42
5993020a5f49420001caf86b,26,632,121,92,115
5993020a5f49420001caf86b,27,284,13,9,9
5993020a5f49420001caf86b,28,370,14,50,62
5993020a5f49420001caf86b,29,637,142,52,72
5993020a5f49420001caf86b,30,843,187,112,124
5993020a5f49420001caf86b,31,510,145,34,40
5993020a5f49420001caf86b,32,557,225,32,42
5993020a5f49420001caf86b,33,306,24,26,34
5993020a5f49420001caf86b,34,748,207,120,150
5993020a5f49420001caf86b,35,514,286,64,82
5993020a5f49420001caf86b,36,642,430,134,150
5993020a5f49420001caf86b,37,604,183,14,16
5993020a5f49420001caf86b,38,813,241,134,146
5993020a5f49420001caf86b,39,244,9,4,12
5993020a5f49420001caf86b,40,597,27,168,180
5999a1096b939900012da1c7,1,223,45,32,56
5999a1096b939900012da1c7,2,369,189,30,62
5999a1096b939900012da1c7,3,293,155,32,40
5999a1096b939900012da1c7,4,313,221,4,10
5999a1096b939900012da1c7,5,71,18,11,15
5999a1096b939900012da1c7,6,329,98,30,52
5999a1096b939900012da1c7,7,221,88,12,32
5999a1096b939900012da1c7,8,57,3,10,20
5999a1096b939900012da1c7,9,235,96,36,71
5999a1096b939900012da1c7,10,89,23,26,40
5999a1096b939900012da1c7,11,141,15,18,18
5999a1096b939900012da1c7,12,119,4,6,6
5999a1096b939900012da1c7,13,253,93,26,30
5999a1096b939900012da1c7,14,181,50,38,46
5999a1096b939900012da1c7,15,116,63,2,2
5999a1096b939900012da1c7,16,30,2,0,0
5999a1096b939900012da1c7,17,41,0,0,0
5999a1096b939900012da1c7,18,79,4,0,0
5999a1096b939900012da1c7,19,55,6,10,12
5999a1096b939900012da1c7,20,217,151,28,38
5999a1096b939900012da1c7,21,177,13,26,28
5999a1096b939900012da1c7,22,107,8,8,8
5999a1096b939900012da1c7,23,24,0,0,0
5999a1096b939900012da1c7,24,168,8,40,46
5999a1096b939900012da1c7,25,103,0,35,35
5999a1096b939900012da1c7,26,201,0,88,90
5999a1096b939900012da1c7,27,109,12,20,22
5999a1096b939900012da1c7,28,143,10,28,36
5999a1096b939900012da1c7,29,218,68,35,39
5999a1096b939900012da1c7,30,201,8,47,59
5999a1096b939900012da1c7,31,193,11,86,90
5999a1096b939900012da1c7,32,96,2,35,37
5999a1096b939900012da1c7,33,81,2,45,45
5999a1096b939900012da1c7,34,159,16,60,60
5999a1096b939900012da1c7,35,118,0,56,56
5999a1096b939900012da1c7,36,197,12,82,88
5999a1096b939900012da1c7,37,221,47,54,66
5999a1096b939900012da1c7,38,235,55,38,38
5999a1096b939900012da1c7,39,62,0,6,8
5999a1096b939900012da1c7,40,132,10,60,66
59f226a9d6380600018b2923,1,1076,342,107,127
59f226a9d6380600018b2923,2,1329,603,165,205
59f226a9d6380600018b2923,3,1207,378,287,314
59f226a9d6380600018b2923,4,1808,877,452,484
59f226a9d6380600018b2923,5,370,31,34,49
59f226a9d6380600018b2923,6,951,403,195,217
59f226a9d6380600018b2923,7,986,373,207,225
59f226a9d6380600018b2923,8,241,58,36,49
59f226a9d6380600018b2923,9,1221,478,192,225
59f226a9d6380600018b2923,10,447,102,84,90
59f226a9d6380600018b2923,11,635,132,195,212
59f226a9d6380600018b2923,12,644,278,114,121
59f226a9d6380600018b2923,13,1726,1001,205,241
59f226a9d6380600018b2923,14,956,351,112,119
59f226a9d6380600018b2923,15,669,251,52,62
59f226a9d6380600018b2923,16,280,16,30,34
59f226a9d6380600018b2923,17,182,30,0,0
59f226a9d6380600018b2923,18,430,105,110,123
59f226a9d6380600018b2923,19,440,127,55,65
59f226a9d6380600018b2923,20,1493,745,214,252
59f226a9d6380600018b2923,21,1088,383,304,352
59f226a9d6380600018b2923,22,938,318,223,253
59f226a9d6380600018b2923,23,171,51,8,8
59f226a9d6380600018b2923,24,960,422,270,326
59f226a9d6380600018b2923,25,971,269,367,389
59f226a9d6380600018b2923,26,1403,549,412,454
59f226a9d6380600018b2923,27,501,78,192,208
59f226a9d6380600018b2923,28,812,130,405,437
59f226a9d6380600018b2923,29,1108,372,417,439
59f226a9d6380600018b2923,30,1299,378,406,438
59f226a9d6380600018b2923,31,825,187,446,460
59f226a9d6380600018b2923,32,881,162,326,348
59f226a9d6380600018b2923,33,344,64,69,79
59f226a9d6380600018b2923,34,850,304,157,171
59f226a9d6380600018b2923,35,908,322,171,199
59f226a9d6380600018b2923,36,1095,411,249,275
59f226a9d6380600018b2923,37,1173,499,233,288
59f226a9d6380600018b2923,38,1553,1044,287,319
59f226a9d6380600018b2923,39,467,152,61,69
59f226a9d6380600018b2923,40,1088,572,186,202
5a08c9a7f2e3460001edb063,1,419,244,26,52
5a08c9a7f2e3460001edb063,2,1061,750,68,168
5a08c9a7f2e3460001edb063,3,574,302,54,122
5a08c9a7f2e3460001edb063,4,652,371,64,120
5a08c9a7f2e3460001edb063,5,132,26,2,8
5a08c9a7f2e3460001edb063,6,383,243,26,52
5a08c9a7f2e3460001edb063,7,492,336,36,78
5a08c9a7f2e3460001edb063,8,57,19,0,4
5a08c9a7f2e3460001edb063,9,877,375,60,165
5a08c9a7f2e3460001edb063,10,258,40,26,44
5a08c9a7f2e3460001edb063,11,568,273,96,136
5a08c9a7f2e3460001edb063,12,447,200,100,132
5a08c9a7f2e3460001edb063,13,731,495,104,160
5a08c9a7f2e3460001edb063,14,402,147,64,104
5a08c9a7f2e3460001edb063,15,267,62,38,68
5a08c9a7f2e3460001edb063,16,90,34,2,2
5a08c9a7f2e3460001edb063,17,55,23,0,0
5a08c9a7f2e3460001edb063,18,292,134,8,22
5a08c9a7f2e3460001edb063,19,138,65,6,16
5a08c9a7f2e3460001edb063,20,869,606,64,134
5a08c9a7f2e3460001edb063,21,677,389,64,138
5a08c9a7f2e3460001edb063,22,797,514,63,117
5a08c9a7f2e3460001edb063,23,42,9,4,4
5a08c9a7f2e3460001edb063,24,796,578,42,116
5a08c9a7f2e3460001edb063,25,368,236,28,54
5a08c9a7f2e3460001edb063,26,530,401,21,69
5a08c9a7f2e3460001edb063,27,550,272,8,18
5a08c9a7f2e3460001edb063,28,344,242,8,16
5a08c9a7f2e3460001edb063,29,586,460,28,60
5a08c9a7f2e3460001edb063,30,762,525,36,106
5a08c9a7f2e3460001edb063,31,348,159,4,10
5a08c9a7f2e3460001edb063,32,365,217,2,2
5a08c9a7f2e3460001edb063,33,179,80,4,4
5a08c9a7f2e3460001edb063,34,410,308,0,14
5a08c9a7f2e3460001edb063,35,448,319,4,10
5a08c9a7f2e3460001edb063,36,573,469,2,18
5a08c9a7f2e3460001edb063,37,496,366,12,36
5a08c9a7f2e3460001edb063,38,862,420,238,320
5a08c9a7f2e3460001edb063,39,124,8,28,44
5a08c9a7f2e3460001edb063,40,578,150,272,338
5a4444fc56ec1100014a29e1,1,43,16,0,0
5a4444fc56ec1100014a29e1,2,722,590,32,65
5a4444fc56ec1100014a29e1,3,509,434,17,25
5a4444fc56ec1100014a29e1,4,521,371,22,52
5a4444fc56ec1100014a29e1,5,103,25,0,0
5a4444fc56ec1100014a29e1,6,271,154,12,29
5a4444fc56ec1100014a29e1,7,380,99,117,127
5a4444fc56ec1100014a29e1,8,79,23,0,2
5a4444fc56ec1100014a29e1,9,680,182,13,54
5a4444fc56ec1100014a29e1,10,99,14,3,7
5a4444fc56ec1100014a29e1,11,309,47,13,37
5a4444fc56ec1100014a29e1,12,279,39,2,11
5a4444fc56ec1100014a29e1,13,528,309,28,60
5a4444fc56ec1100014a29e1,14,343,118,12,33
5a4444fc56ec1100014a29e1,15,325,48,15,40
5a4444fc56ec1100014a29e1,16,56,4,0,0
5a4444fc56ec1100014a29e1,17,61,29,0,0
5a4444fc56ec1100014a29e1,18,117,53,0,9
5a4444fc56ec1100014a29e1,19,128,58,0,0
5a4444fc56ec1100014a29e1,20,472,297,7,28
5a4444fc56ec1100014a29e1,21,434,256,5,19
5a4444fc56ec1100014a29e1,22,448,205,43,71
5a4444fc56ec1100014a29e1,23,35,12,0,0
5a4444fc56ec1100014a29e1,24,421,183,65,131
5a4444fc56ec1100014a29e1,25,373,251,8,14
5a4444fc56ec1100014a29e1,26,551,374,2,15
5a4444fc56ec1100014a29e1,27,174,3,0,5
5a4444fc56ec1100014a29e1,28,356,78,39,57
5a4444fc56ec1100014a29e1,29,668,366,59,97
5a4444fc56ec1100014a29e1,30,655,380,11,24
5a4444fc56ec1100014a29e1,31,255,29,72,84
5a4444fc56ec1100014a29e1,32,1131,219,88,114
5a4444fc56ec1100014a29e1,33,124,0,0,5
5a4444fc56ec1100014a29e1,34,482,168,24,48
5a4444fc56ec1100014a29e1,35,207,32,3,5
5a4444fc56ec1100014a29e1,36,112,33,3,10
5a4444fc56ec1100014a29e1,37,6,0,0,0
5a4444fc56ec1100014a29e1,38,708,554,40,70
5a4444fc56ec1100014a29e1,39,76,0,0,8
5a4444fc56ec1100014a29e1,40,389,90,18,27
5a57cb50acc75b00017a2b01,1,211,41,28,38
5a57cb50acc75b00017a2b01,2,259,144,29,45
5a57cb50acc75b00017a2b01,3,118,38,24,39
5a57cb50acc75b00017a2b01,4,253,140,30,56
5a57cb50acc75b00017a2b01,5,82,12,2,4
5a57cb50acc75b00017a2b01,6,114,46,18,28
5a57cb50acc75b00017a2b01,7,103,43,4,10
5a57cb50acc75b00017a2b01,8,17,2,4,6
5a57cb50acc75b00017a2b01,9,124,62,4,8
5a57cb50acc75b00017a2b01,10,59,10,8,8
5a57cb50acc75b00017a2b01,11,110,58,5,9
5a57cb50acc75b00017a2b01,12,101,42,10,10
5a57cb50acc75b00017a2b01,13,225,131,39,49
5a57cb50acc75b00017a2b01,14,87,37,14,14
5a57cb50acc75b00017a2b01,15,54,10,14,20
5a57cb50acc75b00017a2b01,16,28,6,0,0
5a57cb50acc75b00017a2b01,17,24,3,2,2
5a57cb50acc75b00017a2b01,18,84,12,10,14
5a57cb50acc75b00017a2b01,19,39,4,14,18
5a57cb50acc75b00017a2b01,20,197,95,30,40
5a57cb50acc75b00017a2b01,21,131,54,15,15
5a57cb50acc75b00017a2b01,22,116,26,16,24
5a57cb50acc75b00017a2b01,23,25,2,4,4
5a57cb50acc75b00017a2b01,24,126,34,34,41
5a57cb50acc75b00017a2b01,25,117,28,16,26
5a57cb50acc75b00017a2b01,26,134,62,20,24
5a57cb50acc75b00017a2b01,27,65,22,4,4
5a57cb50acc75b00017a2b01,28,120,29,18,22
5a57cb50acc75b00017a2b01,29,174,89,30,44
5a57cb50acc75b00017a2b01,30,156,78,24,32
5a57cb50acc75b00017a2b01,31,120,38,15,23
5a57cb50acc75b00017a2b01,32,115,44,22,26
5a57cb50acc75b00017a2b01,33,53,6,21,23
5a57cb50acc75b00017a2b01,34,97,28,22,26
5a57cb50acc75b00017a2b01,35,107,42,18,20
5a57cb50acc75b00017a2b01,36,126,44,44,56
5a57cb50acc75b00017a2b01,37,129,78,13,17
5a57cb50acc75b00017a2b01,38,195,117,57,59
5a57cb50acc75b00017a2b01,39,40,8,8,14
5a57cb50acc75b00017a2b01,40,137,58,36,46
5a69794e31b87a0001c76690,1,254,79,4,12
5a69794e31b87a0001c76690,2,521,297,9,16
5a69794e31b87a0001c76690,3,461,280,8,16
5a69794e31b87a0001c76690,4,573,484,6,10
5a69794e31b87a0001c76690,5,84,8,17,17
5a69794e31b87a0001c76690,6,451,260,55,74
5a69794e31b87a0001c76690,7,417,258,11,17
5a69794e31b87a0001c76690,8,106,33,2,2
5a69794e31b87a0001c76690,9,391,211,18,20
5a69794e31b87a0001c76690,10,157,75,2,10
5a69794e31b87a0001c76690,11,214,98,26,38
5a69794e31b87a0001c76690,12,356,171,21,41
5a69794e31b87a0001c76690,13,554,417,30,42
5a69794e31b87a0001c76690,14,300,134,24,30
5a69794e31b87a0001c76690,15,324,108,31,62
5a69794e31b87a0001c76690,16,60,6,1,1
5a69794e31b87a0001c76690,17,104,13,0,0
5a69794e31b87a0001c76690,18,255,111,8,10
5a69794e31b87a0001c76690,19,122,52,0,2
5a69794e31b87a0001c76690,20,545,353,26,38
5a69794e31b87a0001c76690,21,520,286,37,50
5a69794e31b87a0001c76690,22,441,204,20,44
5a69794e31b87a0001c76690,23,40,2,2,2
5a69794e31b87a0001c76690,24,339,177,20,28
5a69794e31b87a0001c76690,25,525,193,94,132
5a69794e31b87a0001c76690,26,561,321,12,16
5a69794e31b87a0001c76690,27,212,68,4,4
5a69794e31b87a0001c76690,28,328,201,4,6
5a69794e31b87a0001c76690,29,512,361,41,45
5a69794e31b87a0001c76690,30,552,380,18,46
5a69794e31b87a0001c76690,31,248,137,14,20
5a69794e31b87a0001c76690,32,257,176,7,9
5a69794e31b87a0001c76690,33,244,88,8,8
5a69794e31b87a0001c76690,34,289,161,18,18
5a69794e31b87a0001c76690,35,329,197,8,12
5a69794e31b87a0001c76690,36,387,262,12,16
5a69794e31b87a0001c76690,37,460,349,13,19
5a69794e31b87a0001c76690,38,442,308,17,31
5a69794e31b87a0001c76690,39,153,39,14,18
5a69794e31b87a0001c76690,40,435,265,11,27
5a78b8355292b800012284ca,1,1060,594,16,22
5a78b8355292b800012284ca,2,870,665,26,40
5a78b8355292b800012284ca,3,752,489,12,18
5a78b8355292b800012284ca,4,1017,795,22,32
5a78b8355292b800012284ca,5,216,62,0,0
5a78b8355292b800012284ca,6,446,288,20,36
5a78b8355292b800012284ca,7,578,375,10,18
5a78b8355292b800012284ca,8,305,135,0,2
5a78b8355292b800012284ca,9,573,415,44,52
5a78b8355292b800012284ca,10,249,94,10,12
5a78b8355292b800012284ca,11,462,150,30,40
5a78b8355292b800012284ca,12,465,150,4,6
5a78b8355292b800012284ca,13,1001,597,42,50
5a78b8355292b800012284ca,14,423,143,14,34
5a78b8355292b800012284ca,15,409,73,36,38
5a78b8355292b800012284ca,16,212,32,4,4
5a78b8355292b800012284ca,17,136,48,0,0
5a78b8355292b800012284ca,18,278,40,20,24
5a78b8355292b800012284ca,19,184,16,12,16
5a78b8355292b800012284ca,20,765,377,64,74
5a78b8355292b800012284ca,21,569,170,44,60
5a78b8355292b800012284ca,22,512,143,50,58
5a78b8355292b800012284ca,23,74,8,6,6
5a78b8355292b800012284ca,24,662,256,82,94
5a78b8355292b800012284ca,25,503,215,46,53
5a78b8355292b800012284ca,26,816,372,98,116
5a78b8355292b800012284ca,27,321,76,14,18
5a78b8355292b800012284ca,28,541,273,66,80
5a78b8355292b800012284ca,29,925,589,66,72
5a78b8355292b800012284ca,30,865,462,44,56
5a78b8355292b800012284ca,31,514,200,72,86
5a78b8355292b800012284ca,32,534,158,36,42
5a78b8355292b800012284ca,33,294,96,2,4
5a78b8355292b800012284ca,34,524,141,66,78
5a78b8355292b800012284ca,35,507,154,41,57
5a78b8355292b800012284ca,36,643,315,64,72
5a78b8355292b800012284ca,37,1154,548,104,126
5a78b8355292b800012284ca,38,1061,732,106,128
5a78b8355292b800012284ca,39,181,39,4,8
5a78b8355292b800012284ca,40,700,285,42,54
5a8b1ee2000dab00018cc7cd,1,356,105,65,77
5a8b1ee2000dab00018cc7cd,2,576,85,291,297
5a8b1ee2000dab00018cc7cd,3,484,79,145,151
5a8b1ee2000dab00018cc7cd,4,564,216,174,180
5a8b1ee2000dab00018cc7cd,5,130,0,32,39
5a8b1ee2000dab00018cc7cd,6,352,81,109,129
5a8b1ee2000dab00018cc7cd,7,304,20,190,202
5a8b1ee2000dab00018cc7cd,8,98,12,25,29
5a8b1ee2000dab00018cc7cd,9,458,45,242,256
5a8b1ee2000dab00018cc7cd,10,138,6,94,94
5a8b1ee2000dab00018cc7cd,11,387,28,221,231
5a8b1ee2000dab00018cc7cd,12,215,22,133,135
5a8b1ee2000dab00018cc7cd,13,455,27,359,359
