Participant,GazesMean,TextRTMean
5fed6c9c0d786daf31f29f3d,852.425,14.1719
5ff94e71c59814230b0fb713,848.725,14.4457475
5ffc9218eb4ab30bbeb6c301,243.95,10.3160275
601b28841ca7bb2f8edaa293,706.025,9.38728
60318abd5f6c24103dd02a1f,125.675,5.144965
6038754c27f8091c6c888f05,84.85,12.169785
6051536b3e81428095504b35,536.25,17.4914925
605e6f4f35800996a22ac0ab,400.175,11.32757
606604f1ca47696cf97529c0,754.575,15.6515625
6073ad2cd288215f64f51efa,365.525,7.4935725
6077a808b8d8534a901e5d78,444.175,26.822425
607db957e9d570c7c2657b8d,1236.375,10.320415
60833ce5197d68cff9df1b83,743.575,12.4342775
608bfa04767191aa4d57bfd8,609.875,10.281725
6091ab55ea2e97910519f8e7,300.1,9.6363825
6091ebb375f9f6e9e1acaef8,473.975,12.554365
6095a3cfda27eb98bb3b74f0,830.375,13.811685
60b4a8a01d08a9bfb5f1e408,1726.375,23.7549925
60b7f09a4462d1d1aa6bbcf6,652.425,12.568765
60bff9298f56d55c8ecd9adf,301.4,8.9320075
60c119b30aa5205b493541b6,775.425,13.22047
60c29943af9212fdd7840b93,291.75,6.89195
60c381c26357c51532f1b378,356.6,5.914475
60cc67809f92d570ba4dc2c5,291.575,9.85564
60d460ee1809d22f5121ead4,1400.75,34.03464
60d64ec5cf4d757686ac4f14,659.525,11.7271425
60e1d5f866e681d7e33fd01c,503.475,16.7862475
60ed8f50e13ce18a6d406a09,602.725,11.991355
60fc2ec58ad0da367daee3c1,320.075,9.8166575
60fcc5f1ad050c77f804057b,675.45,11.2240025
60fd592929e8016e53a167a6,244.65,9.9270925
60fde74940100db428b34a06,670.025,11.7800775
60fe3f623a905f955c654cb5,607.875,10.11079
60fe7748a8ef9311de5f2fcd,328.15,7.0594875
60fefd6de6b470fd133b7d5d,337.975,8.9008325
610058f21b82dddf45b44009,309.775,8.0170325
610325a6052741bbfb84bcd1,360.7,5.9809375
61041a3b4159985f5294a436,175.375,11.6908275
6105619fd55674bb2c2f0f74,862.825,23.6970475
6108295fdd0270d7544b5a8a,383.25,11.5192625
610a40ffbf11d261514a7c0a,299.125,6.9416375
610f615654fdbcac0f485a9d,436.2,10.0948575
6111234ac8cfa49e38acbfb4,310.55,8.2543625
611131e47725f6a04c723651,664.075,14.948445
61206e8d3e6a6ccdd064637c,230.65,20.91601
612b86da38f96808af7bb1da,192.0,8.2138975
61313473de5462f652bb133c,679.35,11.4611525
61372727e083e6cd1c827f81,362.95,10.6698975
614e2b2bd900d5f91096ac12,495.5,9.568675
614ead1e38ca4b390b860c23,888.325,14.7714125
6150b927614a4f154f311f9d,387.7,9.983765
615374d9fd9b41728babd974,716.3,11.909275
615d051e2366aeb051acb734,597.2,4.9634075
616567af93f2b71b50c3ff85,403.025,13.15628
61692abb0f3acf7a49d91533,234.325,19.686475
616f4e920ed4bf68c708dde3,583.9,9.69711
62349b2406ea604d296bd69d,70.325,5.8410325
627936b58e6416782149ddcb,573.825,13.60178
62826a0d905d486567a481c4,253.225,6.157845
628510a698e9e63b21ef9139,177.35,4.38891
6286575f2d911d52cff2db4e,1251.9,8.956875
62885c14d00376d11632a442,324.325,12.7904325
628c2454c8c66010dd87391d,1237.4,10.16392
628d14b52b5bd1d83ed1f7d2,497.5,8.2570675
628eb50c442d584fa8275bcc,746.4,18.5053425
628f827eeb876ed2617881e7,543.25,13.86385
62976e7114308ee7c69d10ae,153.35,6.9279675
62a733deec84f43ab19f7cca,292.225,8.8322875
62a76dfc808c176cecd72dfa,681.375,11.52227
62a885d5b6af18b3d4579e1b,368.0,6.2657275
62b0ff84054c6ca32f481c65,1009.475,16.7949825
62b20575b356fba8715fae82,303.85,5.03447
62b5dd0fb9686d325c7d1f15,414.15,9.9904425
62b9b95e108fbc4df78a2956,254.75,8.2456475
62bd1d1283b326cde10cf27a,564.525,9.430515
62bdad093f129a724c4dd7b2,1254.325,10.8541325
62bdc30224534809032cf056,800.325,13.306215
62c5cdfe50000fce3e390be0,196.925,14.2019775
62c5e6468dd7b941f69aa604,925.425,20.98175
62c63362e7342ad8be294866,1951.325,17.5848375
62cc9a938512898953c46e71,905.625,9.68696
62ceba5fdab49dfc90278cbb,1063.45,18.3312
62cf1b74abd9894b74d28a00,259.975,7.3866575
62d0a258e5efefa14eb29647,517.4,16.8069975
62d133496cf7f774b8bf98a0,760.1,13.89248
62dc6fd89dd8473b3671357e,650.15,5.08593
62e2d5c238c450c3579dfa91,215.025,7.840165
62e7f9fec0521e596587319d,372.025,10.46511
62ea66128e0806710fb41dcc,275.4,13.7094575
62ecb2993d7ecd89154af5d4,206.775,13.04333
62ef104b5e9352c2ead31fde,654.65,10.94947
62f557535db76f7f4ab860c7,829.775,13.813445
6300a8230671f0e8b0a7b0f4,780.75,12.9820425
6304d96fa9bd6e269ae89297,211.7,9.86105
63052f20afc39e87110eb83e,1184.325,28.529785
630e243eed2fc276f7199fb3,120.25,7.4606475
631bb11a022ba038ef69e7b1,348.4,15.21405
631bf371cafbcf75cee93374,756.7,13.6834475
631bf96cdf83ffb8f4a7fab8,511.275,18.2114275
63254db937c17e8e9200fd54,803.575,13.6919825
632e9aa62793c18a857aece4,1830.425,13.990705
632f7bec7eb646908138c15c,723.6,13.477445
6330f30b973410dadd20eb64,720.35,7.4500525
6337cba5cbed8cb3514a6504,331.55,10.9090175
63386db00f7528f25101593c,515.225,12.83381
6339d33c8ee5d4d4b5607400,514.0,11.2759475
633ad9d63b298a0cb0fd0b05,472.2,7.84632
63403b7f3fd164408c5ad4b0,1016.4,16.915575
634265d4ff46e9c74d9fe152,369.0,9.5401475
634628e1fb755d3adb009a70,800.475,13.310715
634696400ff1ac25ed01ad11,339.225,10.9360575
63471914225d90278f470759,802.75,13.6216425
634740193026d2b89955a51a,354.825,9.1711825
634825ebf527096edf593db7,275.1,7.020635
6348801ddd19d0c7bfddac73,318.125,20.255325
6348845d31edff3dff1b7799,280.475,5.0480525
6352c60b4a9850783773f265,326.0,8.8490025
63614edb8ec467e6999ff831,229.3,7.5923575
6369dd3bd6a643dc7b42ce62,1172.9,10.881355
637e1f1515c2de2fd5c681dc,843.775,14.042205
637e8173907cabe3d6030bee,282.8,11.93925
63868eb7abcf3f247da6f52b,634.1,10.5720025
638e4ace1c4a380ecc49932f,756.05,17.009125
63972b68541bab989795da48,913.3,17.24619
63b7005d59a418f740ecfa0d,238.45,13.8978625
63bde9862392eebaf64770c2,265.775,5.9450275
63bf40687b33e43442effb9b,617.625,10.64268
63d000d62878aa92b833c5fc,443.475,12.4483875
63d04eb9d1bdb95639c4826d,323.1,5.77974
63d1618ef3c2f61f58f6eb40,1198.75,19.951395
63d193c45e01ccb694993e7f,1668.1,11.676455
63d41088860131e49a85cfac,490.6,15.18345
63d81c0edc201a5e28a1f695,300.125,4.9815425
560f17aad4ab1e00126fb8f0,416.9,12.40589
5640c041074be6000a5e997e,330.225,12.9785925
5aec7e89ae13140001fc0cdf,322.15,11.0723875
5e08d48b7bf5721d51467348,644.35,10.705115
5ebc6d34046b2a0bc9f2b3b8,317.65,10.073795
5ee4f36b9e25d52096d0edfe,348.975,8.304975
5f7b85c23139fa143589b106,627.55,16.1808725
5fc6904e5ed32c0778ae12a1,293.275,4.8502175
5fc6f76b2bc0cf01708d907d,336.4,9.862
607a3a5716f47a41359384cf,774.475,12.9332575
607f7f18d84d010ea2cd8664,937.175,15.862635
61116fb00f7f0fbacf0714f9,981.45,16.32459
61128c2c056a6993a3868078,669.825,11.199195
614f324e8b434b2a9c0c93c1,427.9,12.0510575
6295270587394aac7ce600db,177.525,10.9302525
63038702fea51556c37c36cf,231.4,7.7083675
63d17cf704d2d7053d56b962,506.6,8.862255
63d3fa78d12b38b131ef6b76,600.975,8.1673725
63e53dc0bb780ac38cdcf77e,1395.875,9.9459625
